Player_Name,Country,Mins,BF,4s,6s,SR,Oppn,Ground,Date,Runs,Not_Outs
V Kohli,INDIA,174,117,7,2,100,v Australia,Melbourne,1/17/2016,117,0
AM Rahane,INDIA,72,55,4,1,90.9,v Australia,Melbourne,1/17/2016,50,0
MS Dhoni,INDIA,23,9,2,2,255.55,v Australia,Melbourne,1/17/2016,23,0
Gurkeerat Singh,INDIA,6,7,1,0,114.28,v Australia,Melbourne,1/17/2016,8,0
RA Jadeja,INDIA,11,5,0,0,120,v Australia,Melbourne,1/17/2016,6,1
R Dhawan,INDIA,5,5,0,0,60,v Australia,Melbourne,1/17/2016,3,1
RG Sharma,INDIA,28,25,2,3,164,v Australia,Canberra,1/20/2016,41,0
S Dhawan,INDIA,154,113,14,2,111.5,v Australia,Canberra,1/20/2016,126,0
V Kohli,INDIA,131,92,11,1,115.21,v Australia,Canberra,1/20/2016,106,0
MS Dhoni,INDIA,2,3,0,0,0,v Australia,Canberra,1/20/2016,0,0
Gurkeerat Singh,INDIA,9,6,1,0,83.33,v Australia,Canberra,1/20/2016,5,0
RA Jadeja,INDIA,48,27,1,0,88.88,v Australia,Canberra,1/20/2016,24,1
AM Rahane,INDIA,7,3,0,0,66.66,v Australia,Canberra,1/20/2016,2,0
R Dhawan,INDIA,8,8,1,0,112.5,v Australia,Canberra,1/20/2016,9,0
B Kumar,INDIA,6,6,0,0,33.33,v Australia,Canberra,1/20/2016,2,0
UT Yadav,INDIA,11,11,0,0,18.18,v Australia,Canberra,1/20/2016,2,0
I Sharma,INDIA,8,3,0,0,0,v Australia,Canberra,1/20/2016,0,0
RG Sharma,INDIA,142,108,9,1,91.66,v Australia,Sydney,1/23/2016,99,0
S Dhawan,INDIA,69,56,7,3,139.28,v Australia,Sydney,1/23/2016,78,0
V Kohli,INDIA,11,11,1,0,72.72,v Australia,Sydney,1/23/2016,8,0
MK Pandey,INDIA,129,81,8,1,128.39,v Australia,Sydney,1/23/2016,104,1
MS Dhoni,INDIA,64,42,1,1,80.95,v Australia,Sydney,1/23/2016,34,0
Gurkeerat Singh,INDIA,2,0,0,0,0,v Australia,Sydney,1/23/2016,0,1
KL Rahul,INDIA,176,115,7,1,86.95,v Zimbabwe,Harare,6/11/2016,100,1
KK Nair,INDIA,19,20,1,0,35,v Zimbabwe,Harare,6/11/2016,7,0
AT Rayudu,INDIA,156,120,5,0,51.66,v Zimbabwe,Harare,6/11/2016,62,1
KL Rahul,INDIA,66,50,4,0,66,v Zimbabwe,Harare,6/13/2016,33,0
KK Nair,INDIA,112,68,5,0,57.35,v Zimbabwe,Harare,6/13/2016,39,0
AT Rayudu,INDIA,48,44,7,0,93.18,v Zimbabwe,Harare,6/13/2016,41,1
MK Pandey,INDIA,2,1,1,0,400,v Zimbabwe,Harare,6/13/2016,4,1
KL Rahul,INDIA,99,70,4,2,90,v Zimbabwe,Harare,6/15/2016,63,1
FY Fazal,INDIA,99,61,7,1,90.16,v Zimbabwe,Harare,6/15/2016,55,1
RG Sharma,INDIA,44,26,1,1,53.84,v New Zealand,Dharamsala,10/16/2016,14,0
AM Rahane,INDIA,59,34,4,2,97.05,v New Zealand,Dharamsala,10/16/2016,33,0
V Kohli,INDIA,109,81,9,1,104.93,v New Zealand,Dharamsala,10/16/2016,85,1
MK Pandey,INDIA,34,22,1,0,77.27,v New Zealand,Dharamsala,10/16/2016,17,0
MS Dhoni,INDIA,41,24,1,1,87.5,v New Zealand,Dharamsala,10/16/2016,21,0
KM Jadhav,INDIA,17,12,2,0,83.33,v New Zealand,Dharamsala,10/16/2016,10,1
RG Sharma,INDIA,28,27,1,1,55.55,v New Zealand,Delhi,10/20/2016,15,0
AM Rahane,INDIA,75,49,3,0,57.14,v New Zealand,Delhi,10/20/2016,28,0
V Kohli,INDIA,18,13,1,0,69.23,v New Zealand,Delhi,10/20/2016,9,0
MK Pandey,INDIA,34,25,0,1,76,v New Zealand,Delhi,10/20/2016,19,0
MS Dhoni,INDIA,95,65,3,0,60,v New Zealand,Delhi,10/20/2016,39,0
KM Jadhav,INDIA,47,37,2,2,110.81,v New Zealand,Delhi,10/20/2016,41,0
AR Patel,INDIA,47,22,0,1,77.27,v New Zealand,Delhi,10/20/2016,17,0
HH Pandya,INDIA,51,32,3,0,112.5,v New Zealand,Delhi,10/20/2016,36,0
A Mishra,INDIA,3,3,0,0,33.33,v New Zealand,Delhi,10/20/2016,1,0
UT Yadav,INDIA,45,23,1,0,78.26,v New Zealand,Delhi,10/20/2016,18,1
JJ Bumrah,INDIA,4,1,0,0,0,v New Zealand,Delhi,10/20/2016,0,0
RG Sharma,INDIA,35,21,2,0,61.9,v New Zealand,Mohali,10/23/2016,13,0
AM Rahane,INDIA,11,10,1,0,50,v New Zealand,Mohali,10/23/2016,5,0
V Kohli,INDIA,202,134,16,1,114.92,v New Zealand,Mohali,10/23/2016,154,1
MS Dhoni,INDIA,122,91,6,3,87.91,v New Zealand,Mohali,10/23/2016,80,0
MK Pandey,INDIA,55,34,3,0,82.35,v New Zealand,Mohali,10/23/2016,28,1
AM Rahane,INDIA,108,70,5,1,81.42,v New Zealand,Ranchi,10/26/2016,57,0
RG Sharma,INDIA,15,19,2,0,57.89,v New Zealand,Ranchi,10/26/2016,11,0
V Kohli,INDIA,64,51,2,1,88.23,v New Zealand,Ranchi,10/26/2016,45,0
MS Dhoni,INDIA,36,31,0,0,35.48,v New Zealand,Ranchi,10/26/2016,11,0
AR Patel,INDIA,77,40,3,1,95,v New Zealand,Ranchi,10/26/2016,38,0
MK Pandey,INDIA,13,12,2,0,100,v New Zealand,Ranchi,10/26/2016,12,0
KM Jadhav,INDIA,2,1,0,0,0,v New Zealand,Ranchi,10/26/2016,0,0
HH Pandya,INDIA,18,13,0,0,69.23,v New Zealand,Ranchi,10/26/2016,9,0
A Mishra,INDIA,29,17,1,0,82.35,v New Zealand,Ranchi,10/26/2016,14,0
DS Kulkarni,INDIA,29,26,2,1,96.15,v New Zealand,Ranchi,10/26/2016,25,1
UT Yadav,INDIA,26,12,0,0,58.33,v New Zealand,Ranchi,10/26/2016,7,0
AM Rahane,INDIA,45,39,3,0,51.28,v New Zealand,Visakhapatnam,10/29/2016,20,0
RG Sharma,INDIA,107,65,5,3,107.69,v New Zealand,Visakhapatnam,10/29/2016,70,0
V Kohli,INDIA,152,76,2,1,85.52,v New Zealand,Visakhapatnam,10/29/2016,65,0
MS Dhoni,INDIA,64,59,4,1,69.49,v New Zealand,Visakhapatnam,10/29/2016,41,0
MK Pandey,INDIA,4,5,0,0,0,v New Zealand,Visakhapatnam,10/29/2016,0,0
KM Jadhav,INDIA,52,37,2,1,105.4,v New Zealand,Visakhapatnam,10/29/2016,39,1
AR Patel,INDIA,28,18,1,1,133.33,v New Zealand,Visakhapatnam,10/29/2016,24,0
J Yadav,INDIA,2,1,0,0,100,v New Zealand,Visakhapatnam,10/29/2016,1,1
KL Rahul,INDIA,28,18,1,0,44.44,v England,Pune,1/15/2017,8,0
S Dhawan,INDIA,18,10,0,0,10,v England,Pune,1/15/2017,1,0
V Kohli,INDIA,147,105,8,5,116.19,v England,Pune,1/15/2017,122,0
Yuvraj Singh,INDIA,21,12,2,1,125,v England,Pune,1/15/2017,15,0
MS Dhoni,INDIA,7,6,1,0,100,v England,Pune,1/15/2017,6,0
KM Jadhav,INDIA,125,76,12,4,157.89,v England,Pune,1/15/2017,120,0
HH Pandya,INDIA,60,37,3,1,108.1,v England,Pune,1/15/2017,40,1
RA Jadeja,INDIA,24,15,2,0,86.66,v England,Pune,1/15/2017,13,0
R Ashwin,INDIA,17,10,0,1,150,v England,Pune,1/15/2017,15,1
KL Rahul,INDIA,11,5,1,0,100,v England,Cuttack,1/19/2017,5,0
S Dhawan,INDIA,24,15,2,0,73.33,v England,Cuttack,1/19/2017,11,0
V Kohli,INDIA,6,5,2,0,160,v England,Cuttack,1/19/2017,8,0
Yuvraj Singh,INDIA,183,127,21,3,118.11,v England,Cuttack,1/19/2017,150,0
MS Dhoni,INDIA,203,122,10,6,109.83,v England,Cuttack,1/19/2017,134,0
KM Jadhav,INDIA,15,10,3,1,220,v England,Cuttack,1/19/2017,22,0
HH Pandya,INDIA,23,9,2,1,211.11,v England,Cuttack,1/19/2017,19,1
RA Jadeja,INDIA,11,8,1,1,200,v England,Cuttack,1/19/2017,16,1
AM Rahane,INDIA,8,6,0,0,16.66,v England,Kolkata,1/22/2017,1,0
KL Rahul,INDIA,28,11,1,1,100,v England,Kolkata,1/22/2017,11,0
V Kohli,INDIA,81,63,8,0,87.3,v England,Kolkata,1/22/2017,55,0
Yuvraj Singh,INDIA,82,57,5,1,78.94,v England,Kolkata,1/22/2017,45,0
MS Dhoni,INDIA,45,36,1,1,69.44,v England,Kolkata,1/22/2017,25,0
KM Jadhav,INDIA,118,75,12,1,120,v England,Kolkata,1/22/2017,90,0
HH Pandya,INDIA,67,43,4,2,130.23,v England,Kolkata,1/22/2017,56,0
RA Jadeja,INDIA,8,6,2,0,166.66,v England,Kolkata,1/22/2017,10,0
R Ashwin,INDIA,5,3,0,0,33.33,v England,Kolkata,1/22/2017,1,0
B Kumar,INDIA,13,1,0,0,0,v England,Kolkata,1/22/2017,0,1
JJ Bumrah,INDIA,2,0,0,0,0,v England,Kolkata,1/22/2017,0,1
RG Sharma,INDIA,146,119,7,2,76.47,v Pakistan,Birmingham,6/4/2017,91,0
S Dhawan,INDIA,95,65,6,1,104.61,v Pakistan,Birmingham,6/4/2017,68,0
V Kohli,INDIA,108,68,6,3,119.11,v Pakistan,Birmingham,6/4/2017,81,1
Yuvraj Singh,INDIA,49,32,8,1,165.62,v Pakistan,Birmingham,6/4/2017,53,0
HH Pandya,INDIA,8,6,0,3,333.33,v Pakistan,Birmingham,6/4/2017,20,1
RG Sharma,INDIA,107,79,6,3,98.73,v Sri Lanka,The Oval,6/8/2017,78,0
S Dhawan,INDIA,198,128,15,1,97.65,v Sri Lanka,The Oval,6/8/2017,125,0
V Kohli,INDIA,5,5,0,0,0,v Sri Lanka,The Oval,6/8/2017,0,0
Yuvraj Singh,INDIA,33,18,0,0,38.88,v Sri Lanka,The Oval,6/8/2017,7,0
MS Dhoni,INDIA,78,52,7,2,121.15,v Sri Lanka,The Oval,6/8/2017,63,0
HH Pandya,INDIA,8,5,0,1,180,v Sri Lanka,The Oval,6/8/2017,9,0
KM Jadhav,INDIA,19,13,3,1,192.3,v Sri Lanka,The Oval,6/8/2017,25,1
RA Jadeja,INDIA,0,0,0,0,0,v Sri Lanka,The Oval,6/8/2017,0,1
RG Sharma,INDIA,23,20,1,1,60,v South Africa,The Oval,6/11/2017,12,0
S Dhawan,INDIA,130,83,12,1,93.97,v South Africa,The Oval,6/11/2017,78,0
V Kohli,INDIA,136,101,7,1,75.24,v South Africa,The Oval,6/11/2017,76,1
Yuvraj Singh,INDIA,29,25,1,1,92,v South Africa,The Oval,6/11/2017,23,1
RG Sharma,INDIA,165,129,15,1,95.34,v Bangladesh,Birmingham,6/15/2017,123,1
S Dhawan,INDIA,67,34,7,1,135.29,v Bangladesh,Birmingham,6/15/2017,46,0
V Kohli,INDIA,96,78,13,0,123.07,v Bangladesh,Birmingham,6/15/2017,96,1
RG Sharma,INDIA,4,3,0,0,0,v Pakistan,The Oval,6/18/2017,0,0
S Dhawan,INDIA,42,22,4,0,95.45,v Pakistan,The Oval,6/18/2017,21,0
V Kohli,INDIA,11,9,0,0,55.55,v Pakistan,The Oval,6/18/2017,5,0
Yuvraj Singh,INDIA,49,31,4,0,70.96,v Pakistan,The Oval,6/18/2017,22,0
MS Dhoni,INDIA,23,16,0,0,25,v Pakistan,The Oval,6/18/2017,4,0
KM Jadhav,INDIA,18,13,2,0,69.23,v Pakistan,The Oval,6/18/2017,9,0
HH Pandya,INDIA,46,43,4,6,176.74,v Pakistan,The Oval,6/18/2017,76,0
RA Jadeja,INDIA,41,26,0,0,57.69,v Pakistan,The Oval,6/18/2017,15,0
R Ashwin,INDIA,11,3,0,0,33.33,v Pakistan,The Oval,6/18/2017,1,0
B Kumar,INDIA,14,8,0,0,12.5,v Pakistan,The Oval,6/18/2017,1,1
JJ Bumrah,INDIA,10,9,0,0,11.11,v Pakistan,The Oval,6/18/2017,1,0
AM Rahane,INDIA,0,78,8,0,79.48,v West Indies,Port of Spain,6/23/2017,62,0
S Dhawan,INDIA,0,92,8,2,94.56,v West Indies,Port of Spain,6/23/2017,87,0
V Kohli,INDIA,0,47,1,0,68.08,v West Indies,Port of Spain,6/23/2017,32,1
Yuvraj Singh,INDIA,0,10,0,0,40,v West Indies,Port of Spain,6/23/2017,4,0
MS Dhoni,INDIA,0,9,1,0,100,v West Indies,Port of Spain,6/23/2017,9,1
AM Rahane,INDIA,0,104,10,2,99.03,v West Indies,Port of Spain,6/25/2017,103,0
S Dhawan,INDIA,0,59,10,0,106.77,v West Indies,Port of Spain,6/25/2017,63,0
V Kohli,INDIA,0,66,4,4,131.81,v West Indies,Port of Spain,6/25/2017,87,0
HH Pandya,INDIA,0,5,0,0,80,v West Indies,Port of Spain,6/25/2017,4,0
Yuvraj Singh,INDIA,0,10,1,0,140,v West Indies,Port of Spain,6/25/2017,14,0
MS Dhoni,INDIA,0,13,1,0,100,v West Indies,Port of Spain,6/25/2017,13,1
KM Jadhav,INDIA,0,6,2,0,216.66,v West Indies,Port of Spain,6/25/2017,13,1
AM Rahane,INDIA,0,112,4,1,64.28,v West Indies,North Sound,6/30/2017,72,0
S Dhawan,INDIA,0,6,0,0,33.33,v West Indies,North Sound,6/30/2017,2,0
V Kohli,INDIA,0,22,2,0,50,v West Indies,North Sound,6/30/2017,11,0
Yuvraj Singh,INDIA,0,55,4,0,70.9,v West Indies,North Sound,6/30/2017,39,0
MS Dhoni,INDIA,0,79,4,2,98.73,v West Indies,North Sound,6/30/2017,78,1
KM Jadhav,INDIA,0,26,4,1,153.84,v West Indies,North Sound,6/30/2017,40,1
AM Rahane,INDIA,0,91,7,0,65.93,v West Indies,North Sound,7/2/2017,60,0
S Dhawan,INDIA,0,7,0,0,71.42,v West Indies,North Sound,7/2/2017,5,0
V Kohli,INDIA,0,12,0,0,25,v West Indies,North Sound,7/2/2017,3,0
KD Karthik,INDIA,0,19,0,0,10.52,v West Indies,North Sound,7/2/2017,2,0
MS Dhoni,INDIA,0,114,1,0,47.36,v West Indies,North Sound,7/2/2017,54,0
KM Jadhav,INDIA,0,14,0,0,71.42,v West Indies,North Sound,7/2/2017,10,0
HH Pandya,INDIA,0,21,1,1,95.23,v West Indies,North Sound,7/2/2017,20,0
RA Jadeja,INDIA,0,11,1,0,100,v West Indies,North Sound,7/2/2017,11,0
Kuldeep Yadav,INDIA,0,6,0,0,33.33,v West Indies,North Sound,7/2/2017,2,1
UT Yadav,INDIA,0,1,0,0,0,v West Indies,North Sound,7/2/2017,0,0
Mohammed Shami,INDIA,0,2,0,0,50,v West Indies,North Sound,7/2/2017,1,0
AM Rahane,INDIA,0,51,5,0,76.47,v West Indies,Kingston,7/6/2017,39,0
S Dhawan,INDIA,0,3,1,0,133.33,v West Indies,Kingston,7/6/2017,4,0
V Kohli,INDIA,0,115,12,2,96.52,v West Indies,Kingston,7/6/2017,111,1
KD Karthik,INDIA,0,52,5,0,96.15,v West Indies,Kingston,7/6/2017,50,1
RG Sharma,INDIA,0,13,0,0,30.76,v Sri Lanka,Dambulla,8/20/2017,4,0
S Dhawan,INDIA,0,90,20,3,146.66,v Sri Lanka,Dambulla,8/20/2017,132,1
V Kohli,INDIA,0,70,10,1,117.14,v Sri Lanka,Dambulla,8/20/2017,82,1
RG Sharma,INDIA,0,45,5,3,120,v Sri Lanka,Pallekele,8/24/2017,54,0
S Dhawan,INDIA,0,50,6,1,98,v Sri Lanka,Pallekele,8/24/2017,49,0
KL Rahul,INDIA,0,6,0,0,66.66,v Sri Lanka,Pallekele,8/24/2017,4,0
KM Jadhav,INDIA,0,3,0,0,33.33,v Sri Lanka,Pallekele,8/24/2017,1,0
V Kohli,INDIA,0,2,1,0,200,v Sri Lanka,Pallekele,8/24/2017,4,0
MS Dhoni,INDIA,0,68,1,0,66.17,v Sri Lanka,Pallekele,8/24/2017,45,1
HH Pandya,INDIA,0,3,0,0,0,v Sri Lanka,Pallekele,8/24/2017,0,0
AR Patel,INDIA,0,9,0,0,66.66,v Sri Lanka,Pallekele,8/24/2017,6,0
B Kumar,INDIA,0,80,4,1,66.25,v Sri Lanka,Pallekele,8/24/2017,53,1
RG Sharma,INDIA,0,145,16,2,85.51,v Sri Lanka,Pallekele,8/27/2017,124,1
S Dhawan,INDIA,0,3,1,0,166.66,v Sri Lanka,Pallekele,8/27/2017,5,0
V Kohli,INDIA,0,11,0,0,27.27,v Sri Lanka,Pallekele,8/27/2017,3,0
KL Rahul,INDIA,0,24,2,0,70.83,v Sri Lanka,Pallekele,8/27/2017,17,0
KM Jadhav,INDIA,0,2,0,0,0,v Sri Lanka,Pallekele,8/27/2017,0,0
MS Dhoni,INDIA,0,86,4,1,77.9,v Sri Lanka,Pallekele,8/27/2017,67,1
RG Sharma,INDIA,0,88,11,3,118.18,v Sri Lanka,Colombo (RPS),8/31/2017,104,0
S Dhawan,INDIA,0,6,1,0,66.66,v Sri Lanka,Colombo (RPS),8/31/2017,4,0
V Kohli,INDIA,0,96,17,2,136.45,v Sri Lanka,Colombo (RPS),8/31/2017,131,0
HH Pandya,INDIA,0,18,1,1,105.55,v Sri Lanka,Colombo (RPS),8/31/2017,19,0
KL Rahul,INDIA,0,8,0,0,87.5,v Sri Lanka,Colombo (RPS),8/31/2017,7,0
MK Pandey,INDIA,0,42,4,0,119.04,v Sri Lanka,Colombo (RPS),8/31/2017,50,1
MS Dhoni,INDIA,0,42,5,1,116.66,v Sri Lanka,Colombo (RPS),8/31/2017,49,1
RG Sharma,INDIA,0,20,1,0,80,v Sri Lanka,Colombo (RPS),9/3/2017,16,0
AM Rahane,INDIA,0,17,0,0,29.41,v Sri Lanka,Colombo (RPS),9/3/2017,5,0
V Kohli,INDIA,0,116,9,0,94.82,v Sri Lanka,Colombo (RPS),9/3/2017,110,1
MK Pandey,INDIA,0,53,2,0,67.92,v Sri Lanka,Colombo (RPS),9/3/2017,36,0
KM Jadhav,INDIA,0,73,7,0,86.3,v Sri Lanka,Colombo (RPS),9/3/2017,63,0
MS Dhoni,INDIA,0,1,0,0,100,v Sri Lanka,Colombo (RPS),9/3/2017,1,1
AM Rahane,INDIA,18,15,0,0,33.33,v Australia,Chennai,9/17/2017,5,0
RG Sharma,INDIA,81,44,3,0,63.63,v Australia,Chennai,9/17/2017,28,0
V Kohli,INDIA,7,4,0,0,0,v Australia,Chennai,9/17/2017,0,0
MK Pandey,INDIA,4,2,0,0,0,v Australia,Chennai,9/17/2017,0,0
KM Jadhav,INDIA,72,54,5,0,74.07,v Australia,Chennai,9/17/2017,40,0
MS Dhoni,INDIA,152,88,4,2,89.77,v Australia,Chennai,9/17/2017,79,0
HH Pandya,INDIA,86,66,5,5,125.75,v Australia,Chennai,9/17/2017,83,0
B Kumar,INDIA,45,30,5,0,106.66,v Australia,Chennai,9/17/2017,32,1
Kuldeep Yadav,INDIA,2,0,0,0,0,v Australia,Chennai,9/17/2017,0,1
AM Rahane,INDIA,110,64,7,0,85.93,v Australia,Kolkata,9/21/2017,55,0
RG Sharma,INDIA,24,14,1,0,50,v Australia,Kolkata,9/21/2017,7,0
V Kohli,INDIA,148,107,8,0,85.98,v Australia,Kolkata,9/21/2017,92,0
MK Pandey,INDIA,14,13,0,0,23.07,v Australia,Kolkata,9/21/2017,3,0
KM Jadhav,INDIA,36,24,2,1,100,v Australia,Kolkata,9/21/2017,24,0
MS Dhoni,INDIA,19,10,1,0,50,v Australia,Kolkata,9/21/2017,5,0
HH Pandya,INDIA,56,26,2,0,76.92,v Australia,Kolkata,9/21/2017,20,0
B Kumar,INDIA,39,33,1,0,60.6,v Australia,Kolkata,9/21/2017,20,0
Kuldeep Yadav,INDIA,1,2,0,0,0,v Australia,Kolkata,9/21/2017,0,0
JJ Bumrah,INDIA,9,6,2,0,166.66,v Australia,Kolkata,9/21/2017,10,1
YS Chahal,INDIA,3,2,0,0,50,v Australia,Kolkata,9/21/2017,1,0
AM Rahane,INDIA,103,76,9,0,92.1,v Australia,Indore,9/24/2017,70,0
RG Sharma,INDIA,94,62,6,4,114.51,v Australia,Indore,9/24/2017,71,0
V Kohli,INDIA,58,35,2,0,80,v Australia,Indore,9/24/2017,28,0
HH Pandya,INDIA,98,72,5,4,108.33,v Australia,Indore,9/24/2017,78,0
KM Jadhav,INDIA,3,4,0,0,50,v Australia,Indore,9/24/2017,2,0
MK Pandey,INDIA,44,32,6,0,112.5,v Australia,Indore,9/24/2017,36,1
MS Dhoni,INDIA,9,6,0,0,50,v Australia,Indore,9/24/2017,3,1
AM Rahane,INDIA,75,66,6,1,80.3,v Australia,Bengaluru,9/28/2017,53,0
RG Sharma,INDIA,93,55,1,5,118.18,v Australia,Bengaluru,9/28/2017,65,0
V Kohli,INDIA,23,21,3,0,100,v Australia,Bengaluru,9/28/2017,21,0
HH Pandya,INDIA,64,40,1,3,102.5,v Australia,Bengaluru,9/28/2017,41,0
KM Jadhav,INDIA,95,69,7,1,97.1,v Australia,Bengaluru,9/28/2017,67,0
MK Pandey,INDIA,40,25,3,1,132,v Australia,Bengaluru,9/28/2017,33,0
MS Dhoni,INDIA,12,10,1,1,130,v Australia,Bengaluru,9/28/2017,13,0
AR Patel,INDIA,15,6,0,0,83.33,v Australia,Bengaluru,9/28/2017,5,0
Mohammed Shami,INDIA,10,6,1,0,100,v Australia,Bengaluru,9/28/2017,6,1
UT Yadav,INDIA,3,2,0,0,100,v Australia,Bengaluru,9/28/2017,2,1
AM Rahane,INDIA,93,74,7,0,82.43,v Australia,Nagpur,10/1/2017,61,0
RG Sharma,INDIA,165,109,11,5,114.67,v Australia,Nagpur,10/1/2017,125,0
V Kohli,INDIA,73,55,2,0,70.9,v Australia,Nagpur,10/1/2017,39,0
KM Jadhav,INDIA,14,8,1,0,62.5,v Australia,Nagpur,10/1/2017,5,1
MK Pandey,INDIA,12,11,2,0,100,v Australia,Nagpur,10/1/2017,11,1
RG Sharma,INDIA,27,18,0,2,111.11,v New Zealand,Mumbai,10/22/2017,20,0
S Dhawan,INDIA,15,12,1,0,75,v New Zealand,Mumbai,10/22/2017,9,0
V Kohli,INDIA,203,125,9,2,96.8,v New Zealand,Mumbai,10/22/2017,121,0
KM Jadhav,INDIA,41,25,1,0,48,v New Zealand,Mumbai,10/22/2017,12,0
KD Karthik,INDIA,58,47,4,0,78.72,v New Zealand,Mumbai,10/22/2017,37,0
MS Dhoni,INDIA,54,42,2,0,59.52,v New Zealand,Mumbai,10/22/2017,25,0
HH Pandya,INDIA,18,16,1,1,100,v New Zealand,Mumbai,10/22/2017,16,0
B Kumar,INDIA,20,15,2,2,173.33,v New Zealand,Mumbai,10/22/2017,26,0
Kuldeep Yadav,INDIA,3,0,0,0,0,v New Zealand,Mumbai,10/22/2017,0,1
RG Sharma,INDIA,17,19,1,0,36.84,v New Zealand,Pune,10/25/2017,7,0
S Dhawan,INDIA,125,84,5,2,80.95,v New Zealand,Pune,10/25/2017,68,0
V Kohli,INDIA,40,29,3,1,100,v New Zealand,Pune,10/25/2017,29,0
KD Karthik,INDIA,138,92,4,0,69.56,v New Zealand,Pune,10/25/2017,64,1
HH Pandya,INDIA,48,31,2,1,96.77,v New Zealand,Pune,10/25/2017,30,0
MS Dhoni,INDIA,22,21,3,0,85.71,v New Zealand,Pune,10/25/2017,18,1
RG Sharma,INDIA,168,138,18,2,106.52,v New Zealand,Kanpur,10/29/2017,147,0
S Dhawan,INDIA,29,20,3,0,70,v New Zealand,Kanpur,10/29/2017,14,0
V Kohli,INDIA,166,106,9,1,106.6,v New Zealand,Kanpur,10/29/2017,113,0
HH Pandya,INDIA,9,6,1,0,133.33,v New Zealand,Kanpur,10/29/2017,8,0
MS Dhoni,INDIA,29,17,3,0,147.05,v New Zealand,Kanpur,10/29/2017,25,0
KM Jadhav,INDIA,16,10,1,1,180,v New Zealand,Kanpur,10/29/2017,18,0
KD Karthik,INDIA,4,3,0,0,133.33,v New Zealand,Kanpur,10/29/2017,4,1
RG Sharma,INDIA,19,13,0,0,15.38,v Sri Lanka,Dharamsala,12/10/2017,2,0
S Dhawan,INDIA,8,6,0,0,0,v Sri Lanka,Dharamsala,12/10/2017,0,0
SS Iyer,INDIA,60,27,1,0,33.33,v Sri Lanka,Dharamsala,12/10/2017,9,0
KD Karthik,INDIA,22,18,0,0,0,v Sri Lanka,Dharamsala,12/10/2017,0,0
MK Pandey,INDIA,21,15,0,0,13.33,v Sri Lanka,Dharamsala,12/10/2017,2,0
MS Dhoni,INDIA,129,87,10,2,74.71,v Sri Lanka,Dharamsala,12/10/2017,65,0
HH Pandya,INDIA,11,10,2,0,100,v Sri Lanka,Dharamsala,12/10/2017,10,0
B Kumar,INDIA,8,5,0,0,0,v Sri Lanka,Dharamsala,12/10/2017,0,0
Kuldeep Yadav,INDIA,44,25,4,0,76,v Sri Lanka,Dharamsala,12/10/2017,19,0
JJ Bumrah,INDIA,38,15,0,0,0,v Sri Lanka,Dharamsala,12/10/2017,0,0
YS Chahal,INDIA,0,9,0,0,0,v Sri Lanka,Dharamsala,12/10/2017,0,1
RG Sharma,INDIA,212,153,13,12,135.94,v Sri Lanka,Mohali,12/13/2017,208,1
S Dhawan,INDIA,87,67,9,0,101.49,v Sri Lanka,Mohali,12/13/2017,68,0
SS Iyer,INDIA,99,70,9,2,125.71,v Sri Lanka,Mohali,12/13/2017,88,0
MS Dhoni,INDIA,11,5,0,1,140,v Sri Lanka,Mohali,12/13/2017,7,0
HH Pandya,INDIA,12,5,1,0,160,v Sri Lanka,Mohali,12/13/2017,8,0
RG Sharma,INDIA,14,14,0,1,50,v Sri Lanka,Visakhapatnam,12/17/2017,7,0
S Dhawan,INDIA,140,85,13,2,117.64,v Sri Lanka,Visakhapatnam,12/17/2017,100,1
SS Iyer,INDIA,82,63,8,1,103.17,v Sri Lanka,Visakhapatnam,12/17/2017,65,0
KD Karthik,INDIA,42,31,3,0,83.87,v Sri Lanka,Visakhapatnam,12/17/2017,26,1
RG Sharma,INDIA,25,30,2,1,66.66,v South Africa,Durban,2/1/2018,20,0
S Dhawan,INDIA,53,29,6,0,120.68,v South Africa,Durban,2/1/2018,35,0
V Kohli,INDIA,164,119,10,0,94.11,v South Africa,Durban,2/1/2018,112,0
AM Rahane,INDIA,126,86,5,2,91.86,v South Africa,Durban,2/1/2018,79,0
HH Pandya,INDIA,15,6,0,0,50,v South Africa,Durban,2/1/2018,3,1
MS Dhoni,INDIA,5,3,1,0,133.33,v South Africa,Durban,2/1/2018,4,1
RG Sharma,INDIA,19,17,2,1,88.23,v South Africa,Centurion,2/4/2018,15,0
S Dhawan,INDIA,84,56,9,0,91.07,v South Africa,Centurion,2/4/2018,51,1
V Kohli,INDIA,64,50,4,1,92,v South Africa,Centurion,2/4/2018,46,1
RG Sharma,INDIA,4,6,0,0,0,v South Africa,Cape Town,2/7/2018,0,0
S Dhawan,INDIA,105,63,12,0,120.63,v South Africa,Cape Town,2/7/2018,76,0
V Kohli,INDIA,220,159,12,2,100.62,v South Africa,Cape Town,2/7/2018,160,1
AM Rahane,INDIA,16,13,0,0,84.61,v South Africa,Cape Town,2/7/2018,11,0
HH Pandya,INDIA,21,15,0,1,93.33,v South Africa,Cape Town,2/7/2018,14,0
MS Dhoni,INDIA,38,22,0,0,45.45,v South Africa,Cape Town,2/7/2018,10,0
KM Jadhav,INDIA,6,3,0,0,33.33,v South Africa,Cape Town,2/7/2018,1,0
B Kumar,INDIA,37,19,1,0,84.21,v South Africa,Cape Town,2/7/2018,16,1
