Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
CR Ervine (ZIM),0,1,1,0,0,0,1,v Afghanistan,Harare,21-Feb-17
SC Williams (ZIM),5,17,13,0,0,38.46,1,v Afghanistan,Harare,21-Feb-17
RP Burl (ZIM),3,9,9,0,0,33.33,1,v Afghanistan,Harare,21-Feb-17
MN Waller (ZIM),36*,80,45,4,0,80,1,v Afghanistan,Harare,21-Feb-17
AG Cremer (ZIM),0,4,4,0,0,0,1,v Afghanistan,Harare,21-Feb-17
TL Chatara (ZIM),0,1,1,0,0,0,1,v Afghanistan,Harare,21-Feb-17
R Ngarava (ZIM),0,4,4,0,0,0,1,v Afghanistan,Harare,21-Feb-17
CB Mpofu (ZIM),1,6,3,0,0,33.33,1,v Afghanistan,Harare,21-Feb-17
Mohammad Shahzad (AFG),20,22,17,2,1,117.64,2,v Zimbabwe,Harare,21-Feb-17
Noor Ali Zadran (AFG),0,4,1,0,0,0,2,v Zimbabwe,Harare,21-Feb-17
Rahmat Shah (AFG),10,31,24,0,0,41.66,2,v Zimbabwe,Harare,21-Feb-17
Asghar Afghan (AFG),31,43,33,3,0,93.93,2,v Zimbabwe,Harare,21-Feb-17
Samiullah Shinwari (AFG),29,71,47,1,0,61.7,2,v Zimbabwe,Harare,21-Feb-17
Gulbadin Naib (AFG),16,32,32,2,0,50,2,v Zimbabwe,Harare,21-Feb-17
Mohammad Nabi (AFG),11,16,8,0,1,137.5,2,v Zimbabwe,Harare,21-Feb-17
Najibullah Zadran (AFG),0,1,1,0,0,0,2,v Zimbabwe,Harare,21-Feb-17
Rashid Khan (AFG),2,7,2,0,0,100,2,v Zimbabwe,Harare,21-Feb-17
Amir Hamza (AFG),2,10,7,0,0,28.57,2,v Zimbabwe,Harare,21-Feb-17
Fareed Ahmad (AFG),0*,6,5,0,0,0,2,v Zimbabwe,Harare,21-Feb-17
DG Brownlie (NZ),34,57,44,6,0,77.27,1,v South Africa,Christchurch,22-Feb-17
TWM Latham (NZ),2,15,6,0,0,33.33,1,v South Africa,Christchurch,22-Feb-17
KS Williamson (NZ),69,117,75,6,0,92,1,v South Africa,Christchurch,22-Feb-17
LRPL Taylor (NZ),102*,164,110,8,0,92.72,1,v South Africa,Christchurch,22-Feb-17
NT Broom (NZ),2,13,8,0,0,25,1,v South Africa,Christchurch,22-Feb-17
JDS Neesham (NZ),71*,74,57,6,0,124.56,1,v South Africa,Christchurch,22-Feb-17
TG Southee (NZ),DNB,-,-,-,-,-,1,v South Africa,Christchurch,22-Feb-17
MJ Santner (NZ),DNB,-,-,-,-,-,1,v South Africa,Christchurch,22-Feb-17
C de Grandhomme (NZ),DNB,-,-,-,-,-,1,v South Africa,Christchurch,22-Feb-17
IS Sodhi (NZ),DNB,-,-,-,-,-,1,v South Africa,Christchurch,22-Feb-17
TA Boult (NZ),DNB,-,-,-,-,-,1,v South Africa,Christchurch,22-Feb-17
HM Amla (SA),10,19,13,2,0,76.92,2,v New Zealand,Christchurch,22-Feb-17
Q de Kock (SA),57,104,65,6,0,87.69,2,v New Zealand,Christchurch,22-Feb-17
F du Plessis (SA),11,26,17,2,0,64.7,2,v New Zealand,Christchurch,22-Feb-17
JP Duminy (SA),34,44,44,3,0,77.27,2,v New Zealand,Christchurch,22-Feb-17
AB de Villiers (SA),45,73,49,2,0,91.83,2,v New Zealand,Christchurch,22-Feb-17
DA Miller (SA),28,52,39,3,0,71.79,2,v New Zealand,Christchurch,22-Feb-17
D Pretorius (SA),50,57,27,4,2,185.18,2,v New Zealand,Christchurch,22-Feb-17
CH Morris (SA),7,10,8,1,0,87.5,2,v New Zealand,Christchurch,22-Feb-17
WD Parnell (SA),0,2,4,0,0,0,2,v New Zealand,Christchurch,22-Feb-17
AL Phehlukwayo (SA),29*,41,34,4,0,85.29,2,v New Zealand,Christchurch,22-Feb-17
Imran Tahir (SA),0*,5,0,0,0,-,2,v New Zealand,Christchurch,22-Feb-17
Mohammad Shahzad (AFG),9,41,27,0,0,33.33,1,v Zimbabwe,Harare,24-Feb-17
Ihsanullah (AFG),0,25,20,0,0,0,1,v Zimbabwe,Harare,24-Feb-17
Rahmat Shah (AFG),1,9,8,0,0,12.5,1,v Zimbabwe,Harare,24-Feb-17
Asghar Afghan (AFG),19,28,17,2,1,111.76,1,v Zimbabwe,Harare,24-Feb-17
Hashmatullah Shahidi (AFG),12,34,20,1,0,60,1,v Zimbabwe,Harare,24-Feb-17
Karim Janat (AFG),9,53,33,0,0,27.27,1,v Zimbabwe,Harare,24-Feb-17
Samiullah Shinwari (AFG),13,32,31,1,0,41.93,1,v Zimbabwe,Harare,24-Feb-17
Mohammad Nabi (AFG),17,37,31,1,0,54.83,1,v Zimbabwe,Harare,24-Feb-17
Gulbadin Naib (AFG),10,35,28,0,0,35.71,1,v Zimbabwe,Harare,24-Feb-17
Rashid Khan (AFG),11,17,18,1,0,61.11,1,v Zimbabwe,Harare,24-Feb-17
Fareed Ahmad (AFG),1*,6,1,0,0,100,1,v Zimbabwe,Harare,24-Feb-17
SF Mire (ZIM),46,63,50,5,2,92,2,v Afghanistan,Harare,24-Feb-17
PJ Moor (ZIM),36*,92,59,2,0,61.01,2,v Afghanistan,Harare,24-Feb-17
TK Musakanda (ZIM),4,5,4,0,0,100,2,v Afghanistan,Harare,24-Feb-17
CR Ervine (ZIM),1,3,5,0,0,20,2,v Afghanistan,Harare,24-Feb-17
SC Williams (ZIM),16*,18,16,3,0,100,2,v Afghanistan,Harare,24-Feb-17
CB Mpofu (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,24-Feb-17
TL Chatara (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,24-Feb-17
AG Cremer (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,24-Feb-17
R Ngarava (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,24-Feb-17
RP Burl (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,24-Feb-17
MN Waller (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,24-Feb-17
Q de Kock (SA),68,100,70,6,2,97.14,1,v New Zealand,Wellington,25-Feb-17
HM Amla (SA),7,37,19,0,0,36.84,1,v New Zealand,Wellington,25-Feb-17
F du Plessis (SA),36,59,46,4,0,78.26,1,v New Zealand,Wellington,25-Feb-17
AB de Villiers (SA),85,118,80,7,1,106.25,1,v New Zealand,Wellington,25-Feb-17
JP Duminy (SA),16,43,34,1,0,47.05,1,v New Zealand,Wellington,25-Feb-17
DA Miller (SA),3,10,7,0,0,42.85,1,v New Zealand,Wellington,25-Feb-17
D Pretorius (SA),11,11,11,2,0,100,1,v New Zealand,Wellington,25-Feb-17
WD Parnell (SA),35,53,32,2,1,109.37,1,v New Zealand,Wellington,25-Feb-17
AL Phehlukwayo (SA),1*,4,1,0,0,100,1,v New Zealand,Wellington,25-Feb-17
K Rabada (SA),DNB,-,-,-,-,-,1,v New Zealand,Wellington,25-Feb-17
Imran Tahir (SA),DNB,-,-,-,-,-,1,v New Zealand,Wellington,25-Feb-17
DG Brownlie (NZ),2,14,5,0,0,40,2,v South Africa,Wellington,25-Feb-17
TWM Latham (NZ),0,7,7,0,0,0,2,v South Africa,Wellington,25-Feb-17
KS Williamson (NZ),23,57,40,0,1,57.5,2,v South Africa,Wellington,25-Feb-17
LRPL Taylor (NZ),18,54,40,2,0,45,2,v South Africa,Wellington,25-Feb-17
NT Broom (NZ),0,11,4,0,0,0,2,v South Africa,Wellington,25-Feb-17
JDS Neesham (NZ),13,38,22,1,0,59.09,2,v South Africa,Wellington,25-Feb-17
MJ Santner (NZ),1,11,8,0,0,12.5,2,v South Africa,Wellington,25-Feb-17
C de Grandhomme (NZ),34*,53,34,2,2,100,2,v South Africa,Wellington,25-Feb-17
TG Southee (NZ),5,5,6,1,0,83.33,2,v South Africa,Wellington,25-Feb-17
LH Ferguson (NZ),4,12,13,0,0,30.76,2,v South Africa,Wellington,25-Feb-17
TA Boult (NZ),4,15,15,0,0,26.66,2,v South Africa,Wellington,25-Feb-17
Mohammad Shahzad (AFG),20,23,20,3,0,100,1,v Zimbabwe,Harare,26-Feb-17
Noor Ali Zadran (AFG),46,67,49,7,1,93.87,1,v Zimbabwe,Harare,26-Feb-17
Gulbadin Naib (AFG),6,16,8,1,0,75,1,v Zimbabwe,Harare,26-Feb-17
Rahmat Shah (AFG),50,120,79,1,0,63.29,1,v Zimbabwe,Harare,26-Feb-17
Asghar Afghan (AFG),18,42,34,1,0,52.94,1,v Zimbabwe,Harare,26-Feb-17
Samiullah Shinwari (AFG),18,38,39,1,0,46.15,1,v Zimbabwe,Harare,26-Feb-17
Mohammad Nabi (AFG),48,52,40,4,1,120,1,v Zimbabwe,Harare,26-Feb-17
Najibullah Zadran (AFG),3,10,9,0,0,33.33,1,v Zimbabwe,Harare,26-Feb-17
Rashid Khan (AFG),18,32,17,1,0,105.88,1,v Zimbabwe,Harare,26-Feb-17
Dawlat Zadran (AFG),14*,8,6,2,1,233.33,1,v Zimbabwe,Harare,26-Feb-17
Amir Hamza (AFG),0*,5,0,0,0,-,1,v Zimbabwe,Harare,26-Feb-17
PJ Moor (ZIM),3,7,9,0,0,33.33,2,v Afghanistan,Harare,26-Feb-17
SF Mire (ZIM),2,10,6,0,0,33.33,2,v Afghanistan,Harare,26-Feb-17
TK Musakanda (ZIM),7,34,14,0,0,50,2,v Afghanistan,Harare,26-Feb-17
CR Ervine (ZIM),4,9,5,0,0,80,2,v Afghanistan,Harare,26-Feb-17
SC Williams (ZIM),0,2,1,0,0,0,2,v Afghanistan,Harare,26-Feb-17
RP Burl (ZIM),11,13,13,1,0,84.61,2,v Afghanistan,Harare,26-Feb-17
MN Waller (ZIM),6,10,8,1,0,75,2,v Afghanistan,Harare,26-Feb-17
AG Cremer (ZIM),14*,21,14,0,0,100,2,v Afghanistan,Harare,26-Feb-17
TL Chatara (ZIM),0,2,2,0,0,0,2,v Afghanistan,Harare,26-Feb-17
CB Mpofu (ZIM),3,7,7,0,0,42.85,2,v Afghanistan,Harare,26-Feb-17
R Ngarava (ZIM),0,4,4,0,0,0,2,v Afghanistan,Harare,26-Feb-17
HM Amla (SA),40,54,38,6,1,105.26,1,v New Zealand,Hamilton,1-Mar-17
Q de Kock (SA),0,2,1,0,0,0,1,v New Zealand,Hamilton,1-Mar-17
F du Plessis (SA),67,133,97,4,0,69.07,1,v New Zealand,Hamilton,1-Mar-17
JP Duminy (SA),25,60,41,1,0,60.97,1,v New Zealand,Hamilton,1-Mar-17
AB de Villiers (SA),72*,104,59,4,3,122.03,1,v New Zealand,Hamilton,1-Mar-17
DA Miller (SA),1,4,4,0,0,25,1,v New Zealand,Hamilton,1-Mar-17
D Pretorius (SA),10,22,21,1,0,47.61,1,v New Zealand,Hamilton,1-Mar-17
CH Morris (SA),28,34,27,4,0,103.7,1,v New Zealand,Hamilton,1-Mar-17
WD Parnell (SA),29,22,12,2,2,241.66,1,v New Zealand,Hamilton,1-Mar-17
K Rabada (SA),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,1-Mar-17
Imran Tahir (SA),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,1-Mar-17
MJ Guptill (NZ),180*,198,138,15,11,130.43,2,v South Africa,Hamilton,1-Mar-17
DG Brownlie (NZ),4,10,10,1,0,40,2,v South Africa,Hamilton,1-Mar-17
KS Williamson (NZ),21,38,24,3,0,87.5,2,v South Africa,Hamilton,1-Mar-17
LRPL Taylor (NZ),66,140,97,7,1,68.04,2,v South Africa,Hamilton,1-Mar-17
L Ronchi (NZ),1*,10,1,0,0,100,2,v South Africa,Hamilton,1-Mar-17
MJ Santner (NZ),DNB,-,-,-,-,-,2,v South Africa,Hamilton,1-Mar-17
TA Boult (NZ),DNB,-,-,-,-,-,2,v South Africa,Hamilton,1-Mar-17
TG Southee (NZ),DNB,-,-,-,-,-,2,v South Africa,Hamilton,1-Mar-17
C de Grandhomme (NZ),DNB,-,-,-,-,-,2,v South Africa,Hamilton,1-Mar-17
JDS Neesham (NZ),DNB,-,-,-,-,-,2,v South Africa,Hamilton,1-Mar-17
JS Patel (NZ),DNB,-,-,-,-,-,2,v South Africa,Hamilton,1-Mar-17
WTS Porterfield (IRE),100,-,116,8,1,86.2,1,v U.A.E.,ICCA Dubai,2-Mar-17
PR Stirling (IRE),4,-,8,1,0,50,1,v U.A.E.,ICCA Dubai,2-Mar-17
A Balbirnie (IRE),4,-,6,1,0,66.66,1,v U.A.E.,ICCA Dubai,2-Mar-17
NJ O'Brien (IRE),34,-,58,3,0,58.62,1,v U.A.E.,ICCA Dubai,2-Mar-17
KJ O'Brien (IRE),69,-,53,7,1,130.18,1,v U.A.E.,ICCA Dubai,2-Mar-17
GC Wilson (IRE),33,-,34,0,1,97.05,1,v U.A.E.,ICCA Dubai,2-Mar-17
SR Thompson (IRE),5,-,11,0,0,45.45,1,v U.A.E.,ICCA Dubai,2-Mar-17
AR McBrine (IRE),0,-,1,0,0,0,1,v U.A.E.,ICCA Dubai,2-Mar-17
GH Dockrell (IRE),5,-,6,1,0,83.33,1,v U.A.E.,ICCA Dubai,2-Mar-17
CA Young (IRE),3*,-,4,0,0,75,1,v U.A.E.,ICCA Dubai,2-Mar-17
PKD Chase (IRE),0,-,1,0,0,0,1,v U.A.E.,ICCA Dubai,2-Mar-17
Rohan Mustafa (UAE),43,-,29,6,2,148.27,2,v Ireland,ICCA Dubai,2-Mar-17
Mohammad Naveed (UAE),14,-,8,2,1,175,2,v Ireland,ICCA Dubai,2-Mar-17
Adnan Mufti (UAE),21,-,51,0,0,41.17,2,v Ireland,ICCA Dubai,2-Mar-17
Shaiman Anwar (UAE),15,-,31,2,0,48.38,2,v Ireland,ICCA Dubai,2-Mar-17
Rameez Shahzad (UAE),6,-,8,1,0,75,2,v Ireland,ICCA Dubai,2-Mar-17
Muhammad Usman (UAE),1,-,5,0,0,20,2,v Ireland,ICCA Dubai,2-Mar-17
Ghulam Shabber (UAE),5,-,9,0,0,55.55,2,v Ireland,ICCA Dubai,2-Mar-17
Ahmed Raza (UAE),45,-,69,7,0,65.21,2,v Ireland,ICCA Dubai,2-Mar-17
Amjad Javed (UAE),23,-,20,3,1,115,2,v Ireland,ICCA Dubai,2-Mar-17
Zahoor Khan (UAE),0,-,20,0,0,0,2,v Ireland,ICCA Dubai,2-Mar-17
Imran Haider (UAE),0*,-,1,0,0,0,2,v Ireland,ICCA Dubai,2-Mar-17
JJ Roy (ENG),13,27,22,2,0,59.09,1,v West Indies,North Sound,3-Mar-17
SW Billings (ENG),52,96,56,7,0,92.85,1,v West Indies,North Sound,3-Mar-17
JE Root (ENG),4,9,5,0,0,80,1,v West Indies,North Sound,3-Mar-17
EJG Morgan (ENG),107,179,116,11,2,92.24,1,v West Indies,North Sound,3-Mar-17
JC Buttler (ENG),14,15,19,0,0,73.68,1,v West Indies,North Sound,3-Mar-17
BA Stokes (ENG),55,81,61,0,3,90.16,1,v West Indies,North Sound,3-Mar-17
MM Ali (ENG),31*,25,22,2,0,140.9,1,v West Indies,North Sound,3-Mar-17
CR Woakes (ENG),0*,2,0,0,0,-,1,v West Indies,North Sound,3-Mar-17
AU Rashid (ENG),DNB,-,-,-,-,-,1,v West Indies,North Sound,3-Mar-17
LE Plunkett (ENG),DNB,-,-,-,-,-,1,v West Indies,North Sound,3-Mar-17
ST Finn (ENG),DNB,-,-,-,-,-,1,v West Indies,North Sound,3-Mar-17
KC Brathwaite (WI),14,49,26,1,0,53.84,2,v England,North Sound,3-Mar-17
E Lewis (WI),21,37,33,2,0,63.63,2,v England,North Sound,3-Mar-17
KOA Powell (WI),1,6,5,0,0,20,2,v England,North Sound,3-Mar-17
SD Hope (WI),31,54,38,2,0,81.57,2,v England,North Sound,3-Mar-17
JN Mohammed (WI),72,122,91,7,0,79.12,2,v England,North Sound,3-Mar-17
JL Carter (WI),52,54,47,4,2,110.63,2,v England,North Sound,3-Mar-17
JO Holder (WI),4,12,7,0,0,57.14,2,v England,North Sound,3-Mar-17
CR Brathwaite (WI),12,19,12,1,0,100,2,v England,North Sound,3-Mar-17
AR Nurse (WI),21,21,15,0,2,140,2,v England,North Sound,3-Mar-17
D Bishoo (WI),12*,15,6,2,0,200,2,v England,North Sound,3-Mar-17
ST Gabriel (WI),0,6,4,0,0,0,2,v England,North Sound,3-Mar-17
MJ Guptill (NZ),4,17,16,1,0,25,1,v South Africa,Auckland,4-Mar-17
DG Brownlie (NZ),24,49,37,3,0,64.86,1,v South Africa,Auckland,4-Mar-17
KS Williamson (NZ),9,28,16,1,0,56.25,1,v South Africa,Auckland,4-Mar-17
LRPL Taylor (NZ),8,20,12,1,0,66.66,1,v South Africa,Auckland,4-Mar-17
L Ronchi (NZ),8,34,20,1,0,40,1,v South Africa,Auckland,4-Mar-17
JDS Neesham (NZ),24,33,24,4,1,100,1,v South Africa,Auckland,4-Mar-17
MJ Santner (NZ),24,63,50,3,0,48,1,v South Africa,Auckland,4-Mar-17
C de Grandhomme (NZ),32,78,48,1,1,66.66,1,v South Africa,Auckland,4-Mar-17
TG Southee (NZ),6,7,7,0,1,85.71,1,v South Africa,Auckland,4-Mar-17
JS Patel (NZ),0,7,5,0,0,0,1,v South Africa,Auckland,4-Mar-17
TA Boult (NZ),0*,15,12,0,0,0,1,v South Africa,Auckland,4-Mar-17
Q de Kock (SA),6,7,10,1,0,60,2,v New Zealand,Auckland,4-Mar-17
HM Amla (SA),8,47,28,1,0,28.57,2,v New Zealand,Auckland,4-Mar-17
F du Plessis (SA),51*,136,90,6,0,56.66,2,v New Zealand,Auckland,4-Mar-17
JP Duminy (SA),3,15,10,0,0,30,2,v New Zealand,Auckland,4-Mar-17
AB de Villiers (SA),23,34,21,2,2,109.52,2,v New Zealand,Auckland,4-Mar-17
DA Miller (SA),45*,45,35,6,2,128.57,2,v New Zealand,Auckland,4-Mar-17
K Rabada (SA),DNB,-,-,-,-,-,2,v New Zealand,Auckland,4-Mar-17
Imran Tahir (SA),DNB,-,-,-,-,-,2,v New Zealand,Auckland,4-Mar-17
CH Morris (SA),DNB,-,-,-,-,-,2,v New Zealand,Auckland,4-Mar-17
D Pretorius (SA),DNB,-,-,-,-,-,2,v New Zealand,Auckland,4-Mar-17
AL Phehlukwayo (SA),DNB,-,-,-,-,-,2,v New Zealand,Auckland,4-Mar-17
Rohan Mustafa (UAE),17,-,26,3,0,65.38,1,v Ireland,ICCA Dubai,4-Mar-17
Mohammad Naveed (UAE),4,-,7,1,0,57.14,1,v Ireland,ICCA Dubai,4-Mar-17
Ghulam Shabber (UAE),1,-,4,0,0,25,1,v Ireland,ICCA Dubai,4-Mar-17
Shaiman Anwar (UAE),48,-,65,5,0,73.84,1,v Ireland,ICCA Dubai,4-Mar-17
Rameez Shahzad (UAE),41,-,79,1,1,51.89,1,v Ireland,ICCA Dubai,4-Mar-17
Muhammad Usman (UAE),29,-,46,2,1,63.04,1,v Ireland,ICCA Dubai,4-Mar-17
Adnan Mufti (UAE),15,-,25,1,0,60,1,v Ireland,ICCA Dubai,4-Mar-17
Ahmed Raza (UAE),1,-,9,0,0,11.11,1,v Ireland,ICCA Dubai,4-Mar-17
Amjad Javed (UAE),1,-,5,0,0,20,1,v Ireland,ICCA Dubai,4-Mar-17
Imran Haider (UAE),6*,-,14,0,0,42.85,1,v Ireland,ICCA Dubai,4-Mar-17
Zahoor Khan (UAE),16,-,10,2,1,160,1,v Ireland,ICCA Dubai,4-Mar-17
WTS Porterfield (IRE),76,-,94,8,0,80.85,2,v U.A.E.,ICCA Dubai,4-Mar-17
PR Stirling (IRE),41,-,65,3,1,63.07,2,v U.A.E.,ICCA Dubai,4-Mar-17
A Balbirnie (IRE),58*,-,67,7,0,86.56,2,v U.A.E.,ICCA Dubai,4-Mar-17
NJ O'Brien (IRE),18*,-,25,1,0,72,2,v U.A.E.,ICCA Dubai,4-Mar-17
KJ O'Brien (IRE),DNB,-,-,-,-,-,2,v U.A.E.,ICCA Dubai,4-Mar-17
SR Thompson (IRE),DNB,-,-,-,-,-,2,v U.A.E.,ICCA Dubai,4-Mar-17
GH Dockrell (IRE),DNB,-,-,-,-,-,2,v U.A.E.,ICCA Dubai,4-Mar-17
GC Wilson (IRE),DNB,-,-,-,-,-,2,v U.A.E.,ICCA Dubai,4-Mar-17
AR McBrine (IRE),DNB,-,-,-,-,-,2,v U.A.E.,ICCA Dubai,4-Mar-17
CA Young (IRE),DNB,-,-,-,-,-,2,v U.A.E.,ICCA Dubai,4-Mar-17
J Mulder (IRE),DNB,-,-,-,-,-,2,v U.A.E.,ICCA Dubai,4-Mar-17
KC Brathwaite (WI),42,116,70,2,0,60,1,v England,North Sound,5-Mar-17
E Lewis (WI),8,12,9,2,0,88.88,1,v England,North Sound,5-Mar-17
KOA Powell (WI),9,16,13,2,0,69.23,1,v England,North Sound,5-Mar-17
SD Hope (WI),16,30,27,1,0,59.25,1,v England,North Sound,5-Mar-17
JN Mohammed (WI),50,89,73,2,2,68.49,1,v England,North Sound,5-Mar-17
JL Carter (WI),39,40,36,2,1,108.33,1,v England,North Sound,5-Mar-17
JO Holder (WI),15,33,22,0,0,68.18,1,v England,North Sound,5-Mar-17
CR Brathwaite (WI),23,36,24,2,0,95.83,1,v England,North Sound,5-Mar-17
AR Nurse (WI),13,15,10,2,0,130,1,v England,North Sound,5-Mar-17
D Bishoo (WI),0*,7,1,0,0,0,1,v England,North Sound,5-Mar-17
ST Gabriel (WI),1,3,2,0,0,50,1,v England,North Sound,5-Mar-17
JJ Roy (ENG),52,65,48,7,1,108.33,2,v West Indies,North Sound,5-Mar-17
SW Billings (ENG),0,2,1,0,0,0,2,v West Indies,North Sound,5-Mar-17
JE Root (ENG),90*,195,127,3,0,70.86,2,v West Indies,North Sound,5-Mar-17
EJG Morgan (ENG),7,22,14,0,0,50,2,v West Indies,North Sound,5-Mar-17
BA Stokes (ENG),1,6,5,0,0,20,2,v West Indies,North Sound,5-Mar-17
JC Buttler (ENG),0,7,7,0,0,0,2,v West Indies,North Sound,5-Mar-17
MM Ali (ENG),3,6,5,0,0,60,2,v West Indies,North Sound,5-Mar-17
CR Woakes (ENG),68*,92,83,5,2,81.92,2,v West Indies,North Sound,5-Mar-17
AU Rashid (ENG),DNB,-,-,-,-,-,2,v West Indies,North Sound,5-Mar-17
LE Plunkett (ENG),DNB,-,-,-,-,-,2,v West Indies,North Sound,5-Mar-17
ST Finn (ENG),DNB,-,-,-,-,-,2,v West Indies,North Sound,5-Mar-17
JJ Roy (ENG),17,-,19,2,0,89.47,1,v West Indies,Bridgetown,9-Mar-17
AD Hales (ENG),110,-,107,9,5,102.8,1,v West Indies,Bridgetown,9-Mar-17
JE Root (ENG),101,-,108,10,0,93.51,1,v West Indies,Bridgetown,9-Mar-17
JC Buttler (ENG),7,-,5,0,1,140,1,v West Indies,Bridgetown,9-Mar-17
EJG Morgan (ENG),11,-,13,0,1,84.61,1,v West Indies,Bridgetown,9-Mar-17
BA Stokes (ENG),34,-,20,4,1,170,1,v West Indies,Bridgetown,9-Mar-17
MM Ali (ENG),0,-,1,0,0,0,1,v West Indies,Bridgetown,9-Mar-17
CR Woakes (ENG),13,-,14,1,0,92.85,1,v West Indies,Bridgetown,9-Mar-17
LE Plunkett (ENG),11,-,9,0,1,122.22,1,v West Indies,Bridgetown,9-Mar-17
AU Rashid (ENG),9,-,3,0,1,300,1,v West Indies,Bridgetown,9-Mar-17
ST Finn (ENG),2*,-,2,0,0,100,1,v West Indies,Bridgetown,9-Mar-17
KOA Powell (WI),6,-,3,0,1,200,2,v England,Bridgetown,9-Mar-17
E Lewis (WI),0,-,3,0,0,0,2,v England,Bridgetown,9-Mar-17
KC Brathwaite (WI),5,-,12,0,0,41.66,2,v England,Bridgetown,9-Mar-17
SD Hope (WI),16,-,42,1,0,38.09,2,v England,Bridgetown,9-Mar-17
JN Mohammed (WI),10,-,26,2,0,38.46,2,v England,Bridgetown,9-Mar-17
JL Carter (WI),46,-,77,8,0,59.74,2,v England,Bridgetown,9-Mar-17
JO Holder (WI),0,-,1,0,0,0,2,v England,Bridgetown,9-Mar-17
CR Brathwaite (WI),7,-,23,0,0,30.43,2,v England,Bridgetown,9-Mar-17
AR Nurse (WI),6,-,9,1,0,66.66,2,v England,Bridgetown,9-Mar-17
D Bishoo (WI),10,-,27,1,0,37.03,2,v England,Bridgetown,9-Mar-17
AS Joseph (WI),22*,-,13,2,1,169.23,2,v England,Bridgetown,9-Mar-17
Mohammad Shahzad (AFG),43,-,41,7,1,104.87,1,v Ireland,Greater Noida,15-Mar-17
Noor Ali Zadran (AFG),51,-,71,3,0,71.83,1,v Ireland,Greater Noida,15-Mar-17
Rahmat Shah (AFG),78,-,92,4,3,84.78,1,v Ireland,Greater Noida,15-Mar-17
Asghar Afghan (AFG),10,-,15,1,0,66.66,1,v Ireland,Greater Noida,15-Mar-17
Hashmatullah Shahidi (AFG),32,-,32,4,0,100,1,v Ireland,Greater Noida,15-Mar-17
Samiullah Shinwari (AFG),30,-,22,2,2,136.36,1,v Ireland,Greater Noida,15-Mar-17
Mohammad Nabi (AFG),34*,-,19,3,1,178.94,1,v Ireland,Greater Noida,15-Mar-17
Gulbadin Naib (AFG),7,-,9,0,0,77.77,1,v Ireland,Greater Noida,15-Mar-17
Dawlat Zadran (AFG),0*,-,0,0,0,-,1,v Ireland,Greater Noida,15-Mar-17
Amir Hamza (AFG),DNB,-,-,-,-,-,1,v Ireland,Greater Noida,15-Mar-17
Rashid Khan (AFG),DNB,-,-,-,-,-,1,v Ireland,Greater Noida,15-Mar-17
EC Joyce (IRE),4,-,8,0,0,50,2,v Afghanistan,Greater Noida,15-Mar-17
PR Stirling (IRE),68,-,90,6,1,75.55,2,v Afghanistan,Greater Noida,15-Mar-17
WTS Porterfield (IRE),119,-,98,18,0,121.42,2,v Afghanistan,Greater Noida,15-Mar-17
NJ O'Brien (IRE),10,-,23,1,0,43.47,2,v Afghanistan,Greater Noida,15-Mar-17
KJ O'Brien (IRE),13,-,19,1,0,68.42,2,v Afghanistan,Greater Noida,15-Mar-17
GC Wilson (IRE),0,-,1,0,0,0,2,v Afghanistan,Greater Noida,15-Mar-17
SR Thompson (IRE),2,-,7,0,0,28.57,2,v Afghanistan,Greater Noida,15-Mar-17
GH Dockrell (IRE),12,-,14,1,0,85.71,2,v Afghanistan,Greater Noida,15-Mar-17
TJ Murtagh (IRE),2,-,5,0,0,40,2,v Afghanistan,Greater Noida,15-Mar-17
J Mulder (IRE),15*,-,11,2,0,136.36,2,v Afghanistan,Greater Noida,15-Mar-17
PKD Chase (IRE),8,-,8,1,0,100,2,v Afghanistan,Greater Noida,15-Mar-17
Mohammad Shahzad (AFG),63,56,43,12,0,146.51,1,v Ireland,Greater Noida,17-Mar-17
Noor Ali Zadran (AFG),25,62,46,3,0,54.34,1,v Ireland,Greater Noida,17-Mar-17
Rahmat Shah (AFG),68,73,70,5,2,97.14,1,v Ireland,Greater Noida,17-Mar-17
Asghar Afghan (AFG),101,126,90,6,6,112.22,1,v Ireland,Greater Noida,17-Mar-17
Samiullah Shinwari (AFG),14,34,18,0,0,77.77,1,v Ireland,Greater Noida,17-Mar-17
Mohammad Nabi (AFG),14,17,10,1,1,140,1,v Ireland,Greater Noida,17-Mar-17
Shafiqullah (AFG),35,22,17,4,2,205.88,1,v Ireland,Greater Noida,17-Mar-17
Gulbadin Naib (AFG),0,3,1,0,0,0,1,v Ireland,Greater Noida,17-Mar-17
Rashid Khan (AFG),6,9,4,1,0,150,1,v Ireland,Greater Noida,17-Mar-17
Dawlat Zadran (AFG),3,3,3,0,0,100,1,v Ireland,Greater Noida,17-Mar-17
