Player,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
Mohammad Naveed (UAE),8,0,68,0,8.5,1,v Scotland,Bulawayo,15-Mar-18
Zahoor Khan (UAE),7,0,62,1,8.85,1,v Scotland,Bulawayo,15-Mar-18
Ahmed Raza (UAE),10,0,47,0,4.7,1,v Scotland,Bulawayo,15-Mar-18
Rohan Mustafa (UAE),10,0,56,4,5.6,1,v Scotland,Bulawayo,15-Mar-18
Imran Haider (UAE),10,1,56,1,5.6,1,v Scotland,Bulawayo,15-Mar-18
Ashfaq Ahmed (UAE),4,0,21,0,5.25,1,v Scotland,Bulawayo,15-Mar-18
Shaiman Anwar (UAE),1,0,9,0,9,1,v Scotland,Bulawayo,15-Mar-18
Muhammad Usman (UAE),DNB,-,-,-,-,1,v Scotland,Bulawayo,15-Mar-18
Adnan Mufti (UAE),DNB,-,-,-,-,1,v Scotland,Bulawayo,15-Mar-18
Mohammad Boota (UAE),DNB,-,-,-,-,1,v Scotland,Bulawayo,15-Mar-18
Chirag Suri (UAE),DNB,-,-,-,-,1,v Scotland,Bulawayo,15-Mar-18
BTJ Wheal (SCOT),9,1,45,2,5,2,v U.A.E.,Bulawayo,15-Mar-18
SM Sharif (SCOT),8.4,0,36,2,4.15,2,v U.A.E.,Bulawayo,15-Mar-18
CB Sole (SCOT),8,1,68,4,8.5,2,v U.A.E.,Bulawayo,15-Mar-18
MRJ Watt (SCOT),10,0,52,1,5.2,2,v U.A.E.,Bulawayo,15-Mar-18
MA Leask (SCOT),9,0,28,0,3.11,2,v U.A.E.,Bulawayo,15-Mar-18
CS MacLeod (SCOT),3,0,14,0,4.66,2,v U.A.E.,Bulawayo,15-Mar-18
RD Berrington (SCOT),DNB,-,-,-,-,2,v U.A.E.,Bulawayo,15-Mar-18
HG Munsey (SCOT),DNB,-,-,-,-,2,v U.A.E.,Bulawayo,15-Mar-18
CD Wallace (SCOT),DNB,-,-,-,-,2,v U.A.E.,Bulawayo,15-Mar-18
MH Cross (SCOT),DNB,-,-,-,-,2,v U.A.E.,Bulawayo,15-Mar-18
KJ Coetzer (SCOT),DNB,-,-,-,-,2,v U.A.E.,Bulawayo,15-Mar-18
TJ Murtagh (IRE),10,2,36,3,3.6,1,v Zimbabwe,Harare,16-Mar-18
BJ McCarthy (IRE),10,0,59,1,5.9,1,v Zimbabwe,Harare,16-Mar-18
WB Rankin (IRE),10,1,35,1,3.5,1,v Zimbabwe,Harare,16-Mar-18
AR McBrine (IRE),10,0,42,2,4.2,1,v Zimbabwe,Harare,16-Mar-18
KJ O'Brien (IRE),8,1,22,1,2.75,1,v Zimbabwe,Harare,16-Mar-18
PR Stirling (IRE),2,0,12,0,6,1,v Zimbabwe,Harare,16-Mar-18
A Balbirnie (IRE),DNB,-,-,-,-,1,v Zimbabwe,Harare,16-Mar-18
GC Wilson (IRE),DNB,-,-,-,-,1,v Zimbabwe,Harare,16-Mar-18
NJ O'Brien (IRE),DNB,-,-,-,-,1,v Zimbabwe,Harare,16-Mar-18
WTS Porterfield (IRE),DNB,-,-,-,-,1,v Zimbabwe,Harare,16-Mar-18
EC Joyce (IRE),DNB,-,-,-,-,1,v Zimbabwe,Harare,16-Mar-18
KM Jarvis (ZIM),5,1,20,1,4,2,v Ireland,Harare,16-Mar-18
TS Chisoro (ZIM),7,1,22,3,3.14,2,v Ireland,Harare,16-Mar-18
B Muzarabani (ZIM),4,0,15,0,3.75,2,v Ireland,Harare,16-Mar-18
SC Williams (ZIM),6,1,17,1,2.83,2,v Ireland,Harare,16-Mar-18
AG Cremer (ZIM),8.2,1,18,3,2.16,2,v Ireland,Harare,16-Mar-18
Sikandar Raza (ZIM),4,0,11,1,2.75,2,v Ireland,Harare,16-Mar-18
CR Ervine (ZIM),DNB,-,-,-,-,2,v Ireland,Harare,16-Mar-18
C Zhuwao (ZIM),DNB,-,-,-,-,2,v Ireland,Harare,16-Mar-18
H Masakadza (ZIM),DNB,-,-,-,-,2,v Ireland,Harare,16-Mar-18
SF Mire (ZIM),DNB,-,-,-,-,2,v Ireland,Harare,16-Mar-18
BRM Taylor (ZIM),DNB,-,-,-,-,2,v Ireland,Harare,16-Mar-18
Nadeem Ahmed (HKG),10,1,41,2,4.1,1,v P.N.G.,Harare,17-Mar-18
Ehsan Nawaz (HKG),8,0,50,1,6.25,1,v P.N.G.,Harare,17-Mar-18
Tanwir Afzal (HKG),10,2,22,0,2.2,1,v P.N.G.,Harare,17-Mar-18
Tanveer Ahmed (HKG),7,0,33,1,4.71,1,v P.N.G.,Harare,17-Mar-18
Ehsan Khan (HKG),10,0,43,2,4.3,1,v P.N.G.,Harare,17-Mar-18
KD Shah (HKG),3.2,0,10,4,3,1,v P.N.G.,Harare,17-Mar-18
SS McKechnie (HKG),DNB,-,-,-,-,1,v P.N.G.,Harare,17-Mar-18
Nizakat Khan (HKG),DNB,-,-,-,-,1,v P.N.G.,Harare,17-Mar-18
Babar Hayat (HKG),DNB,-,-,-,-,1,v P.N.G.,Harare,17-Mar-18
Simandeep Singh (HKG),DNB,-,-,-,-,1,v P.N.G.,Harare,17-Mar-18
Anshuman Rath (HKG),DNB,-,-,-,-,1,v P.N.G.,Harare,17-Mar-18
A Vala (PNG),3,1,15,1,5,2,v Hong Kong,Harare,17-Mar-18
N Vanua (PNG),7.2,1,24,4,3.27,2,v Hong Kong,Harare,17-Mar-18
D Ravu (PNG),3,0,24,0,8,2,v Hong Kong,Harare,17-Mar-18
CA Soper (PNG),1,0,4,0,4,2,v Hong Kong,Harare,17-Mar-18
JB Reva (PNG),3,0,18,0,6,2,v Hong Kong,Harare,17-Mar-18
CJA Amini (PNG),10,0,27,4,2.7,2,v Hong Kong,Harare,17-Mar-18
MD Dai (PNG),4,1,15,0,3.75,2,v Hong Kong,Harare,17-Mar-18
J Kila (PNG),4,2,11,0,2.75,2,v Hong Kong,Harare,17-Mar-18
TP Ura (PNG),DNB,-,-,-,-,2,v Hong Kong,Harare,17-Mar-18
K Doriga (PNG),DNB,-,-,-,-,2,v Hong Kong,Harare,17-Mar-18
S Bau (PNG),DNB,-,-,-,-,2,v Hong Kong,Harare,17-Mar-18
BTJ Wheal (SCOT),10,1,43,3,4.3,1,v Ireland,Harare,18-Mar-18
SM Sharif (SCOT),10,0,52,2,5.2,1,v Ireland,Harare,18-Mar-18
CB Sole (SCOT),8,0,46,1,5.75,1,v Ireland,Harare,18-Mar-18
MRJ Watt (SCOT),10,0,60,1,6,1,v Ireland,Harare,18-Mar-18
MA Leask (SCOT),8,0,39,0,4.87,1,v Ireland,Harare,18-Mar-18
RD Berrington (SCOT),2,0,9,0,4.5,1,v Ireland,Harare,18-Mar-18
CS MacLeod (SCOT),2,0,18,0,9,1,v Ireland,Harare,18-Mar-18
HG Munsey (SCOT),DNB,-,-,-,-,1,v Ireland,Harare,18-Mar-18
CD Wallace (SCOT),DNB,-,-,-,-,1,v Ireland,Harare,18-Mar-18
MH Cross (SCOT),DNB,-,-,-,-,1,v Ireland,Harare,18-Mar-18
KJ Coetzer (SCOT),DNB,-,-,-,-,1,v Ireland,Harare,18-Mar-18
TJ Murtagh (IRE),9,3,51,2,5.66,2,v Scotland,Harare,18-Mar-18
BJ McCarthy (IRE),9,0,44,2,4.88,2,v Scotland,Harare,18-Mar-18
WB Rankin (IRE),9.4,0,63,4,6.51,2,v Scotland,Harare,18-Mar-18
KJ O'Brien (IRE),1,0,12,0,12,2,v Scotland,Harare,18-Mar-18
AR McBrine (IRE),9,0,40,0,4.44,2,v Scotland,Harare,18-Mar-18
Simi Singh (IRE),10,0,33,2,3.3,2,v Scotland,Harare,18-Mar-18
A Balbirnie (IRE),DNB,-,-,-,-,2,v Scotland,Harare,18-Mar-18
PR Stirling (IRE),DNB,-,-,-,-,2,v Scotland,Harare,18-Mar-18
GC Wilson (IRE),DNB,-,-,-,-,2,v Scotland,Harare,18-Mar-18
NJ O'Brien (IRE),DNB,-,-,-,-,2,v Scotland,Harare,18-Mar-18
WTS Porterfield (IRE),DNB,-,-,-,-,2,v Scotland,Harare,18-Mar-18
KAJ Roach (WI),10,0,55,3,5.5,1,v Zimbabwe,Harare,19-Mar-18
JO Holder (WI),10,0,35,4,3.5,1,v Zimbabwe,Harare,19-Mar-18
KMA Paul (WI),10,0,55,2,5.5,1,v Zimbabwe,Harare,19-Mar-18
D Bishoo (WI),10,0,73,0,7.3,1,v Zimbabwe,Harare,19-Mar-18
AR Nurse (WI),4,0,28,0,7,1,v Zimbabwe,Harare,19-Mar-18
R Powell (WI),4,0,26,0,6.5,1,v Zimbabwe,Harare,19-Mar-18
CH Gayle (WI),2,0,14,0,7,1,v Zimbabwe,Harare,19-Mar-18
SD Hope (WI),DNB,-,-,-,-,1,v Zimbabwe,Harare,19-Mar-18
MN Samuels (WI),DNB,-,-,-,-,1,v Zimbabwe,Harare,19-Mar-18
SO Hetmyer (WI),DNB,-,-,-,-,1,v Zimbabwe,Harare,19-Mar-18
E Lewis (WI),DNB,-,-,-,-,1,v Zimbabwe,Harare,19-Mar-18
KM Jarvis (ZIM),9,0,49,0,5.44,2,v West Indies,Harare,19-Mar-18
Sikandar Raza (ZIM),7,0,58,1,8.28,2,v West Indies,Harare,19-Mar-18
B Muzarabani (ZIM),9,0,36,2,4,2,v West Indies,Harare,19-Mar-18
AG Cremer (ZIM),10,0,63,2,6.3,2,v West Indies,Harare,19-Mar-18
TS Chisoro (ZIM),7,0,38,0,5.42,2,v West Indies,Harare,19-Mar-18
SC Williams (ZIM),7,0,45,1,6.42,2,v West Indies,Harare,19-Mar-18
CR Ervine (ZIM),DNB,-,-,-,-,2,v West Indies,Harare,19-Mar-18
C Zhuwao (ZIM),DNB,-,-,-,-,2,v West Indies,Harare,19-Mar-18
H Masakadza (ZIM),DNB,-,-,-,-,2,v West Indies,Harare,19-Mar-18
SF Mire (ZIM),DNB,-,-,-,-,2,v West Indies,Harare,19-Mar-18
BRM Taylor (ZIM),DNB,-,-,-,-,2,v West Indies,Harare,19-Mar-18
Dawlat Zadran (AFG),8,1,45,3,5.62,1,v U.A.E.,Harare,20-Mar-18
Mujeeb Ur Rahman (AFG),9,2,26,1,2.88,1,v U.A.E.,Harare,20-Mar-18
Gulbadin Naib (AFG),4,0,10,0,2.5,1,v U.A.E.,Harare,20-Mar-18
Sharafuddin Ashraf (AFG),5,0,21,0,4.2,1,v U.A.E.,Harare,20-Mar-18
Mohammad Nabi (AFG),8,0,33,1,4.12,1,v U.A.E.,Harare,20-Mar-18
Rashid Khan (AFG),9,0,41,5,4.55,1,v U.A.E.,Harare,20-Mar-18
Najibullah Zadran (AFG),DNB,-,-,-,-,1,v U.A.E.,Harare,20-Mar-18
Rahmat Shah (AFG),DNB,-,-,-,-,1,v U.A.E.,Harare,20-Mar-18
Mohammad Shahzad (AFG),DNB,-,-,-,-,1,v U.A.E.,Harare,20-Mar-18
Samiullah Shinwari (AFG),DNB,-,-,-,-,1,v U.A.E.,Harare,20-Mar-18
Asghar Afghan (AFG),DNB,-,-,-,-,1,v U.A.E.,Harare,20-Mar-18
Mohammad Naveed (UAE),8,0,37,2,4.62,2,v Afghanistan,Harare,20-Mar-18
Qadeer Ahmed (UAE),8,0,38,2,4.75,2,v Afghanistan,Harare,20-Mar-18
Ahmed Raza (UAE),5,0,31,1,6.2,2,v Afghanistan,Harare,20-Mar-18
Rohan Mustafa (UAE),8.3,0,41,0,4.82,2,v Afghanistan,Harare,20-Mar-18
Imran Haider (UAE),5,1,27,0,5.4,2,v Afghanistan,Harare,20-Mar-18
Mohammad Boota (UAE),DNB,-,-,-,-,2,v Afghanistan,Harare,20-Mar-18
Ghulam Shabber (UAE),DNB,-,-,-,-,2,v Afghanistan,Harare,20-Mar-18
Chirag Suri (UAE),DNB,-,-,-,-,2,v Afghanistan,Harare,20-Mar-18
Adnan Mufti (UAE),DNB,-,-,-,-,2,v Afghanistan,Harare,20-Mar-18
Muhammad Usman (UAE),DNB,-,-,-,-,2,v Afghanistan,Harare,20-Mar-18
Shaiman Anwar (UAE),DNB,-,-,-,-,2,v Afghanistan,Harare,20-Mar-18
SM Sharif (SCOT),9,1,27,3,3,1,v West Indies,Harare,21-Mar-18
BTJ Wheal (SCOT),9.4,0,34,3,3.51,1,v West Indies,Harare,21-Mar-18
AC Evans (SCOT),10,0,58,1,5.8,1,v West Indies,Harare,21-Mar-18
TB Sole (SCOT),7,0,28,0,4,1,v West Indies,Harare,21-Mar-18
MA Leask (SCOT),10,0,36,2,3.6,1,v West Indies,Harare,21-Mar-18
RD Berrington (SCOT),3,0,12,1,4,1,v West Indies,Harare,21-Mar-18
KJ Coetzer (SCOT),DNB,-,-,-,-,1,v West Indies,Harare,21-Mar-18
MA Jones (SCOT),DNB,-,-,-,-,1,v West Indies,Harare,21-Mar-18
HG Munsey (SCOT),DNB,-,-,-,-,1,v West Indies,Harare,21-Mar-18
CS MacLeod (SCOT),DNB,-,-,-,-,1,v West Indies,Harare,21-Mar-18
MH Cross (SCOT),DNB,-,-,-,-,1,v West Indies,Harare,21-Mar-18
KAJ Roach (WI),7,2,20,2,2.85,2,v Scotland,Harare,21-Mar-18
JO Holder (WI),7,0,31,1,4.42,2,v Scotland,Harare,21-Mar-18
KMA Paul (WI),5,0,12,0,2.4,2,v Scotland,Harare,21-Mar-18
CR Brathwaite (WI),7,2,27,0,3.85,2,v Scotland,Harare,21-Mar-18
AR Nurse (WI),9.2,0,35,2,3.75,2,v Scotland,Harare,21-Mar-18
SO Hetmyer (WI),DNB,-,-,-,-,2,v Scotland,Harare,21-Mar-18
E Lewis (WI),DNB,-,-,-,-,2,v Scotland,Harare,21-Mar-18
CH Gayle (WI),DNB,-,-,-,-,2,v Scotland,Harare,21-Mar-18
R Powell (WI),DNB,-,-,-,-,2,v Scotland,Harare,21-Mar-18
SD Hope (WI),DNB,-,-,-,-,2,v Scotland,Harare,21-Mar-18
MN Samuels (WI),DNB,-,-,-,-,2,v Scotland,Harare,21-Mar-18
KM Jarvis (ZIM),8,2,38,0,4.75,1,v U.A.E.,Harare,22-Mar-18
TL Chatara (ZIM),7,0,49,2,7,1,v U.A.E.,Harare,22-Mar-18
B Muzarabani (ZIM),7.5,1,40,1,5.1,1,v U.A.E.,Harare,22-Mar-18
Sikandar Raza (ZIM),10,0,41,3,4.1,1,v U.A.E.,Harare,22-Mar-18
AG Cremer (ZIM),10,1,34,0,3.4,1,v U.A.E.,Harare,22-Mar-18
SC Williams (ZIM),5,0,29,1,5.8,1,v U.A.E.,Harare,22-Mar-18
PJ Moor (ZIM),DNB,-,-,-,-,1,v U.A.E.,Harare,22-Mar-18
SF Mire (ZIM),DNB,-,-,-,-,1,v U.A.E.,Harare,22-Mar-18
CR Ervine (ZIM),DNB,-,-,-,-,1,v U.A.E.,Harare,22-Mar-18
H Masakadza (ZIM),DNB,-,-,-,-,1,v U.A.E.,Harare,22-Mar-18
BRM Taylor (ZIM),DNB,-,-,-,-,1,v U.A.E.,Harare,22-Mar-18
Mohammad Naveed (UAE),8,0,40,3,5,2,v Zimbabwe,Harare,22-Mar-18
Qadeer Ahmed (UAE),8,0,38,1,4.75,2,v Zimbabwe,Harare,22-Mar-18
Amir Hayat (UAE),8,0,47,0,5.87,2,v Zimbabwe,Harare,22-Mar-18
Ahmed Raza (UAE),8,0,37,1,4.62,2,v Zimbabwe,Harare,22-Mar-18
Rohan Mustafa (UAE),8,0,56,2,7,2,v Zimbabwe,Harare,22-Mar-18
Adnan Mufti (UAE),DNB,-,-,-,-,2,v Zimbabwe,Harare,22-Mar-18
Ashfaq Ahmed (UAE),DNB,-,-,-,-,2,v Zimbabwe,Harare,22-Mar-18
Ghulam Shabber (UAE),DNB,-,-,-,-,2,v Zimbabwe,Harare,22-Mar-18
Rameez Shahzad (UAE),DNB,-,-,-,-,2,v Zimbabwe,Harare,22-Mar-18
Muhammad Usman (UAE),DNB,-,-,-,-,2,v Zimbabwe,Harare,22-Mar-18
Shaiman Anwar (UAE),DNB,-,-,-,-,2,v Zimbabwe,Harare,22-Mar-18
Dawlat Zadran (AFG),10,0,54,2,5.4,1,v Ireland,Harare,23-Mar-18
Mujeeb Ur Rahman (AFG),10,0,31,0,3.1,1,v Ireland,Harare,23-Mar-18
Gulbadin Naib (AFG),5,0,15,0,3,1,v Ireland,Harare,23-Mar-18
Mohammad Nabi (AFG),9,0,48,1,5.33,1,v Ireland,Harare,23-Mar-18
Sharafuddin Ashraf (AFG),6,1,18,0,3,1,v Ireland,Harare,23-Mar-18
Rashid Khan (AFG),10,0,40,3,4,1,v Ireland,Harare,23-Mar-18
Rahmat Shah (AFG),DNB,-,-,-,-,1,v Ireland,Harare,23-Mar-18
Mohammad Shahzad (AFG),DNB,-,-,-,-,1,v Ireland,Harare,23-Mar-18
Samiullah Shinwari (AFG),DNB,-,-,-,-,1,v Ireland,Harare,23-Mar-18
Asghar Afghan (AFG),DNB,-,-,-,-,1,v Ireland,Harare,23-Mar-18
Najibullah Zadran (AFG),DNB,-,-,-,-,1,v Ireland,Harare,23-Mar-18
BJ McCarthy (IRE),9.1,0,57,1,6.21,2,v Afghanistan,Harare,23-Mar-18
TJ Murtagh (IRE),10,0,46,0,4.6,2,v Afghanistan,Harare,23-Mar-18
WB Rankin (IRE),10,0,41,1,4.1,2,v Afghanistan,Harare,23-Mar-18
AR McBrine (IRE),10,1,38,0,3.8,2,v Afghanistan,Harare,23-Mar-18
Simi Singh (IRE),10,2,30,3,3,2,v Afghanistan,Harare,23-Mar-18
A Balbirnie (IRE),DNB,-,-,-,-,2,v Afghanistan,Harare,23-Mar-18
KJ O'Brien (IRE),DNB,-,-,-,-,2,v Afghanistan,Harare,23-Mar-18
PR Stirling (IRE),DNB,-,-,-,-,2,v Afghanistan,Harare,23-Mar-18
GC Wilson (IRE),DNB,-,-,-,-,2,v Afghanistan,Harare,23-Mar-18
NJ O'Brien (IRE),DNB,-,-,-,-,2,v Afghanistan,Harare,23-Mar-18
WTS Porterfield (IRE),DNB,-,-,-,-,2,v Afghanistan,Harare,23-Mar-18
Dawlat Zadran (AFG),7,0,26,1,3.71,1,v West Indies,Harare,25-Mar-18
Mujeeb Ur Rahman (AFG),9.5,0,43,4,4.37,1,v West Indies,Harare,25-Mar-18
Gulbadin Naib (AFG),5,0,28,2,5.6,1,v West Indies,Harare,25-Mar-18
Mohammad Nabi (AFG),9,1,37,0,4.11,1,v West Indies,Harare,25-Mar-18
Sharafuddin Ashraf (AFG),7,0,26,1,3.71,1,v West Indies,Harare,25-Mar-18
Rashid Khan (AFG),9,0,42,1,4.66,1,v West Indies,Harare,25-Mar-18
Samiullah Shinwari (AFG),DNB,-,-,-,-,1,v West Indies,Harare,25-Mar-18
Asghar Afghan (AFG),DNB,-,-,-,-,1,v West Indies,Harare,25-Mar-18
Najibullah Zadran (AFG),DNB,-,-,-,-,1,v West Indies,Harare,25-Mar-18
Rahmat Shah (AFG),DNB,-,-,-,-,1,v West Indies,Harare,25-Mar-18
Mohammad Shahzad (AFG),DNB,-,-,-,-,1,v West Indies,Harare,25-Mar-18
KAJ Roach (WI),5,0,24,0,4.8,2,v Afghanistan,Harare,25-Mar-18
JO Holder (WI),6,0,45,0,7.5,2,v Afghanistan,Harare,25-Mar-18
CR Brathwaite (WI),6,0,37,0,6.16,2,v Afghanistan,Harare,25-Mar-18
KMA Paul (WI),8,0,29,1,3.62,2,v Afghanistan,Harare,25-Mar-18
AR Nurse (WI),10,2,31,0,3.1,2,v Afghanistan,Harare,25-Mar-18
CH Gayle (WI),5.4,0,38,2,6.7,2,v Afghanistan,Harare,25-Mar-18
R Powell (WI),DNB,-,-,-,-,2,v Afghanistan,Harare,25-Mar-18
SD Hope (WI),DNB,-,-,-,-,2,v Afghanistan,Harare,25-Mar-18
MN Samuels (WI),DNB,-,-,-,-,2,v Afghanistan,Harare,25-Mar-18
SO Hetmyer (WI),DNB,-,-,-,-,2,v Afghanistan,Harare,25-Mar-18
E Lewis (WI),DNB,-,-,-,-,2,v Afghanistan,Harare,25-Mar-18
MA Wood (ENG),10,0,71,1,7.1,1,v Scotland,Edinburgh,10-Jun-18
DJ Willey (ENG),10,0,72,0,7.2,1,v Scotland,Edinburgh,10-Jun-18
AU Rashid (ENG),10,0,72,2,7.2,1,v Scotland,Edinburgh,10-Jun-18
LE Plunkett (ENG),10,0,85,2,8.5,1,v Scotland,Edinburgh,10-Jun-18
MM Ali (ENG),10,0,66,0,6.6,1,v Scotland,Edinburgh,10-Jun-18
SW Billings (ENG),DNB,-,-,-,-,1,v Scotland,Edinburgh,10-Jun-18
JJ Roy (ENG),DNB,-,-,-,-,1,v Scotland,Edinburgh,10-Jun-18
AD Hales (ENG),DNB,-,-,-,-,1,v Scotland,Edinburgh,10-Jun-18
JE Root (ENG),DNB,-,-,-,-,1,v Scotland,Edinburgh,10-Jun-18
JM Bairstow (ENG),DNB,-,-,-,-,1,v Scotland,Edinburgh,10-Jun-18
EJG Morgan (ENG),DNB,-,-,-,-,1,v Scotland,Edinburgh,10-Jun-18
SM Sharif (SCOT),9.5,0,71,1,7.22,2,v England,Edinburgh,10-Jun-18
CB Sole (SCOT),8,0,72,0,9,2,v England,Edinburgh,10-Jun-18
MRJ Watt (SCOT),10,0,55,3,5.5,2,v England,Edinburgh,10-Jun-18
MA Leask (SCOT),4,0,50,0,12.5,2,v England,Edinburgh,10-Jun-18
AC Evans (SCOT),8,1,50,2,6.25,2,v England,Edinburgh,10-Jun-18
RD Berrington (SCOT),9,0,67,2,7.44,2,v England,Edinburgh,10-Jun-18
HG Munsey (SCOT),DNB,-,-,-,-,2,v England,Edinburgh,10-Jun-18
CS MacLeod (SCOT),DNB,-,-,-,-,2,v England,Edinburgh,10-Jun-18
MH Cross (SCOT),DNB,-,-,-,-,2,v England,Edinburgh,10-Jun-18
KJ Coetzer (SCOT),DNB,-,-,-,-,2,v England,Edinburgh,10-Jun-18
DE Budge (SCOT),DNB,-,-,-,-,2,v England,Edinburgh,10-Jun-18
MA Wood (ENG),8,1,32,1,4,1,v Australia,The Oval,13-Jun-18
DJ Willey (ENG),8,0,41,1,5.12,1,v Australia,The Oval,13-Jun-18
MM Ali (ENG),10,1,43,3,4.3,1,v Australia,The Oval,13-Jun-18
AU Rashid (ENG),10,0,36,2,3.6,1,v Australia,The Oval,13-Jun-18
JE Root (ENG),3,0,20,0,6.66,1,v Australia,The Oval,13-Jun-18
LE Plunkett (ENG),8,0,42,3,5.25,1,v Australia,The Oval,13-Jun-18
AD Hales (ENG),DNB,-,-,-,-,1,v Australia,The Oval,13-Jun-18
JM Bairstow (ENG),DNB,-,-,-,-,1,v Australia,The Oval,13-Jun-18
EJG Morgan (ENG),DNB,-,-,-,-,1,v Australia,The Oval,13-Jun-18
JC Buttler (ENG),DNB,-,-,-,-,1,v Australia,The Oval,13-Jun-18
JJ Roy (ENG),DNB,-,-,-,-,1,v Australia,The Oval,13-Jun-18
B Stanlake (AUS),10,1,44,2,4.4,2,v England,The Oval,13-Jun-18
MG Neser (AUS),8,1,46,2,5.75,2,v England,The Oval,13-Jun-18
KW Richardson (AUS),9,1,49,1,5.44,2,v England,The Oval,13-Jun-18
AJ Tye (AUS),10,1,42,2,4.2,2,v England,The Oval,13-Jun-18
AC Agar (AUS),5,0,28,0,5.6,2,v England,The Oval,13-Jun-18
GJ Maxwell (AUS),2,0,9,0,4.5,2,v England,The Oval,13-Jun-18
AJ Finch (AUS),DNB,-,-,-,-,2,v England,The Oval,13-Jun-18
TM Head (AUS),DNB,-,-,-,-,2,v England,The Oval,13-Jun-18
SE Marsh (AUS),DNB,-,-,-,-,2,v England,The Oval,13-Jun-18
MP Stoinis (AUS),DNB,-,-,-,-,2,v England,The Oval,13-Jun-18
TD Paine (AUS),DNB,-,-,-,-,2,v England,The Oval,13-Jun-18
JA Richardson (AUS),10,0,64,2,6.4,1,v England,Cardiff,16-Jun-18
KW Richardson (AUS),8,0,56,2,7,1,v England,Cardiff,16-Jun-18
AC Agar (AUS),9,0,52,0,5.77,1,v England,Cardiff,16-Jun-18
MP Stoinis (AUS),10,0,60,1,6,1,v England,Cardiff,16-Jun-18
AJ Tye (AUS),9,0,81,2,9,1,v England,Cardiff,16-Jun-18
DJM Short (AUS),4,0,24,0,6,1,v England,Cardiff,16-Jun-18
TM Head (AUS),DNB,-,-,-,-,1,v England,Cardiff,16-Jun-18
GJ Maxwell (AUS),DNB,-,-,-,-,1,v England,Cardiff,16-Jun-18
SE Marsh (AUS),DNB,-,-,-,-,1,v England,Cardiff,16-Jun-18
TD Paine (AUS),DNB,-,-,-,-,1,v England,Cardiff,16-Jun-18
AJ Finch (AUS),DNB,-,-,-,-,1,v England,Cardiff,16-Jun-18
DJ Willey (ENG),7,0,40,0,5.71,2,v Australia,Cardiff,16-Jun-18
MA Wood (ENG),9,1,57,1,6.33,2,v Australia,Cardiff,16-Jun-18
LE Plunkett (ENG),9.1,1,53,4,5.78,2,v Australia,Cardiff,16-Jun-18
MM Ali (ENG),10,0,47,2,4.7,2,v Australia,Cardiff,16-Jun-18
JE Root (ENG),4,0,24,0,6,2,v Australia,Cardiff,16-Jun-18
AU Rashid (ENG),8,0,70,3,8.75,2,v Australia,Cardiff,16-Jun-18
JM Bairstow (ENG),DNB,-,-,-,-,2,v Australia,Cardiff,16-Jun-18
SW Billings (ENG),DNB,-,-,-,-,2,v Australia,Cardiff,16-Jun-18
JC Buttler (ENG),DNB,-,-,-,-,2,v Australia,Cardiff,16-Jun-18
JJ Roy (ENG),DNB,-,-,-,-,2,v Australia,Cardiff,16-Jun-18
AD Hales (ENG),DNB,-,-,-,-,2,v Australia,Cardiff,16-Jun-18
B Stanlake (AUS),8,0,74,0,9.25,1,v England,Nottingham,19-Jun-18
JA Richardson (AUS),10,1,92,3,9.2,1,v England,Nottingham,19-Jun-18
AC Agar (AUS),10,0,70,1,7,1,v England,Nottingham,19-Jun-18
AJ Tye (AUS),9,0,100,0,11.11,1,v England,Nottingham,19-Jun-18
GJ Maxwell (AUS),2,0,21,0,10.5,1,v England,Nottingham,19-Jun-18
MP Stoinis (AUS),8,0,85,0,10.62,1,v England,Nottingham,19-Jun-18
AJ Finch (AUS),1,0,7,0,7,1,v England,Nottingham,19-Jun-18
DJM Short (AUS),2,0,23,0,11.5,1,v England,Nottingham,19-Jun-18
SE Marsh (AUS),DNB,-,-,-,-,1,v England,Nottingham,19-Jun-18
TD Paine (AUS),DNB,-,-,-,-,1,v England,Nottingham,19-Jun-18
TM Head (AUS),DNB,-,-,-,-,1,v England,Nottingham,19-Jun-18
MA Wood (ENG),7,0,38,0,5.42,2,v Australia,Nottingham,19-Jun-18
DJ Willey (ENG),7,0,56,2,8,2,v Australia,Nottingham,19-Jun-18
JE Root (ENG),2,0,19,0,9.5,2,v Australia,Nottingham,19-Jun-18
MM Ali (ENG),5,0,28,3,5.6,2,v Australia,Nottingham,19-Jun-18
LE Plunkett (ENG),6,0,41,0,6.83,2,v Australia,Nottingham,19-Jun-18
AU Rashid (ENG),10,0,47,4,4.7,2,v Australia,Nottingham,19-Jun-18
JM Bairstow (ENG),DNB,-,-,-,-,2,v Australia,Nottingham,19-Jun-18
EJG Morgan (ENG),DNB,-,-,-,-,2,v Australia,Nottingham,19-Jun-18
JC Buttler (ENG),DNB,-,-,-,-,2,v Australia,Nottingham,19-Jun-18
JJ Roy (ENG),DNB,-,-,-,-,2,v Australia,Nottingham,19-Jun-18
