,Player_Name,Country,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
13461,Q de Kock ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,26 Jul 2013
13462,AB de Villiers ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,26 Jul 2013
13463,AN Petersen ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,26 Jul 2013
13464,R Vinay Kumar ,INDIA,7.0,0,32,1,4.57,1,v Zimbabwe,Harare,28 Jul 2013
13465,Mohammed Shami ,INDIA,9.0,0,25,2,2.77,1,v Zimbabwe,Harare,28 Jul 2013
13466,JD Unadkat ,INDIA,7.0,0,24,1,3.42,1,v Zimbabwe,Harare,28 Jul 2013
13467,V Kohli ,INDIA,1.0,0,7,0,7.00,1,v Zimbabwe,Harare,28 Jul 2013
13468,RA Jadeja ,INDIA,10.0,2,39,1,3.90,1,v Zimbabwe,Harare,28 Jul 2013
13469,SK Raina ,INDIA,2.0,0,4,0,2.00,1,v Zimbabwe,Harare,28 Jul 2013
13470,A Mishra ,INDIA,10.0,0,47,4,4.70,1,v Zimbabwe,Harare,28 Jul 2013
13471,RG Sharma ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Harare,28 Jul 2013
13472,KD Karthik ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Harare,28 Jul 2013
13473,AT Rayudu ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Harare,28 Jul 2013
13474,S Dhawan ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Harare,28 Jul 2013
13475,BV Vitori ,ZIM,8.0,0,53,1,6.62,2,v India,Harare,28 Jul 2013
13476,MT Chinouya ,ZIM,7.0,0,36,1,5.14,2,v India,Harare,28 Jul 2013
13477,TL Chatara ,ZIM,7.3,1,34,1,4.53,2,v India,Harare,28 Jul 2013
13478,P Utseya ,ZIM,10.0,0,41,0,4.10,2,v India,Harare,28 Jul 2013
13479,E Chigumbura ,ZIM,3.0,0,21,0,7.00,2,v India,Harare,28 Jul 2013
13480,MN Waller ,ZIM,DNB,-,-,-,-,2,v India,Harare,28 Jul 2013
13481,V Sibanda ,ZIM,DNB,-,-,-,-,2,v India,Harare,28 Jul 2013
13482,SC Williams ,ZIM,DNB,-,-,-,-,2,v India,Harare,28 Jul 2013
13483,Sikandar Raza ,ZIM,DNB,-,-,-,-,2,v India,Harare,28 Jul 2013
13484,BRM Taylor ,ZIM,DNB,-,-,-,-,2,v India,Harare,28 Jul 2013
13485,H Masakadza ,ZIM,DNB,-,-,-,-,2,v India,Harare,28 Jul 2013
13486,SL Malinga ,SL,9.0,0,52,3,5.77,1,v South Africa,Pallekele,28 Jul 2013
13487,AD Mathews ,SL,7.0,1,31,0,4.42,1,v South Africa,Pallekele,28 Jul 2013
13488,BAW Mendis ,SL,9.4,0,51,4,5.27,1,v South Africa,Pallekele,28 Jul 2013
13489,NLTC Perera ,SL,3.0,0,22,0,7.33,1,v South Africa,Pallekele,28 Jul 2013
13490,HMRKB Herath ,SL,10.0,0,38,1,3.80,1,v South Africa,Pallekele,28 Jul 2013
13491,TM Dilshan ,SL,10.0,0,40,2,4.00,1,v South Africa,Pallekele,28 Jul 2013
13492,LD Chandimal ,SL,DNB,-,-,-,-,1,v South Africa,Pallekele,28 Jul 2013
13493,KC Sangakkara ,SL,DNB,-,-,-,-,1,v South Africa,Pallekele,28 Jul 2013
13494,DPMD Jayawardene ,SL,DNB,-,-,-,-,1,v South Africa,Pallekele,28 Jul 2013
13495,HDRL Thirimanne ,SL,DNB,-,-,-,-,1,v South Africa,Pallekele,28 Jul 2013
13496,WU Tharanga ,SL,DNB,-,-,-,-,1,v South Africa,Pallekele,28 Jul 2013
13497,M Morkel ,SA,10.0,1,62,1,6.20,2,v Sri Lanka,Pallekele,28 Jul 2013
13498,LL Tsotsobe ,SA,7.0,0,48,1,6.85,2,v Sri Lanka,Pallekele,28 Jul 2013
13499,RK Kleinveldt ,SA,8.0,0,33,0,4.12,2,v Sri Lanka,Pallekele,28 Jul 2013
13500,RJ Peterson ,SA,8.0,0,46,0,5.75,2,v Sri Lanka,Pallekele,28 Jul 2013
13501,JP Duminy ,SA,10.0,1,34,0,3.40,2,v Sri Lanka,Pallekele,28 Jul 2013
13502,F Behardien ,SA,1.0,0,14,0,14.00,2,v Sri Lanka,Pallekele,28 Jul 2013
13503,DA Miller ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,28 Jul 2013
13504,Q de Kock ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,28 Jul 2013
13505,AB de Villiers ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,28 Jul 2013
13506,HM Amla ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,28 Jul 2013
13507,F du Plessis ,SA,DNB,-,-,-,-,2,v Sri Lanka,Pallekele,28 Jul 2013
13508,M Morkel ,SA,10.0,0,78,1,7.80,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13509,LL Tsotsobe ,SA,10.0,2,52,1,5.20,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13510,R McLaren ,SA,10.0,0,47,1,4.70,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13511,F Behardien ,SA,4.0,0,28,0,7.00,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13512,JP Duminy ,SA,7.0,0,46,0,6.57,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13513,AM Phangiso ,SA,9.0,0,48,1,5.33,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13514,AB de Villiers ,SA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13515,HM Amla ,SA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13516,Q de Kock ,SA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13517,F du Plessis ,SA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13518,DA Miller ,SA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),31 Jul 2013
13519,RAS Lakmal ,SL,5.5,0,22,3,3.77,2,v South Africa,Colombo (RPS),31 Jul 2013
13520,AD Mathews ,SL,4.0,0,32,0,8.00,2,v South Africa,Colombo (RPS),31 Jul 2013
13521,SMSM Senanayake ,SL,10.0,2,29,2,2.90,2,v South Africa,Colombo (RPS),31 Jul 2013
13522,TM Dilshan ,SL,10.0,0,41,1,4.10,2,v South Africa,Colombo (RPS),31 Jul 2013
13523,NLTC Perera ,SL,5.0,1,17,1,3.40,2,v South Africa,Colombo (RPS),31 Jul 2013
13524,BAW Mendis ,SL,9.0,2,36,3,4.00,2,v South Africa,Colombo (RPS),31 Jul 2013
13525,MDKJ Perera ,SL,DNB,-,-,-,-,2,v South Africa,Colombo (RPS),31 Jul 2013
13526,HDRL Thirimanne ,SL,DNB,-,-,-,-,2,v South Africa,Colombo (RPS),31 Jul 2013
13527,LD Chandimal ,SL,DNB,-,-,-,-,2,v South Africa,Colombo (RPS),31 Jul 2013
13528,KC Sangakkara ,SL,DNB,-,-,-,-,2,v South Africa,Colombo (RPS),31 Jul 2013
13529,AK Perera ,SL,DNB,-,-,-,-,2,v South Africa,Colombo (RPS),31 Jul 2013
13530,MM Sharma ,INDIA,10.0,3,26,2,2.60,1,v Zimbabwe,Bulawayo,1 Aug 2013
13531,Mohammed Shami ,INDIA,8.0,1,34,1,4.25,1,v Zimbabwe,Bulawayo,1 Aug 2013
13532,JD Unadkat ,INDIA,7.0,0,27,1,3.85,1,v Zimbabwe,Bulawayo,1 Aug 2013
13533,RA Jadeja ,INDIA,9.0,1,28,2,3.11,1,v Zimbabwe,Bulawayo,1 Aug 2013
13534,A Mishra ,INDIA,8.4,0,25,3,2.88,1,v Zimbabwe,Bulawayo,1 Aug 2013
13535,V Kohli ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,1 Aug 2013
13536,CA Pujara ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,1 Aug 2013
13537,AT Rayudu ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,1 Aug 2013
13538,RG Sharma ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,1 Aug 2013
13539,SK Raina ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,1 Aug 2013
13540,KD Karthik ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,1 Aug 2013
13541,BV Vitori ,ZIM,5.5,1,21,0,3.60,2,v India,Bulawayo,1 Aug 2013
13542,MT Chinouya ,ZIM,4.0,0,14,0,3.50,2,v India,Bulawayo,1 Aug 2013
13543,TL Chatara ,ZIM,5.0,1,31,1,6.20,2,v India,Bulawayo,1 Aug 2013
13544,P Utseya ,ZIM,9.0,0,42,0,4.66,2,v India,Bulawayo,1 Aug 2013
13545,E Chigumbura ,ZIM,2.0,0,12,0,6.00,2,v India,Bulawayo,1 Aug 2013
13546,SC Williams ,ZIM,4.0,0,21,0,5.25,2,v India,Bulawayo,1 Aug 2013
13547,MN Waller ,ZIM,1.0,0,3,0,3.00,2,v India,Bulawayo,1 Aug 2013
13548,Sikandar Raza ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,1 Aug 2013
13549,BRM Taylor ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,1 Aug 2013
13550,H Masakadza ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,1 Aug 2013
13551,V Sibanda ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,1 Aug 2013
13552,MM Sharma ,INDIA,6.0,0,25,1,4.16,1,v Zimbabwe,Bulawayo,3 Aug 2013
13553,JD Unadkat ,INDIA,6.0,1,8,1,1.33,1,v Zimbabwe,Bulawayo,3 Aug 2013
13554,RA Jadeja ,INDIA,10.0,0,42,1,4.20,1,v Zimbabwe,Bulawayo,3 Aug 2013
13555,Mohammed Shami ,INDIA,7.0,1,27,1,3.85,1,v Zimbabwe,Bulawayo,3 Aug 2013
13556,SK Raina ,INDIA,2.0,0,9,0,4.50,1,v Zimbabwe,Bulawayo,3 Aug 2013
13557,A Mishra ,INDIA,8.5,0,48,6,5.43,1,v Zimbabwe,Bulawayo,3 Aug 2013
13558,CA Pujara ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,3 Aug 2013
13559,V Kohli ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,3 Aug 2013
13560,S Dhawan ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,3 Aug 2013
13561,KD Karthik ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,3 Aug 2013
13562,AM Rahane ,INDIA,DNB,-,-,-,-,1,v Zimbabwe,Bulawayo,3 Aug 2013
13563,KM Jarvis ,ZIM,8.0,3,18,2,2.25,2,v India,Bulawayo,3 Aug 2013
13564,BV Vitori ,ZIM,5.0,0,41,0,8.20,2,v India,Bulawayo,3 Aug 2013
13565,E Chigumbura ,ZIM,4.0,0,11,0,2.75,2,v India,Bulawayo,3 Aug 2013
13566,N M'shangwe ,ZIM,6.0,0,26,0,4.33,2,v India,Bulawayo,3 Aug 2013
13567,CT Mutombodzi ,ZIM,5.0,0,29,0,5.80,2,v India,Bulawayo,3 Aug 2013
13568,SC Williams ,ZIM,2.0,0,18,0,9.00,2,v India,Bulawayo,3 Aug 2013
13569,MN Waller ,ZIM,4.0,0,18,1,4.50,2,v India,Bulawayo,3 Aug 2013
13570,BRM Taylor ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,3 Aug 2013
13571,H Masakadza ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,3 Aug 2013
13572,T Maruma ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,3 Aug 2013
13573,V Sibanda ,ZIM,DNB,-,-,-,-,2,v India,Bulawayo,3 Aug 2013
13574,T Panyangara ,ZIM,10.0,2,38,0,3.80,1,v Pakistan,Harare,27 Aug 2013
13575,BV Vitori ,ZIM,10.0,0,42,2,4.20,1,v Pakistan,Harare,27 Aug 2013
13576,TL Chatara ,ZIM,10.0,2,32,2,3.20,1,v Pakistan,Harare,27 Aug 2013
13577,P Utseya ,ZIM,10.0,0,60,1,6.00,1,v Pakistan,Harare,27 Aug 2013
13578,E Chigumbura ,ZIM,2.0,0,11,0,5.50,1,v Pakistan,Harare,27 Aug 2013
13579,MN Waller ,ZIM,2.0,0,19,0,9.50,1,v Pakistan,Harare,27 Aug 2013
13580,SC Williams ,ZIM,4.0,0,18,0,4.50,1,v Pakistan,Harare,27 Aug 2013
13581,H Masakadza ,ZIM,2.0,0,17,0,8.50,1,v Pakistan,Harare,27 Aug 2013
13582,V Sibanda ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,27 Aug 2013
13583,T Maruma ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,27 Aug 2013
13584,BRM Taylor ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,27 Aug 2013
13585,Mohammad Irfan ,PAK,9.2,1,45,0,4.82,2,v Zimbabwe,Harare,27 Aug 2013
13586,Junaid Khan ,PAK,9.0,0,55,1,6.11,2,v Zimbabwe,Harare,27 Aug 2013
13587,Saeed Ajmal ,PAK,10.0,0,44,2,4.40,2,v Zimbabwe,Harare,27 Aug 2013
13588,Mohammad Hafeez ,PAK,10.0,0,40,0,4.00,2,v Zimbabwe,Harare,27 Aug 2013
13589,Shahid Afridi ,PAK,9.0,0,51,0,5.66,2,v Zimbabwe,Harare,27 Aug 2013
13590,Umar Amin ,PAK,1.0,0,7,0,7.00,2,v Zimbabwe,Harare,27 Aug 2013
13591,Sarfaraz Ahmed ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,27 Aug 2013
13592,Haris Sohail ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,27 Aug 2013
13593,Ahmed Shehzad ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,27 Aug 2013
13594,Nasir Jamshed ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,27 Aug 2013
13595,Misbah-ul-Haq ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,27 Aug 2013
13596,JOA Gordon ,CAN,6.0,1,26,3,4.33,1,v Netherlands,King City (NW),27 Aug 2013
13597,HS Baidwan ,CAN,6.0,0,27,0,4.50,1,v Netherlands,King City (NW),27 Aug 2013
13598,K Kamyuka ,CAN,5.5,0,38,4,6.51,1,v Netherlands,King City (NW),27 Aug 2013
13599,Raza-ur-Rehman ,CAN,3.0,0,14,0,4.66,1,v Netherlands,King City (NW),27 Aug 2013
13600,Junaid Siddiqui ,CAN,5.0,0,20,1,4.00,1,v Netherlands,King City (NW),27 Aug 2013
13601,AS Hansra ,CAN,2.0,0,17,0,8.50,1,v Netherlands,King City (NW),27 Aug 2013
13602,A Bagai ,CAN,DNB,-,-,-,-,1,v Netherlands,King City (NW),27 Aug 2013
13603,H Patel ,CAN,DNB,-,-,-,-,1,v Netherlands,King City (NW),27 Aug 2013
13604,R Gunasekera ,CAN,DNB,-,-,-,-,1,v Netherlands,King City (NW),27 Aug 2013
13605,D Daesrath ,CAN,DNB,-,-,-,-,1,v Netherlands,King City (NW),27 Aug 2013
13606,NR Kumar ,CAN,DNB,-,-,-,-,1,v Netherlands,King City (NW),27 Aug 2013
13607,T van der Gugten ,NL,2.0,0,10,1,5.00,2,v Canada,King City (NW),27 Aug 2013
13608,Mudassar Bukhari ,NL,2.0,0,18,0,9.00,2,v Canada,King City (NW),27 Aug 2013
13609,MR Swart ,NL,3.0,0,11,0,3.66,2,v Canada,King City (NW),27 Aug 2013
13610,E Schiferli ,NL,2.0,0,12,0,6.00,2,v Canada,King City (NW),27 Aug 2013
13611,PW Borren ,NL,1.0,0,10,0,10.00,2,v Canada,King City (NW),27 Aug 2013
13612,SJ Myburgh ,NL,DNB,-,-,-,-,2,v Canada,King City (NW),27 Aug 2013
13613,BN Cooper ,NL,DNB,-,-,-,-,2,v Canada,King City (NW),27 Aug 2013
13614,W Barresi ,NL,DNB,-,-,-,-,2,v Canada,King City (NW),27 Aug 2013
13615,Ahsan Malik ,NL,DNB,-,-,-,-,2,v Canada,King City (NW),27 Aug 2013
13616,ES Szwarczynski ,NL,DNB,-,-,-,-,2,v Canada,King City (NW),27 Aug 2013
13617,DLS van Bunge ,NL,DNB,-,-,-,-,2,v Canada,King City (NW),27 Aug 2013
13618,T Panyangara ,ZIM,10.0,1,71,0,7.10,1,v Pakistan,Harare,29 Aug 2013
13619,BV Vitori ,ZIM,10.0,1,68,2,6.80,1,v Pakistan,Harare,29 Aug 2013
13620,TL Chatara ,ZIM,10.0,2,50,0,5.00,1,v Pakistan,Harare,29 Aug 2013
13621,P Utseya ,ZIM,10.0,2,54,1,5.40,1,v Pakistan,Harare,29 Aug 2013
13622,H Masakadza ,ZIM,4.0,0,24,0,6.00,1,v Pakistan,Harare,29 Aug 2013
13623,E Chigumbura ,ZIM,1.0,0,10,0,10.00,1,v Pakistan,Harare,29 Aug 2013
13624,SC Williams ,ZIM,3.0,0,12,0,4.00,1,v Pakistan,Harare,29 Aug 2013
13625,MN Waller ,ZIM,2.0,0,7,0,3.50,1,v Pakistan,Harare,29 Aug 2013
13626,V Sibanda ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,29 Aug 2013
13627,T Maruma ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,29 Aug 2013
13628,BRM Taylor ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,29 Aug 2013
13629,Mohammad Irfan ,PAK,8.0,1,45,1,5.62,2,v Zimbabwe,Harare,29 Aug 2013
13630,Abdur Rehman ,PAK,9.4,0,36,2,3.72,2,v Zimbabwe,Harare,29 Aug 2013
13631,Junaid Khan ,PAK,7.0,2,15,4,2.14,2,v Zimbabwe,Harare,29 Aug 2013
13632,Mohammad Hafeez ,PAK,6.0,0,35,0,5.83,2,v Zimbabwe,Harare,29 Aug 2013
13633,Saeed Ajmal ,PAK,7.0,0,40,2,5.71,2,v Zimbabwe,Harare,29 Aug 2013
13634,Shahid Afridi ,PAK,5.0,0,32,0,6.40,2,v Zimbabwe,Harare,29 Aug 2013
13635,Umar Amin ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,29 Aug 2013
13636,Sarfaraz Ahmed ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,29 Aug 2013
13637,Ahmed Shehzad ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,29 Aug 2013
13638,Nasir Jamshed ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,29 Aug 2013
13639,Misbah-ul-Haq ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,29 Aug 2013
13640,T van der Gugten ,NL,9.0,2,24,5,2.66,1,v Canada,King City (NW),29 Aug 2013
13641,MR Swart ,NL,1.0,0,1,0,1.00,1,v Canada,King City (NW),29 Aug 2013
13642,Mudassar Bukhari ,NL,6.0,1,9,1,1.50,1,v Canada,King City (NW),29 Aug 2013
13643,Ahsan Malik ,NL,4.0,0,18,0,4.50,1,v Canada,King City (NW),29 Aug 2013
13644,PM Seelaar ,NL,4.4,1,15,4,3.21,1,v Canada,King City (NW),29 Aug 2013
13645,W Barresi ,NL,DNB,-,-,-,-,1,v Canada,King City (NW),29 Aug 2013
13646,BN Cooper ,NL,DNB,-,-,-,-,1,v Canada,King City (NW),29 Aug 2013
13647,DLS van Bunge ,NL,DNB,-,-,-,-,1,v Canada,King City (NW),29 Aug 2013
13648,SJ Myburgh ,NL,DNB,-,-,-,-,1,v Canada,King City (NW),29 Aug 2013
13649,PW Borren ,NL,DNB,-,-,-,-,1,v Canada,King City (NW),29 Aug 2013
13650,TGJ Gruijters ,NL,DNB,-,-,-,-,1,v Canada,King City (NW),29 Aug 2013
13651,JOA Gordon ,CAN,4.0,1,25,1,6.25,2,v Netherlands,King City (NW),29 Aug 2013
13652,HS Baidwan ,CAN,3.0,0,23,0,7.66,2,v Netherlands,King City (NW),29 Aug 2013
13653,K Kamyuka ,CAN,2.0,0,9,0,4.50,2,v Netherlands,King City (NW),29 Aug 2013
13654,Junaid Siddiqui ,CAN,1.4,0,13,0,7.80,2,v Netherlands,King City (NW),29 Aug 2013
13655,H Patel ,CAN,DNB,-,-,-,-,2,v Netherlands,King City (NW),29 Aug 2013
13656,R Gunasekera ,CAN,DNB,-,-,-,-,2,v Netherlands,King City (NW),29 Aug 2013
13657,D Daesrath ,CAN,DNB,-,-,-,-,2,v Netherlands,King City (NW),29 Aug 2013
13658,AS Hansra ,CAN,DNB,-,-,-,-,2,v Netherlands,King City (NW),29 Aug 2013
13659,NR Kumar ,CAN,DNB,-,-,-,-,2,v Netherlands,King City (NW),29 Aug 2013
13660,Raza-ur-Rehman ,CAN,DNB,-,-,-,-,2,v Netherlands,King City (NW),29 Aug 2013
13661,A Bagai ,CAN,DNB,-,-,-,-,2,v Netherlands,King City (NW),29 Aug 2013
13662,T Panyangara ,ZIM,10.0,1,62,0,6.20,1,v Pakistan,Harare,31 Aug 2013
13663,SW Masakadza ,ZIM,10.0,1,65,1,6.50,1,v Pakistan,Harare,31 Aug 2013
13664,P Utseya ,ZIM,10.0,0,47,1,4.70,1,v Pakistan,Harare,31 Aug 2013
13665,TL Chatara ,ZIM,10.0,1,48,3,4.80,1,v Pakistan,Harare,31 Aug 2013
13666,SC Williams ,ZIM,5.0,0,27,0,5.40,1,v Pakistan,Harare,31 Aug 2013
13667,H Masakadza ,ZIM,5.0,1,9,1,1.80,1,v Pakistan,Harare,31 Aug 2013
13668,E Chigumbura ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,31 Aug 2013
13669,BRM Taylor ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,31 Aug 2013
13670,MN Waller ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,31 Aug 2013
13671,V Sibanda ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,31 Aug 2013
13672,Sikandar Raza ,ZIM,DNB,-,-,-,-,1,v Pakistan,Harare,31 Aug 2013
13673,Mohammad Irfan ,PAK,6.0,0,20,0,3.33,2,v Zimbabwe,Harare,31 Aug 2013
13674,Mohammad Hafeez ,PAK,9.0,0,40,2,4.44,2,v Zimbabwe,Harare,31 Aug 2013
13675,Junaid Khan ,PAK,4.0,1,22,0,5.50,2,v Zimbabwe,Harare,31 Aug 2013
13676,Abdur Rehman ,PAK,8.0,0,23,2,2.87,2,v Zimbabwe,Harare,31 Aug 2013
13677,Shahid Afridi ,PAK,6.0,1,29,1,4.83,2,v Zimbabwe,Harare,31 Aug 2013
13678,Saeed Ajmal ,PAK,7.0,1,15,2,2.14,2,v Zimbabwe,Harare,31 Aug 2013
13679,Ahmed Shehzad ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,31 Aug 2013
13680,Nasir Jamshed ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,31 Aug 2013
13681,Misbah-ul-Haq ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,31 Aug 2013
13682,Umar Amin ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,31 Aug 2013
13683,Sarfaraz Ahmed ,PAK,DNB,-,-,-,-,2,v Zimbabwe,Harare,31 Aug 2013
13684,ST Finn ,ENG,10.0,1,44,0,4.40,1,v Ireland,Dublin (Malahide),3 Sep 2013
13685,WB Rankin ,ENG,9.0,1,46,4,5.11,1,v Ireland,Dublin (Malahide),3 Sep 2013
13686,RS Bopara ,ENG,7.0,0,41,1,5.85,1,v Ireland,Dublin (Malahide),3 Sep 2013
13687,BA Stokes ,ENG,10.0,0,51,0,5.10,1,v Ireland,Dublin (Malahide),3 Sep 2013
13688,JC Tredwell ,ENG,10.0,0,35,2,3.50,1,v Ireland,Dublin (Malahide),3 Sep 2013
13689,LJ Wright ,ENG,3.0,0,21,0,7.00,1,v Ireland,Dublin (Malahide),3 Sep 2013
13690,MA Carberry ,ENG,1.0,0,12,0,12.00,1,v Ireland,Dublin (Malahide),3 Sep 2013
13691,EJG Morgan ,ENG,DNB,-,-,-,-,1,v Ireland,Dublin (Malahide),3 Sep 2013
13692,JWA Taylor ,ENG,DNB,-,-,-,-,1,v Ireland,Dublin (Malahide),3 Sep 2013
13693,JC Buttler ,ENG,DNB,-,-,-,-,1,v Ireland,Dublin (Malahide),3 Sep 2013
13694,GS Ballance ,ENG,DNB,-,-,-,-,1,v Ireland,Dublin (Malahide),3 Sep 2013
13695,TJ Murtagh ,IRE,10.0,2,33,3,3.30,2,v England,Dublin (Malahide),3 Sep 2013
13696,DT Johnston ,IRE,7.0,0,34,1,4.85,2,v England,Dublin (Malahide),3 Sep 2013
13697,MC Sorensen ,IRE,4.0,0,24,0,6.00,2,v England,Dublin (Malahide),3 Sep 2013
13698,GH Dockrell ,IRE,10.0,0,73,0,7.30,2,v England,Dublin (Malahide),3 Sep 2013
13699,KJ O'Brien ,IRE,4.0,0,41,0,10.25,2,v England,Dublin (Malahide),3 Sep 2013
13700,PR Stirling ,IRE,5.0,0,36,0,7.20,2,v England,Dublin (Malahide),3 Sep 2013
13701,JF Mooney ,IRE,3.0,0,27,0,9.00,2,v England,Dublin (Malahide),3 Sep 2013
13702,GC Wilson ,IRE,DNB,-,-,-,-,2,v England,Dublin (Malahide),3 Sep 2013
13703,EC Joyce ,IRE,DNB,-,-,-,-,2,v England,Dublin (Malahide),3 Sep 2013
13704,WTS Porterfield ,IRE,DNB,-,-,-,-,2,v England,Dublin (Malahide),3 Sep 2013
13705,NJ O'Brien ,IRE,DNB,-,-,-,-,2,v England,Dublin (Malahide),3 Sep 2013
13706,I Wardlaw ,SCOT,10.0,0,69,2,6.90,1,v Australia,Edinburgh,3 Sep 2013
13707,GD Drummond ,SCOT,9.0,1,63,0,7.00,1,v Australia,Edinburgh,3 Sep 2013
13708,G Goudie ,SCOT,9.0,0,75,0,8.33,1,v Australia,Edinburgh,3 Sep 2013
13709,RM Haq ,SCOT,10.0,0,52,1,5.20,1,v Australia,Edinburgh,3 Sep 2013
13710,CS MacLeod ,SCOT,5.0,0,31,0,6.20,1,v Australia,Edinburgh,3 Sep 2013
13711,MW Machan ,SCOT,6.0,0,52,0,8.66,1,v Australia,Edinburgh,3 Sep 2013
13712,RD Berrington ,SCOT,1.0,0,14,0,14.00,1,v Australia,Edinburgh,3 Sep 2013
13713,D Murphy ,SCOT,DNB,-,-,-,-,1,v Australia,Edinburgh,3 Sep 2013
13714,HJW Gardiner ,SCOT,DNB,-,-,-,-,1,v Australia,Edinburgh,3 Sep 2013
13715,FRJ Coleman ,SCOT,DNB,-,-,-,-,1,v Australia,Edinburgh,3 Sep 2013
13716,PL Mommsen ,SCOT,DNB,-,-,-,-,1,v Australia,Edinburgh,3 Sep 2013
13717,CJ McKay ,AUS,9.0,2,18,1,2.00,2,v Scotland,Edinburgh,3 Sep 2013
13718,MG Johnson ,AUS,9.5,3,36,4,3.66,2,v Scotland,Edinburgh,3 Sep 2013
13719,AC Voges ,AUS,7.0,1,23,1,3.28,2,v Scotland,Edinburgh,3 Sep 2013
13720,MJ Clarke ,AUS,2.0,0,7,0,3.50,2,v Scotland,Edinburgh,3 Sep 2013
13721,Fawad Ahmed ,AUS,10.0,0,39,1,3.90,2,v Scotland,Edinburgh,3 Sep 2013
13722,JP Faulkner ,AUS,6.0,0,32,2,5.33,2,v Scotland,Edinburgh,3 Sep 2013
13723,SR Watson ,AUS,DNB,-,-,-,-,2,v Scotland,Edinburgh,3 Sep 2013
13724,MS Wade ,AUS,DNB,-,-,-,-,2,v Scotland,Edinburgh,3 Sep 2013
