,Player_Name,Country,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
0,FH Edwards ,WI,6.0,1,26,3,4.33,1,v New Zealand,Christchurch,3 Jan 2009
1,DBL Powell ,WI,5.0,0,18,0,3.60,1,v New Zealand,Christchurch,3 Jan 2009
2,JE Taylor ,WI,6.0,0,26,2,4.33,1,v New Zealand,Christchurch,3 Jan 2009
3,KA Pollard ,WI,2.0,0,26,0,13.00,1,v New Zealand,Christchurch,3 Jan 2009
4,NO Miller ,WI,6.0,0,26,2,4.33,1,v New Zealand,Christchurch,3 Jan 2009
5,CH Gayle ,WI,3.0,0,28,1,9.33,1,v New Zealand,Christchurch,3 Jan 2009
6,RR Sarwan ,WI,DNB,-,-,-,-,1,v New Zealand,Christchurch,3 Jan 2009
7,XM Marshall ,WI,DNB,-,-,-,-,1,v New Zealand,Christchurch,3 Jan 2009
8,D Ramdin ,WI,DNB,-,-,-,-,1,v New Zealand,Christchurch,3 Jan 2009
9,S Chattergoon ,WI,DNB,-,-,-,-,1,v New Zealand,Christchurch,3 Jan 2009
10,BP Nash ,WI,DNB,-,-,-,-,1,v New Zealand,Christchurch,3 Jan 2009
11,KD Mills ,NZ,6.0,0,27,1,4.50,2,v West Indies,Christchurch,3 Jan 2009
12,TG Southee ,NZ,5.5,1,38,1,6.51,2,v West Indies,Christchurch,3 Jan 2009
13,JS Patel ,NZ,5.0,0,39,1,7.80,2,v West Indies,Christchurch,3 Jan 2009
14,JDP Oram ,NZ,5.0,0,25,1,5.00,2,v West Indies,Christchurch,3 Jan 2009
15,DL Vettori ,NZ,6.0,0,28,1,4.66,2,v West Indies,Christchurch,3 Jan 2009
16,BB McCullum ,NZ,DNB,-,-,-,-,2,v West Indies,Christchurch,3 Jan 2009
17,DR Flynn ,NZ,DNB,-,-,-,-,2,v West Indies,Christchurch,3 Jan 2009
18,LRPL Taylor ,NZ,DNB,-,-,-,-,2,v West Indies,Christchurch,3 Jan 2009
19,JM How ,NZ,DNB,-,-,-,-,2,v West Indies,Christchurch,3 Jan 2009
20,GD Elliott ,NZ,DNB,-,-,-,-,2,v West Indies,Christchurch,3 Jan 2009
21,JD Ryder ,NZ,DNB,-,-,-,-,2,v West Indies,Christchurch,3 Jan 2009
22,KD Mills ,NZ,10.0,2,31,2,3.10,1,v West Indies,Wellington,7 Jan 2009
23,TG Southee ,NZ,10.0,2,36,2,3.60,1,v West Indies,Wellington,7 Jan 2009
24,JDP Oram ,NZ,2.0,0,4,0,2.00,1,v West Indies,Wellington,7 Jan 2009
25,GD Elliott ,NZ,2.0,0,9,0,4.50,1,v West Indies,Wellington,7 Jan 2009
26,DL Vettori ,NZ,10.0,3,20,4,2.00,1,v West Indies,Wellington,7 Jan 2009
27,JS Patel ,NZ,3.4,0,8,1,2.18,1,v West Indies,Wellington,7 Jan 2009
28,JD Ryder ,NZ,4.0,0,17,1,4.25,1,v West Indies,Wellington,7 Jan 2009
29,DR Flynn ,NZ,DNB,-,-,-,-,1,v West Indies,Wellington,7 Jan 2009
30,LRPL Taylor ,NZ,DNB,-,-,-,-,1,v West Indies,Wellington,7 Jan 2009
31,JM How ,NZ,DNB,-,-,-,-,1,v West Indies,Wellington,7 Jan 2009
32,BB McCullum ,NZ,DNB,-,-,-,-,1,v West Indies,Wellington,7 Jan 2009
33,FH Edwards ,WI,7.0,0,53,0,7.57,2,v New Zealand,Wellington,7 Jan 2009
34,DBL Powell ,WI,7.0,0,25,3,3.57,2,v New Zealand,Wellington,7 Jan 2009
35,JE Taylor ,WI,3.0,0,10,0,3.33,2,v New Zealand,Wellington,7 Jan 2009
36,NO Miller ,WI,3.0,0,22,0,7.33,2,v New Zealand,Wellington,7 Jan 2009
37,CH Gayle ,WI,0.3,0,11,0,22.00,2,v New Zealand,Wellington,7 Jan 2009
38,KA Pollard ,WI,DNB,-,-,-,-,2,v New Zealand,Wellington,7 Jan 2009
39,D Ramdin ,WI,DNB,-,-,-,-,2,v New Zealand,Wellington,7 Jan 2009
40,RR Sarwan ,WI,DNB,-,-,-,-,2,v New Zealand,Wellington,7 Jan 2009
41,SE Findlay ,WI,DNB,-,-,-,-,2,v New Zealand,Wellington,7 Jan 2009
42,XM Marshall ,WI,DNB,-,-,-,-,2,v New Zealand,Wellington,7 Jan 2009
43,S Chanderpaul ,WI,DNB,-,-,-,-,2,v New Zealand,Wellington,7 Jan 2009
44,FH Edwards ,WI,10.0,0,65,1,6.50,1,v New Zealand,Auckland,10 Jan 2009
45,DBL Powell ,WI,10.0,0,51,1,5.10,1,v New Zealand,Auckland,10 Jan 2009
46,LS Baker ,WI,10.0,1,29,2,2.90,1,v New Zealand,Auckland,10 Jan 2009
47,BP Nash ,WI,10.0,0,43,0,4.30,1,v New Zealand,Auckland,10 Jan 2009
48,NO Miller ,WI,6.0,0,45,0,7.50,1,v New Zealand,Auckland,10 Jan 2009
49,CH Gayle ,WI,4.0,0,29,0,7.25,1,v New Zealand,Auckland,10 Jan 2009
50,RR Sarwan ,WI,DNB,-,-,-,-,1,v New Zealand,Auckland,10 Jan 2009
51,D Ramdin ,WI,DNB,-,-,-,-,1,v New Zealand,Auckland,10 Jan 2009
52,SE Findlay ,WI,DNB,-,-,-,-,1,v New Zealand,Auckland,10 Jan 2009
53,S Chattergoon ,WI,DNB,-,-,-,-,1,v New Zealand,Auckland,10 Jan 2009
54,S Chanderpaul ,WI,DNB,-,-,-,-,1,v New Zealand,Auckland,10 Jan 2009
55,KD Mills ,NZ,5.0,0,30,0,6.00,2,v West Indies,Auckland,10 Jan 2009
56,MR Gillespie ,NZ,5.0,1,23,0,4.60,2,v West Indies,Auckland,10 Jan 2009
57,TG Southee ,NZ,0.3,0,10,0,20.00,2,v West Indies,Auckland,10 Jan 2009
58,MJ Guptill ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
59,LRPL Taylor ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
60,DL Vettori ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
61,NT Broom ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
62,BB McCullum ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
63,GD Elliott ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
64,DR Flynn ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
65,MS Sinclair ,NZ,DNB,-,-,-,-,2,v West Indies,Auckland,10 Jan 2009
66,Mashrafe Mortaza ,BDESH,10.0,0,41,2,4.10,1,v Zimbabwe,Dhaka,10 Jan 2009
67,Mahbubul Alam ,BDESH,10.0,1,66,0,6.60,1,v Zimbabwe,Dhaka,10 Jan 2009
68,Nazmul Hossain ,BDESH,4.0,0,24,0,6.00,1,v Zimbabwe,Dhaka,10 Jan 2009
69,Shakib Al Hasan ,BDESH,10.0,3,23,3,2.30,1,v Zimbabwe,Dhaka,10 Jan 2009
70,Naeem Islam ,BDESH,10.0,0,32,3,3.20,1,v Zimbabwe,Dhaka,10 Jan 2009
71,Mohammad Ashraful ,BDESH,4.0,1,9,0,2.25,1,v Zimbabwe,Dhaka,10 Jan 2009
72,Mehrab Hossain jnr ,BDESH,2.0,0,7,0,3.50,1,v Zimbabwe,Dhaka,10 Jan 2009
73,Raqibul Hasan ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,10 Jan 2009
74,Junaid Siddique ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,10 Jan 2009
75,Mushfiqur Rahim ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,10 Jan 2009
76,Tamim Iqbal ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,10 Jan 2009
77,EC Rainsford ,ZIM,6.0,0,26,1,4.33,2,v Bangladesh,Dhaka,10 Jan 2009
78,P Utseya ,ZIM,10.0,3,22,2,2.20,2,v Bangladesh,Dhaka,10 Jan 2009
79,T Mupariwa ,ZIM,5.0,0,29,0,5.80,2,v Bangladesh,Dhaka,10 Jan 2009
80,KM Dabengwa ,ZIM,10.0,0,30,1,3.00,2,v Bangladesh,Dhaka,10 Jan 2009
81,RW Price ,ZIM,9.2,1,35,2,3.75,2,v Bangladesh,Dhaka,10 Jan 2009
82,E Chigumbura ,ZIM,6.0,0,21,1,3.50,2,v Bangladesh,Dhaka,10 Jan 2009
83,H Masakadza ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,10 Jan 2009
84,V Sibanda ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,10 Jan 2009
85,S Matsikenyeri ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,10 Jan 2009
86,SC Williams ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,10 Jan 2009
87,T Taibu ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,10 Jan 2009
88,EC Rainsford ,ZIM,10.0,0,41,3,4.10,1,v Sri Lanka,Dhaka,12 Jan 2009
89,T Mupariwa ,ZIM,8.0,0,46,0,5.75,1,v Sri Lanka,Dhaka,12 Jan 2009
90,E Chigumbura ,ZIM,8.0,0,42,1,5.25,1,v Sri Lanka,Dhaka,12 Jan 2009
91,P Utseya ,ZIM,10.0,2,28,1,2.80,1,v Sri Lanka,Dhaka,12 Jan 2009
92,RW Price ,ZIM,10.0,3,21,1,2.10,1,v Sri Lanka,Dhaka,12 Jan 2009
93,KM Dabengwa ,ZIM,4.0,0,26,0,6.50,1,v Sri Lanka,Dhaka,12 Jan 2009
94,SC Williams ,ZIM,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,12 Jan 2009
95,T Taibu ,ZIM,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,12 Jan 2009
96,H Masakadza ,ZIM,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,12 Jan 2009
97,V Sibanda ,ZIM,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,12 Jan 2009
98,S Matsikenyeri ,ZIM,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,12 Jan 2009
99,KMDN Kulasekara ,SL,7.0,2,13,3,1.85,2,v Zimbabwe,Dhaka,12 Jan 2009
100,T Thushara ,SL,7.0,1,19,1,2.71,2,v Zimbabwe,Dhaka,12 Jan 2009
101,AD Mathews ,SL,6.0,0,19,1,3.16,2,v Zimbabwe,Dhaka,12 Jan 2009
102,BAW Mendis ,SL,5.2,0,15,3,2.81,2,v Zimbabwe,Dhaka,12 Jan 2009
103,M Muralitharan ,SL,3.0,1,4,2,1.33,2,v Zimbabwe,Dhaka,12 Jan 2009
104,WU Tharanga ,SL,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,12 Jan 2009
105,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,12 Jan 2009
106,CK Kapugedera ,SL,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,12 Jan 2009
107,J Mubarak ,SL,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,12 Jan 2009
108,ST Jayasuriya ,SL,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,12 Jan 2009
109,KC Sangakkara ,SL,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,12 Jan 2009
110,KD Mills ,NZ,10.0,2,57,3,5.70,1,v West Indies,Napier,13 Jan 2009
111,MR Gillespie ,NZ,10.0,0,58,4,5.80,1,v West Indies,Napier,13 Jan 2009
112,TG Southee ,NZ,10.0,0,63,0,6.30,1,v West Indies,Napier,13 Jan 2009
113,DL Vettori ,NZ,10.0,1,45,0,4.50,1,v West Indies,Napier,13 Jan 2009
114,JD Ryder ,NZ,6.0,0,35,1,5.83,1,v West Indies,Napier,13 Jan 2009
115,GD Elliott ,NZ,4.0,0,33,0,8.25,1,v West Indies,Napier,13 Jan 2009
116,NT Broom ,NZ,DNB,-,-,-,-,1,v West Indies,Napier,13 Jan 2009
117,DR Flynn ,NZ,DNB,-,-,-,-,1,v West Indies,Napier,13 Jan 2009
118,LRPL Taylor ,NZ,DNB,-,-,-,-,1,v West Indies,Napier,13 Jan 2009
119,MJ Guptill ,NZ,DNB,-,-,-,-,1,v West Indies,Napier,13 Jan 2009
120,BB McCullum ,NZ,DNB,-,-,-,-,1,v West Indies,Napier,13 Jan 2009
121,FH Edwards ,WI,5.0,0,46,0,9.20,2,v New Zealand,Napier,13 Jan 2009
122,DBL Powell ,WI,10.0,0,66,3,6.60,2,v New Zealand,Napier,13 Jan 2009
123,LS Baker ,WI,6.0,0,36,1,6.00,2,v New Zealand,Napier,13 Jan 2009
124,KA Pollard ,WI,10.0,0,40,1,4.00,2,v New Zealand,Napier,13 Jan 2009
125,BP Nash ,WI,4.0,0,16,0,4.00,2,v New Zealand,Napier,13 Jan 2009
126,CH Gayle ,WI,DNB,-,-,-,-,2,v New Zealand,Napier,13 Jan 2009
127,SE Findlay ,WI,DNB,-,-,-,-,2,v New Zealand,Napier,13 Jan 2009
128,S Chattergoon ,WI,DNB,-,-,-,-,2,v New Zealand,Napier,13 Jan 2009
129,S Chanderpaul ,WI,DNB,-,-,-,-,2,v New Zealand,Napier,13 Jan 2009
130,RR Sarwan ,WI,DNB,-,-,-,-,2,v New Zealand,Napier,13 Jan 2009
131,D Ramdin ,WI,DNB,-,-,-,-,2,v New Zealand,Napier,13 Jan 2009
132,Mashrafe Mortaza ,BDESH,7.0,1,25,3,3.57,1,v Sri Lanka,Dhaka,14 Jan 2009
133,Mahbubul Alam ,BDESH,4.0,0,25,1,6.25,1,v Sri Lanka,Dhaka,14 Jan 2009
134,Rubel Hossain ,BDESH,5.3,0,33,4,6.00,1,v Sri Lanka,Dhaka,14 Jan 2009
135,Shakib Al Hasan ,BDESH,6.0,0,24,0,4.00,1,v Sri Lanka,Dhaka,14 Jan 2009
136,Naeem Islam ,BDESH,6.0,0,24,1,4.00,1,v Sri Lanka,Dhaka,14 Jan 2009
137,Mahmudullah ,BDESH,2.0,0,13,0,6.50,1,v Sri Lanka,Dhaka,14 Jan 2009
138,Tamim Iqbal ,BDESH,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,14 Jan 2009
139,Mushfiqur Rahim ,BDESH,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,14 Jan 2009
140,Raqibul Hasan ,BDESH,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,14 Jan 2009
141,Junaid Siddique ,BDESH,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,14 Jan 2009
142,Mohammad Ashraful ,BDESH,DNB,-,-,-,-,1,v Sri Lanka,Dhaka,14 Jan 2009
143,KMDN Kulasekara ,SL,6.0,1,45,1,7.50,2,v Bangladesh,Dhaka,14 Jan 2009
144,T Thushara ,SL,4.0,1,12,1,3.00,2,v Bangladesh,Dhaka,14 Jan 2009
145,BAW Mendis ,SL,6.5,0,37,1,5.41,2,v Bangladesh,Dhaka,14 Jan 2009
146,AD Mathews ,SL,1.0,0,12,0,12.00,2,v Bangladesh,Dhaka,14 Jan 2009
147,M Muralitharan ,SL,6.0,0,40,0,6.66,2,v Bangladesh,Dhaka,14 Jan 2009
148,J Mubarak ,SL,DNB,-,-,-,-,2,v Bangladesh,Dhaka,14 Jan 2009
149,ST Jayasuriya ,SL,DNB,-,-,-,-,2,v Bangladesh,Dhaka,14 Jan 2009
150,KC Sangakkara ,SL,DNB,-,-,-,-,2,v Bangladesh,Dhaka,14 Jan 2009
151,WU Tharanga ,SL,DNB,-,-,-,-,2,v Bangladesh,Dhaka,14 Jan 2009
152,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v Bangladesh,Dhaka,14 Jan 2009
153,CK Kapugedera ,SL,DNB,-,-,-,-,2,v Bangladesh,Dhaka,14 Jan 2009
154,KMDN Kulasekara ,SL,8.0,1,19,3,2.37,1,v Bangladesh,Dhaka,16 Jan 2009
155,T Thushara ,SL,7.0,2,20,1,2.85,1,v Bangladesh,Dhaka,16 Jan 2009
156,MF Maharoof ,SL,8.0,0,33,1,4.12,1,v Bangladesh,Dhaka,16 Jan 2009
157,BAW Mendis ,SL,9.4,0,24,3,2.48,1,v Bangladesh,Dhaka,16 Jan 2009
158,M Muralitharan ,SL,10.0,1,33,2,3.30,1,v Bangladesh,Dhaka,16 Jan 2009
159,ST Jayasuriya ,SL,7.0,1,17,0,2.42,1,v Bangladesh,Dhaka,16 Jan 2009
160,KC Sangakkara ,SL,DNB,-,-,-,-,1,v Bangladesh,Dhaka,16 Jan 2009
161,WU Tharanga ,SL,DNB,-,-,-,-,1,v Bangladesh,Dhaka,16 Jan 2009
162,DPMD Jayawardene ,SL,DNB,-,-,-,-,1,v Bangladesh,Dhaka,16 Jan 2009
163,CK Kapugedera ,SL,DNB,-,-,-,-,1,v Bangladesh,Dhaka,16 Jan 2009
164,J Mubarak ,SL,DNB,-,-,-,-,1,v Bangladesh,Dhaka,16 Jan 2009
165,Mashrafe Mortaza ,BDESH,10.0,1,18,1,1.80,2,v Sri Lanka,Dhaka,16 Jan 2009
166,Nazmul Hossain ,BDESH,10.0,3,30,3,3.00,2,v Sri Lanka,Dhaka,16 Jan 2009
167,Shakib Al Hasan ,BDESH,10.0,2,22,2,2.20,2,v Sri Lanka,Dhaka,16 Jan 2009
168,Rubel Hossain ,BDESH,9.0,2,52,0,5.77,2,v Sri Lanka,Dhaka,16 Jan 2009
169,Naeem Islam ,BDESH,9.1,2,29,0,3.16,2,v Sri Lanka,Dhaka,16 Jan 2009
170,Mahmudullah ,BDESH,DNB,-,-,-,-,2,v Sri Lanka,Dhaka,16 Jan 2009
171,Raqibul Hasan ,BDESH,DNB,-,-,-,-,2,v Sri Lanka,Dhaka,16 Jan 2009
172,Mushfiqur Rahim ,BDESH,DNB,-,-,-,-,2,v Sri Lanka,Dhaka,16 Jan 2009
173,Mohammad Ashraful ,BDESH,DNB,-,-,-,-,2,v Sri Lanka,Dhaka,16 Jan 2009
174,Junaid Siddique ,BDESH,DNB,-,-,-,-,2,v Sri Lanka,Dhaka,16 Jan 2009
175,Tamim Iqbal ,BDESH,DNB,-,-,-,-,2,v Sri Lanka,Dhaka,16 Jan 2009
176,DW Steyn ,SA,10.0,2,49,1,4.90,1,v Australia,Melbourne,16 Jan 2009
177,JA Morkel ,SA,9.0,0,58,2,6.44,1,v Australia,Melbourne,16 Jan 2009
178,JH Kallis ,SA,10.0,0,35,0,3.50,1,v Australia,Melbourne,16 Jan 2009
179,M Morkel ,SA,10.0,0,68,2,6.80,1,v Australia,Melbourne,16 Jan 2009
180,J Botha ,SA,10.0,0,50,2,5.00,1,v Australia,Melbourne,16 Jan 2009
181,JP Duminy ,SA,1.0,0,6,0,6.00,1,v Australia,Melbourne,16 Jan 2009
182,ND McKenzie ,SA,DNB,-,-,-,-,1,v Australia,Melbourne,16 Jan 2009
183,VB van Jaarsveld ,SA,DNB,-,-,-,-,1,v Australia,Melbourne,16 Jan 2009
184,HH Gibbs ,SA,DNB,-,-,-,-,1,v Australia,Melbourne,16 Jan 2009
185,HM Amla ,SA,DNB,-,-,-,-,1,v Australia,Melbourne,16 Jan 2009
186,MV Boucher ,SA,DNB,-,-,-,-,1,v Australia,Melbourne,16 Jan 2009
187,NW Bracken ,AUS,10.0,2,49,1,4.90,2,v South Africa,Melbourne,16 Jan 2009
188,SW Tait ,AUS,10.0,0,43,2,4.30,2,v South Africa,Melbourne,16 Jan 2009
189,BW Hilfenhaus ,AUS,9.3,1,55,2,5.78,2,v South Africa,Melbourne,16 Jan 2009
190,JR Hopes ,AUS,10.0,0,51,0,5.10,2,v South Africa,Melbourne,16 Jan 2009
191,DJ Hussey ,AUS,5.0,0,35,0,7.00,2,v South Africa,Melbourne,16 Jan 2009
192,MJ Clarke ,AUS,5.0,0,29,1,5.80,2,v South Africa,Melbourne,16 Jan 2009
193,MEK Hussey ,AUS,DNB,-,-,-,-,2,v South Africa,Melbourne,16 Jan 2009
194,CL White ,AUS,DNB,-,-,-,-,2,v South Africa,Melbourne,16 Jan 2009
195,BJ Haddin ,AUS,DNB,-,-,-,-,2,v South Africa,Melbourne,16 Jan 2009
196,SE Marsh ,AUS,DNB,-,-,-,-,2,v South Africa,Melbourne,16 Jan 2009
197,RT Ponting ,AUS,DNB,-,-,-,-,2,v South Africa,Melbourne,16 Jan 2009
198,DW Steyn ,SA,10.0,2,36,2,3.60,1,v Australia,Hobart,18 Jan 2009
199,M Ntini ,SA,9.0,0,39,3,4.33,1,v Australia,Hobart,18 Jan 2009
200,JH Kallis ,SA,10.0,0,57,2,5.70,1,v Australia,Hobart,18 Jan 2009
201,JA Morkel ,SA,8.0,0,46,0,5.75,1,v Australia,Hobart,18 Jan 2009
202,J Botha ,SA,7.0,0,40,0,5.71,1,v Australia,Hobart,18 Jan 2009
203,JP Duminy ,SA,6.0,0,23,1,3.83,1,v Australia,Hobart,18 Jan 2009
204,AB de Villiers ,SA,DNB,-,-,-,-,1,v Australia,Hobart,18 Jan 2009
205,HM Amla ,SA,DNB,-,-,-,-,1,v Australia,Hobart,18 Jan 2009
206,ND McKenzie ,SA,DNB,-,-,-,-,1,v Australia,Hobart,18 Jan 2009
207,HH Gibbs ,SA,DNB,-,-,-,-,1,v Australia,Hobart,18 Jan 2009
208,MV Boucher ,SA,DNB,-,-,-,-,1,v Australia,Hobart,18 Jan 2009
209,BW Hilfenhaus ,AUS,10.0,2,60,2,6.00,2,v South Africa,Hobart,18 Jan 2009
210,NW Bracken ,AUS,10.0,0,38,0,3.80,2,v South Africa,Hobart,18 Jan 2009
211,RJ Harris ,AUS,10.0,0,54,1,5.40,2,v South Africa,Hobart,18 Jan 2009
212,JR Hopes ,AUS,10.0,0,43,1,4.30,2,v South Africa,Hobart,18 Jan 2009
213,DJ Hussey ,AUS,7.0,0,28,0,4.00,2,v South Africa,Hobart,18 Jan 2009
214,CL White ,AUS,3.0,0,16,0,5.33,2,v South Africa,Hobart,18 Jan 2009
215,MEK Hussey ,AUS,DNB,-,-,-,-,2,v South Africa,Hobart,18 Jan 2009
216,SE Marsh ,AUS,DNB,-,-,-,-,2,v South Africa,Hobart,18 Jan 2009
217,BJ Haddin ,AUS,DNB,-,-,-,-,2,v South Africa,Hobart,18 Jan 2009
218,RT Ponting ,AUS,DNB,-,-,-,-,2,v South Africa,Hobart,18 Jan 2009
219,DA Warner ,AUS,DNB,-,-,-,-,2,v South Africa,Hobart,18 Jan 2009
220,EC Rainsford ,ZIM,8.0,4,12,1,1.50,1,v Bangladesh,Dhaka,19 Jan 2009
221,T Mupariwa ,ZIM,8.0,2,13,0,1.62,1,v Bangladesh,Dhaka,19 Jan 2009
222,E Chigumbura ,ZIM,6.0,1,26,1,4.33,1,v Bangladesh,Dhaka,19 Jan 2009
223,H Masakadza ,ZIM,3.0,1,14,1,4.66,1,v Bangladesh,Dhaka,19 Jan 2009
224,RW Price ,ZIM,10.0,2,22,4,2.20,1,v Bangladesh,Dhaka,19 Jan 2009
225,P Utseya ,ZIM,8.0,0,22,0,2.75,1,v Bangladesh,Dhaka,19 Jan 2009
226,KM Dabengwa ,ZIM,5.1,0,15,3,2.90,1,v Bangladesh,Dhaka,19 Jan 2009
227,SC Williams ,ZIM,DNB,-,-,-,-,1,v Bangladesh,Dhaka,19 Jan 2009
228,S Matsikenyeri ,ZIM,DNB,-,-,-,-,1,v Bangladesh,Dhaka,19 Jan 2009
229,MN Waller ,ZIM,DNB,-,-,-,-,1,v Bangladesh,Dhaka,19 Jan 2009
230,T Taibu ,ZIM,DNB,-,-,-,-,1,v Bangladesh,Dhaka,19 Jan 2009
231,Mashrafe Mortaza ,BDESH,10.0,3,21,3,2.10,2,v Zimbabwe,Dhaka,19 Jan 2009
232,Nazmul Hossain ,BDESH,7.2,0,33,0,4.50,2,v Zimbabwe,Dhaka,19 Jan 2009
233,Shakib Al Hasan ,BDESH,10.0,4,11,3,1.10,2,v Zimbabwe,Dhaka,19 Jan 2009
234,Rubel Hossain ,BDESH,8.0,1,20,1,2.50,2,v Zimbabwe,Dhaka,19 Jan 2009
235,Naeem Islam ,BDESH,8.0,1,27,0,3.37,2,v Zimbabwe,Dhaka,19 Jan 2009
236,Mahmudullah ,BDESH,6.0,2,7,1,1.16,2,v Zimbabwe,Dhaka,19 Jan 2009
237,Mohammad Ashraful ,BDESH,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,19 Jan 2009
238,Junaid Siddique ,BDESH,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,19 Jan 2009
239,Tamim Iqbal ,BDESH,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,19 Jan 2009
240,Raqibul Hasan ,BDESH,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,19 Jan 2009
241,Mushfiqur Rahim ,BDESH,DNB,-,-,-,-,2,v Zimbabwe,Dhaka,19 Jan 2009
242,Shoaib Akhtar ,PAK,7.0,0,43,0,6.14,1,v Sri Lanka,Karachi,20 Jan 2009
243,Sohail Tanvir ,PAK,5.0,0,35,0,7.00,1,v Sri Lanka,Karachi,20 Jan 2009
244,Iftikhar Anjum ,PAK,8.2,1,42,4,5.04,1,v Sri Lanka,Karachi,20 Jan 2009
245,Umar Gul ,PAK,9.0,0,30,3,3.33,1,v Sri Lanka,Karachi,20 Jan 2009
246,Shahid Afridi ,PAK,10.0,1,47,1,4.70,1,v Sri Lanka,Karachi,20 Jan 2009
247,Shoaib Malik ,PAK,6.0,0,19,1,3.16,1,v Sri Lanka,Karachi,20 Jan 2009
248,Salman Butt ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,20 Jan 2009
249,Khurram Manzoor ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,20 Jan 2009
250,Kamran Akmal ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,20 Jan 2009
251,Misbah-ul-Haq ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,20 Jan 2009
252,Younis Khan ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,20 Jan 2009
253,KMDN Kulasekara ,SL,8.0,1,35,0,4.37,2,v Pakistan,Karachi,20 Jan 2009
254,T Thushara ,SL,8.0,0,31,0,3.87,2,v Pakistan,Karachi,20 Jan 2009
255,MF Maharoof ,SL,7.5,0,44,1,5.61,2,v Pakistan,Karachi,20 Jan 2009
256,M Muralitharan ,SL,10.0,1,42,1,4.20,2,v Pakistan,Karachi,20 Jan 2009
257,BAW Mendis ,SL,7.0,0,41,0,5.85,2,v Pakistan,Karachi,20 Jan 2009
258,ST Jayasuriya ,SL,3.0,0,16,0,5.33,2,v Pakistan,Karachi,20 Jan 2009
259,TM Dilshan ,SL,2.0,0,7,0,3.50,2,v Pakistan,Karachi,20 Jan 2009
260,J Mubarak ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,20 Jan 2009
261,KC Sangakkara ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,20 Jan 2009
262,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,20 Jan 2009
263,CK Kapugedera ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,20 Jan 2009
264,Mashrafe Mortaza ,BDESH,10.0,1,22,2,2.20,1,v Zimbabwe,Dhaka,21 Jan 2009
265,Nazmul Hossain ,BDESH,10.0,1,28,3,2.80,1,v Zimbabwe,Dhaka,21 Jan 2009
266,Rubel Hossain ,BDESH,8.0,2,29,2,3.62,1,v Zimbabwe,Dhaka,21 Jan 2009
267,Shakib Al Hasan ,BDESH,10.0,3,24,0,2.40,1,v Zimbabwe,Dhaka,21 Jan 2009
268,Naeem Islam ,BDESH,9.0,0,39,0,4.33,1,v Zimbabwe,Dhaka,21 Jan 2009
