Date,Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Runs_only,Not_Outs
2018-10-20,AD Hales (ENG),12,-,23,2,0,52.17,2,v Sri Lanka,Pallekele,12,0
2018-10-20,JE Root (ENG),32*,-,57,0,0,56.14,2,v Sri Lanka,Pallekele,32*,1
2018-10-20,EJG Morgan (ENG),31*,-,34,3,1,91.17,2,v Sri Lanka,Pallekele,31*,1
2018-10-21,KOA Powell (WI),51,-,39,6,2,130.76,1,v India,Guwahati,51,0
2018-10-21,C Hemraj (WI),9,-,15,2,0,60,1,v India,Guwahati,9,0
2018-10-21,SD Hope (WI),32,-,51,2,0,62.74,1,v India,Guwahati,32,0
2018-10-21,MN Samuels (WI),0,-,2,0,0,0,1,v India,Guwahati,0,0
2018-10-21,SO Hetmyer (WI),106,-,78,6,6,135.89,1,v India,Guwahati,106,0
2018-10-21,R Powell (WI),22,-,23,4,0,95.65,1,v India,Guwahati,22,0
2018-10-21,JO Holder (WI),38,-,42,5,0,90.47,1,v India,Guwahati,38,0
2018-10-21,AR Nurse (WI),2,-,2,0,0,100,1,v India,Guwahati,2,0
2018-10-21,D Bishoo (WI),22*,-,26,3,0,84.61,1,v India,Guwahati,22*,1
2018-10-21,KAJ Roach (WI),26*,-,22,2,1,118.18,1,v India,Guwahati,26*,1
2018-10-21,RG Sharma (INDIA),152*,-,117,15,8,129.91,2,v West Indies,Guwahati,152*,1
2018-10-21,S Dhawan (INDIA),4,-,6,1,0,66.66,2,v West Indies,Guwahati,4,0
2018-10-21,V Kohli (INDIA),140,-,107,21,2,130.84,2,v West Indies,Guwahati,140,0
2018-10-21,AT Rayudu (INDIA),22*,-,26,1,1,84.61,2,v West Indies,Guwahati,22*,1
2018-10-21,Liton Das (BDESH),4,-,14,0,0,28.57,1,v Zimbabwe,Dhaka,4,0
2018-10-21,Imrul Kayes (BDESH),144,-,140,13,6,102.85,1,v Zimbabwe,Dhaka,144,0
2018-10-21,Fazle Mahmud (BDESH),0,-,4,0,0,0,1,v Zimbabwe,Dhaka,0,0
2018-10-21,Mushfiqur Rahim (BDESH),15,-,20,1,0,75,1,v Zimbabwe,Dhaka,15,0
2018-10-21,Mohammad Mithun (BDESH),37,-,40,1,3,92.5,1,v Zimbabwe,Dhaka,37,0
2018-10-21,Mahmudullah (BDESH),0,-,4,0,0,0,1,v Zimbabwe,Dhaka,0,0
2018-10-21,Mehidy Hasan Miraz (BDESH),1,-,4,0,0,25,1,v Zimbabwe,Dhaka,1,0
2018-10-21,Mohammad Saifuddin (BDESH),50,-,69,3,1,72.46,1,v Zimbabwe,Dhaka,50,0
2018-10-21,Mashrafe Mortaza (BDESH),2*,-,5,0,0,40,1,v Zimbabwe,Dhaka,2*,1
2018-10-21,Mustafizur Rahman (BDESH),1*,-,1,0,0,100,1,v Zimbabwe,Dhaka,1*,1
2018-10-21,H Masakadza (ZIM),21,-,34,1,0,61.76,2,v Bangladesh,Dhaka,21,0
2018-10-21,C Zhuwao (ZIM),35,-,24,4,2,145.83,2,v Bangladesh,Dhaka,35,0
2018-10-21,BRM Taylor (ZIM),5,-,13,0,0,38.46,2,v Bangladesh,Dhaka,5,0
2018-10-21,CR Ervine (ZIM),24,-,48,1,0,50,2,v Bangladesh,Dhaka,24,0
2018-10-21,Sikandar Raza (ZIM),7,-,22,0,0,31.81,2,v Bangladesh,Dhaka,7,0
2018-10-21,SC Williams (ZIM),50*,-,58,5,1,86.2,2,v Bangladesh,Dhaka,50*,1
2018-10-21,PJ Moor (ZIM),26,-,45,2,1,57.77,2,v Bangladesh,Dhaka,26,0
2018-10-21,DT Tiripano (ZIM),2,-,4,0,0,50,2,v Bangladesh,Dhaka,2,0
2018-10-21,B Mavuta (ZIM),20,-,16,2,1,125,2,v Bangladesh,Dhaka,20,0
2018-10-21,KM Jarvis (ZIM),37,-,33,3,2,112.12,2,v Bangladesh,Dhaka,37,0
2018-10-21,TL Chatara (ZIM),2*,-,4,0,0,50,2,v Bangladesh,Dhaka,2*,1
2018-10-23,N Dickwella (SL),95,-,97,12,0,97.93,1,v England,Colombo (RPS),95,0
2018-10-23,S Samarawickrama (SL),54,-,48,8,0,112.5,1,v England,Colombo (RPS),54,0
2018-10-23,LD Chandimal (SL),80,-,73,6,2,109.58,1,v England,Colombo (RPS),80,0
2018-10-23,BKG Mendis (SL),56,-,33,1,6,169.69,1,v England,Colombo (RPS),56,0
2018-10-23,MD Shanaka (SL),18,-,11,3,0,163.63,1,v England,Colombo (RPS),18,0
2018-10-23,NLTC Perera (SL),11,-,12,0,1,91.66,1,v England,Colombo (RPS),11,0
2018-10-23,DM de Silva (SL),19*,-,15,1,1,126.66,1,v England,Colombo (RPS),19*,1
2018-10-23,A Dananjaya (SL),18*,-,11,1,1,163.63,1,v England,Colombo (RPS),18*,1
2018-10-23,JJ Roy (ENG),4,-,6,1,0,66.66,2,v Sri Lanka,Colombo (RPS),4,0
2018-10-23,AD Hales (ENG),0,-,2,0,0,0,2,v Sri Lanka,Colombo (RPS),0,0
2018-10-23,JE Root (ENG),10,-,16,0,0,62.5,2,v Sri Lanka,Colombo (RPS),10,0
2018-10-23,JC Buttler (ENG),0,-,2,0,0,0,2,v Sri Lanka,Colombo (RPS),0,0
2018-10-23,BA Stokes (ENG),67,-,60,12,0,111.66,2,v Sri Lanka,Colombo (RPS),67,0
2018-10-23,MM Ali (ENG),37,-,37,5,1,100,2,v Sri Lanka,Colombo (RPS),37,0
2018-10-23,SM Curran (ENG),2,-,8,0,0,25,2,v Sri Lanka,Colombo (RPS),2,0
2018-10-23,AU Rashid (ENG),4,-,8,0,0,50,2,v Sri Lanka,Colombo (RPS),4,0
2018-10-23,LE Plunkett (ENG),5,-,10,0,0,50,2,v Sri Lanka,Colombo (RPS),5,0
2018-10-23,TK Curran (ENG),1*,-,8,0,0,12.5,2,v Sri Lanka,Colombo (RPS),1*,1
2018-10-24,RG Sharma (INDIA),4,14,8,1,0,50,1,v West Indies,Visakhapatnam,4,0
2018-10-24,S Dhawan (INDIA),29,40,30,4,1,96.66,1,v West Indies,Visakhapatnam,29,0
2018-10-24,V Kohli (INDIA),157*,217,129,13,4,121.7,1,v West Indies,Visakhapatnam,157*,1
2018-10-24,AT Rayudu (INDIA),73,105,80,8,0,91.25,1,v West Indies,Visakhapatnam,73,0
2018-10-24,MS Dhoni (INDIA),20,31,25,0,1,80,1,v West Indies,Visakhapatnam,20,0
2018-10-24,RR Pant (INDIA),17,18,13,2,0,130.76,1,v West Indies,Visakhapatnam,17,0
2018-10-24,RA Jadeja (INDIA),13,27,14,0,0,92.85,1,v West Indies,Visakhapatnam,13,0
2018-10-24,Mohammed Shami (INDIA),0*,6,1,0,0,0,1,v West Indies,Visakhapatnam,0*,1
2018-10-24,KOA Powell (WI),18,28,20,3,0,90,2,v India,Visakhapatnam,18,0
2018-10-24,C Hemraj (WI),32,45,24,6,0,133.33,2,v India,Visakhapatnam,32,0
2018-10-24,SD Hope (WI),123*,209,134,10,3,91.79,2,v India,Visakhapatnam,123*,1
2018-10-24,MN Samuels (WI),13,10,10,3,0,130,2,v India,Visakhapatnam,13,0
2018-10-24,SO Hetmyer (WI),94,84,64,4,7,146.87,2,v India,Visakhapatnam,94,0
2018-10-24,R Powell (WI),18,27,18,1,1,100,2,v India,Visakhapatnam,18,0
2018-10-24,JO Holder (WI),12,43,23,0,0,52.17,2,v India,Visakhapatnam,12,0
2018-10-24,AR Nurse (WI),5,15,7,0,0,71.42,2,v India,Visakhapatnam,5,0
2018-10-24,KAJ Roach (WI),0*,3,0,0,0,-,2,v India,Visakhapatnam,0*,1
2018-10-24,H Masakadza (ZIM),14,-,18,2,0,77.77,1,v Bangladesh,Chattogram,14,0
2018-10-24,C Zhuwao (ZIM),20,-,27,1,1,74.07,1,v Bangladesh,Chattogram,20,0
2018-10-24,BRM Taylor (ZIM),75,-,73,9,1,102.73,1,v Bangladesh,Chattogram,75,0
2018-10-24,SC Williams (ZIM),47,-,76,2,0,61.84,1,v Bangladesh,Chattogram,47,0
2018-10-24,Sikandar Raza (ZIM),49,-,61,3,2,80.32,1,v Bangladesh,Chattogram,49,0
2018-10-24,PJ Moor (ZIM),17,-,20,2,0,85,1,v Bangladesh,Chattogram,17,0
2018-10-24,E Chigumbura (ZIM),3,-,9,0,0,33.33,1,v Bangladesh,Chattogram,3,0
2018-10-24,B Mavuta (ZIM),9*,-,9,0,0,100,1,v Bangladesh,Chattogram,9*,1
2018-10-24,DT Tiripano (ZIM),3*,-,7,0,0,42.85,1,v Bangladesh,Chattogram,3*,1
2018-10-24,Liton Das (BDESH),83,-,77,12,1,107.79,2,v Zimbabwe,Chattogram,83,0
2018-10-24,Imrul Kayes (BDESH),90,-,111,7,0,81.08,2,v Zimbabwe,Chattogram,90,0
2018-10-24,Fazle Mahmud (BDESH),0,-,5,0,0,0,2,v Zimbabwe,Chattogram,0,0
2018-10-24,Mushfiqur Rahim (BDESH),40*,-,52,2,1,76.92,2,v Zimbabwe,Chattogram,40*,1
2018-10-24,Mohammad Mithun (BDESH),24*,-,21,2,1,114.28,2,v Zimbabwe,Chattogram,24*,1
2018-10-26,H Masakadza (ZIM),2,-,10,0,0,20,1,v Bangladesh,Chattogram,2,0
2018-10-26,C Zhuwao (ZIM),0,-,3,0,0,0,1,v Bangladesh,Chattogram,0,0
2018-10-26,BRM Taylor (ZIM),75,-,72,8,3,104.16,1,v Bangladesh,Chattogram,75,0
2018-10-26,SC Williams (ZIM),129*,-,143,10,1,90.2,1,v Bangladesh,Chattogram,129*,1
2018-10-26,Sikandar Raza (ZIM),40,-,51,2,1,78.43,1,v Bangladesh,Chattogram,40,0
2018-10-26,PJ Moor (ZIM),28,-,21,0,2,133.33,1,v Bangladesh,Chattogram,28,0
2018-10-26,E Chigumbura (ZIM),1*,-,1,0,0,100,1,v Bangladesh,Chattogram,1*,1
2018-10-26,Liton Das (BDESH),0,-,1,0,0,0,2,v Zimbabwe,Chattogram,0,0
2018-10-26,Imrul Kayes (BDESH),115,-,112,10,2,102.67,2,v Zimbabwe,Chattogram,115,0
2018-10-26,Soumya Sarkar (BDESH),117,-,92,9,6,127.17,2,v Zimbabwe,Chattogram,117,0
2018-10-26,Mushfiqur Rahim (BDESH),28*,-,39,1,1,71.79,2,v Zimbabwe,Chattogram,28*,1
2018-10-26,Mohammad Mithun (BDESH),7*,-,11,1,0,63.63,2,v Zimbabwe,Chattogram,7*,1
2018-10-27,KOA Powell (WI),21,-,25,2,1,84,1,v India,Pune,21,0
2018-10-27,C Hemraj (WI),15,-,20,2,1,75,1,v India,Pune,15,0
2018-10-27,SD Hope (WI),95,-,113,6,3,84.07,1,v India,Pune,95,0
2018-10-27,MN Samuels (WI),9,-,17,1,0,52.94,1,v India,Pune,9,0
2018-10-27,SO Hetmyer (WI),37,-,21,2,3,176.19,1,v India,Pune,37,0
2018-10-27,R Powell (WI),4,-,16,0,0,25,1,v India,Pune,4,0
2018-10-27,JO Holder (WI),32,-,39,2,1,82.05,1,v India,Pune,32,0
2018-10-27,FA Allen (WI),5,-,7,1,0,71.42,1,v India,Pune,5,0
2018-10-27,AR Nurse (WI),40,-,22,4,2,181.81,1,v India,Pune,40,0
2018-10-27,KAJ Roach (WI),15*,-,19,1,1,78.94,1,v India,Pune,15*,1
2018-10-27,OC McCoy (WI),0*,-,1,0,0,0,1,v India,Pune,0*,1
2018-10-27,RG Sharma (INDIA),8,-,9,2,0,88.88,2,v West Indies,Pune,8,0
2018-10-27,S Dhawan (INDIA),35,-,45,5,0,77.77,2,v West Indies,Pune,35,0
2018-10-27,V Kohli (INDIA),107,-,119,10,1,89.91,2,v West Indies,Pune,107,0
2018-10-27,AT Rayudu (INDIA),22,-,27,2,0,81.48,2,v West Indies,Pune,22,0
2018-10-27,RR Pant (INDIA),24,-,18,3,1,133.33,2,v West Indies,Pune,24,0
2018-10-27,MS Dhoni (INDIA),7,-,11,0,0,63.63,2,v West Indies,Pune,7,0
2018-10-27,B Kumar (INDIA),10,-,17,1,0,58.82,2,v West Indies,Pune,10,0
2018-10-27,Kuldeep Yadav (INDIA),15*,-,21,1,0,71.42,2,v West Indies,Pune,15*,1
2018-10-27,YS Chahal (INDIA),3,-,5,0,0,60,2,v West Indies,Pune,3,0
2018-10-27,KK Ahmed (INDIA),3,-,11,0,0,27.27,2,v West Indies,Pune,3,0
2018-10-27,JJ Bumrah (INDIA),0,-,3,0,0,0,2,v West Indies,Pune,0,0
2018-10-29,RG Sharma (INDIA),162,-,137,20,4,118.24,1,v West Indies,Mumbai (BS),162,0
2018-10-29,S Dhawan (INDIA),38,-,40,4,2,95,1,v West Indies,Mumbai (BS),38,0
2018-10-29,V Kohli (INDIA),16,-,17,2,0,94.11,1,v West Indies,Mumbai (BS),16,0
2018-10-29,AT Rayudu (INDIA),100,-,81,8,4,123.45,1,v West Indies,Mumbai (BS),100,0
2018-10-29,MS Dhoni (INDIA),23,-,15,2,0,153.33,1,v West Indies,Mumbai (BS),23,0
2018-10-29,KM Jadhav (INDIA),16*,-,7,3,0,228.57,1,v West Indies,Mumbai (BS),16*,1
2018-10-29,RA Jadeja (INDIA),7*,-,4,1,0,175,1,v West Indies,Mumbai (BS),7*,1
2018-10-29,C Hemraj (WI),14,-,16,1,1,87.5,2,v India,Mumbai (BS),14,0
2018-10-29,KOA Powell (WI),4,-,12,1,0,33.33,2,v India,Mumbai (BS),4,0
2018-10-29,SD Hope (WI),0,-,2,0,0,0,2,v India,Mumbai (BS),0,0
2018-10-29,MN Samuels (WI),18,-,23,3,0,78.26,2,v India,Mumbai (BS),18,0
2018-10-29,SO Hetmyer (WI),13,-,11,2,0,118.18,2,v India,Mumbai (BS),13,0
2018-10-29,R Powell (WI),1,-,9,0,0,11.11,2,v India,Mumbai (BS),1,0
2018-10-29,JO Holder (WI),54*,-,70,1,2,77.14,2,v India,Mumbai (BS),54*,1
2018-10-29,FA Allen (WI),10,-,17,1,0,58.82,2,v India,Mumbai (BS),10,0
2018-10-29,AR Nurse (WI),8,-,13,1,0,61.53,2,v India,Mumbai (BS),8,0
2018-10-29,KMA Paul (WI),19,-,18,1,2,105.55,2,v India,Mumbai (BS),19,0
2018-10-29,KAJ Roach (WI),6,-,27,0,0,22.22,2,v India,Mumbai (BS),6,0
2018-11-01,KOA Powell (WI),0,4,4,0,0,0,1,v India,Thiruvananthapuram,0,0
2018-11-01,R Powell (WI),16,74,39,1,0,41.02,1,v India,Thiruvananthapuram,16,0
2018-11-01,SD Hope (WI),0,5,5,0,0,0,1,v India,Thiruvananthapuram,0,0
2018-11-01,MN Samuels (WI),24,40,38,3,1,63.15,1,v India,Thiruvananthapuram,24,0
2018-11-01,SO Hetmyer (WI),9,14,11,1,0,81.81,1,v India,Thiruvananthapuram,9,0
2018-11-01,JO Holder (WI),25,39,33,2,0,75.75,1,v India,Thiruvananthapuram,25,0
2018-11-01,FA Allen (WI),4,14,11,0,0,36.36,1,v India,Thiruvananthapuram,4,0
2018-11-01,KMA Paul (WI),5,29,18,0,0,27.77,1,v India,Thiruvananthapuram,5,0
2018-11-01,D Bishoo (WI),8*,28,15,1,0,53.33,1,v India,Thiruvananthapuram,8*,1
2018-11-01,KAJ Roach (WI),5,12,15,1,0,33.33,1,v India,Thiruvananthapuram,5,0
2018-11-01,O Thomas (WI),0,2,2,0,0,0,1,v India,Thiruvananthapuram,0,0
2018-11-01,RG Sharma (INDIA),63*,65,56,5,4,112.5,2,v West Indies,Thiruvananthapuram,63*,1
2018-11-01,S Dhawan (INDIA),6,7,5,1,0,120,2,v West Indies,Thiruvananthapuram,6,0
2018-11-01,V Kohli (INDIA),33*,57,29,6,0,113.79,2,v West Indies,Thiruvananthapuram,33*,1
2018-11-04,TM Head (AUS),1,-,9,0,0,11.11,1,v South Africa,Perth,1,0
2018-11-04,AJ Finch (AUS),5,-,17,0,0,29.41,1,v South Africa,Perth,5,0
2018-11-04,DJM Short (AUS),0,-,2,0,0,0,1,v South Africa,Perth,0,0
2018-11-04,CA Lynn (AUS),15,-,32,2,0,46.87,1,v South Africa,Perth,15,0
2018-11-04,AT Carey (AUS),33,-,71,2,0,46.47,1,v South Africa,Perth,33,0
2018-11-04,GJ Maxwell (AUS),11,-,8,2,0,137.5,1,v South Africa,Perth,11,0
2018-11-04,MP Stoinis (AUS),14,-,14,2,0,100,1,v South Africa,Perth,14,0
2018-11-04,PJ Cummins (AUS),12,-,26,0,0,46.15,1,v South Africa,Perth,12,0
2018-11-04,NM Coulter-Nile (AUS),34,-,31,5,1,109.67,1,v South Africa,Perth,34,0
2018-11-04,MA Starc (AUS),12,-,12,2,0,100,1,v South Africa,Perth,12,0
2018-11-04,JR Hazlewood (AUS),6*,-,7,1,0,85.71,1,v South Africa,Perth,6*,1
2018-11-04,Q de Kock (SA),47,-,40,7,0,117.5,2,v Australia,Perth,47,0
2018-11-04,RR Hendricks (SA),44,-,74,4,0,59.45,2,v Australia,Perth,44,0
2018-11-04,AK Markram (SA),36,-,32,6,0,112.5,2,v Australia,Perth,36,0
2018-11-04,F du Plessis (SA),10*,-,24,0,0,41.66,2,v Australia,Perth,10*,1
2018-11-04,H Klaasen (SA),2,-,5,0,0,40,2,v Australia,Perth,2,0
2018-11-04,DA Miller (SA),2*,-,1,0,0,200,2,v Australia,Perth,2*,1
2018-11-07,GH Worker (NZ),1,-,9,0,0,11.11,1,v Pakistan,Abu Dhabi,1,0
2018-11-07,C Munro (NZ),29,-,27,5,0,107.4,1,v Pakistan,Abu Dhabi,29,0
2018-11-07,KS Williamson (NZ),27,-,38,2,0,71.05,1,v Pakistan,Abu Dhabi,27,0
2018-11-07,LRPL Taylor (NZ),80,-,112,5,0,71.42,1,v Pakistan,Abu Dhabi,80,0
2018-11-07,TWM Latham (NZ),68,-,64,5,0,106.25,1,v Pakistan,Abu Dhabi,68,0
2018-11-07,HM Nicholls (NZ),0,-,1,0,0,0,1,v Pakistan,Abu Dhabi,0,0
2018-11-07,C de Grandhomme (NZ),0,-,2,0,0,0,1,v Pakistan,Abu Dhabi,0,0
2018-11-07,TG Southee (NZ),20,-,21,0,1,95.23,1,v Pakistan,Abu Dhabi,20,0
2018-11-07,IS Sodhi (NZ),24,-,19,1,2,126.31,1,v Pakistan,Abu Dhabi,24,0
2018-11-07,LH Ferguson (NZ),3*,-,4,0,0,75,1,v Pakistan,Abu Dhabi,3*,1
2018-11-07,TA Boult (NZ),8*,-,3,0,1,266.66,1,v Pakistan,Abu Dhabi,8*,1
2018-11-07,Imam-ul-Haq (PAK),34,-,46,3,0,73.91,2,v New Zealand,Abu Dhabi,34,0
2018-11-07,Fakhar Zaman (PAK),1,-,5,0,0,20,2,v New Zealand,Abu Dhabi,1,0
2018-11-07,Babar Azam (PAK),0,-,1,0,0,0,2,v New Zealand,Abu Dhabi,0,0
2018-11-07,Mohammad Hafeez (PAK),0,-,1,0,0,0,2,v New Zealand,Abu Dhabi,0,0
2018-11-07,Shoaib Malik (PAK),30,-,50,3,0,60,2,v New Zealand,Abu Dhabi,30,0
2018-11-07,Sarfaraz Ahmed (PAK),64,-,69,7,0,92.75,2,v New Zealand,Abu Dhabi,64,0
2018-11-07,Shadab Khan (PAK),7,-,18,0,0,38.88,2,v New Zealand,Abu Dhabi,7,0
2018-11-07,Imad Wasim (PAK),50,-,72,0,2,69.44,2,v New Zealand,Abu Dhabi,50,0
2018-11-07,Hasan Ali (PAK),16,-,21,1,0,76.19,2,v New Zealand,Abu Dhabi,16,0
2018-11-07,Shaheen Shah Afridi (PAK),0,-,2,0,0,0,2,v New Zealand,Abu Dhabi,0,0
2018-11-07,Junaid Khan (PAK),0*,-,0,0,0,-,2,v New Zealand,Abu Dhabi,0*,1
2018-11-09,AJ Finch (AUS),41,-,63,4,0,65.07,1,v South Africa,Adelaide,41,0
2018-11-09,TM Head (AUS),8,-,7,2,0,114.28,1,v South Africa,Adelaide,8,0
2018-11-09,SE Marsh (AUS),22,-,26,2,0,84.61,1,v South Africa,Adelaide,22,0
2018-11-09,CA Lynn (AUS),44,-,44,3,2,100,1,v South Africa,Adelaide,44,0
2018-11-09,AT Carey (AUS),47,-,72,4,0,65.27,1,v South Africa,Adelaide,47,0
2018-11-09,GJ Maxwell (AUS),15,-,19,1,0,78.94,1,v South Africa,Adelaide,15,0
2018-11-09,MP Stoinis (AUS),2,-,9,0,0,22.22,1,v South Africa,Adelaide,2,0
2018-11-09,PJ Cummins (AUS),3,-,8,0,0,37.5,1,v South Africa,Adelaide,3,0
2018-11-09,MA Starc (AUS),6,-,6,1,0,100,1,v South Africa,Adelaide,6,0
2018-11-09,A Zampa (AUS),22,-,24,2,0,91.66,1,v South Africa,Adelaide,22,0
2018-11-09,JR Hazlewood (AUS),10*,-,13,1,0,76.92,1,v South Africa,Adelaide,10*,1
2018-11-09,Q de Kock (SA),9,-,12,1,0,75,2,v Australia,Adelaide,9,0
2018-11-09,RR Hendricks (SA),16,-,27,1,0,59.25,2,v Australia,Adelaide,16,0
2018-11-09,AK Markram (SA),19,-,17,2,1,111.76,2,v Australia,Adelaide,19,0
2018-11-09,F du Plessis (SA),47,-,65,3,0,72.3,2,v Australia,Adelaide,47,0
2018-11-09,H Klaasen (SA),14,-,17,2,0,82.35,2,v Australia,Adelaide,14,0
2018-11-09,DA Miller (SA),51,-,71,3,1,71.83,2,v Australia,Adelaide,51,0
2018-11-09,D Pretorius (SA),14,-,32,0,0,43.75,2,v Australia,Adelaide,14,0
2018-11-09,DW Steyn (SA),3,-,11,0,0,27.27,2,v Australia,Adelaide,3,0
2018-11-09,K Rabada (SA),9,-,17,0,0,52.94,2,v Australia,Adelaide,9,0
2018-11-09,L Ngidi (SA),19*,-,20,1,1,95,2,v Australia,Adelaide,19*,1
2018-11-09,Imran Tahir (SA),11*,-,11,2,0,100,2,v Australia,Adelaide,11*,1
2018-11-09,GH Worker (NZ),28,-,50,2,0,56,1,v Pakistan,Abu Dhabi,28,0
2018-11-09,C Munro (NZ),13,-,10,1,1,130,1,v Pakistan,Abu Dhabi,13,0
2018-11-09,KS Williamson (NZ),1,-,3,0,0,33.33,1,v Pakistan,Abu Dhabi,1,0
2018-11-09,LRPL Taylor (NZ),86*,-,120,3,1,71.66,1,v Pakistan,Abu Dhabi,86*,1
2018-11-09,TWM Latham (NZ),1,-,7,0,0,14.28,1,v Pakistan,Abu Dhabi,1,0
2018-11-09,HM Nicholls (NZ),33,-,63,1,0,52.38,1,v Pakistan,Abu Dhabi,33,0
2018-11-09,C de Grandhomme (NZ),3,-,12,0,0,25,1,v Pakistan,Abu Dhabi,3,0
2018-11-09,TG Southee (NZ),13,-,21,1,0,61.9,1,v Pakistan,Abu Dhabi,13,0
2018-11-09,IS Sodhi (NZ),13,-,11,1,1,118.18,1,v Pakistan,Abu Dhabi,13,0
2018-11-09,TA Boult (NZ),1,-,3,0,0,33.33,1,v Pakistan,Abu Dhabi,1,0
2018-11-09,LH Ferguson (NZ),1*,-,1,0,0,100,1,v Pakistan,Abu Dhabi,1*,1
2018-11-09,Imam-ul-Haq (PAK),16*,-,34,1,0,47.05,2,v New Zealand,Abu Dhabi,16*,1
2018-11-09,Fakhar Zaman (PAK),88,-,88,11,0,100,2,v New Zealand,Abu Dhabi,88,0
2018-11-09,Babar Azam (PAK),46,-,50,5,0,92,2,v New Zealand,Abu Dhabi,46,0
2018-11-09,Mohammad Hafeez (PAK),27*,-,31,2,0,87.09,2,v New Zealand,Abu Dhabi,27*,1
2018-11-09,Shoaib Malik (PAK),10,-,13,1,0,76.92,2,v New Zealand,Abu Dhabi,10,0
2018-11-09,Sarfaraz Ahmed (PAK),13,-,17,1,0,76.47,2,v New Zealand,Abu Dhabi,13,0
2018-11-09,Shadab Khan (PAK),2*,-,10,0,0,20,2,v New Zealand,Abu Dhabi,2*,1
2018-11-11,Q de Kock (SA),4,-,7,0,0,57.14,1,v Australia,Hobart,4,0
2018-11-11,RR Hendricks (SA),8,-,26,2,0,30.76,1,v Australia,Hobart,8,0
2018-11-11,AK Markram (SA),32,-,42,1,3,76.19,1,v Australia,Hobart,32,0
2018-11-11,F du Plessis (SA),125,-,114,15,2,109.64,1,v Australia,Hobart,125,0
2018-11-11,DA Miller (SA),139,-,108,13,4,128.7,1,v Australia,Hobart,139,0
2018-11-11,H Klaasen (SA),1*,-,2,0,0,50,1,v Australia,Hobart,1*,1
2018-11-11,D Pretorius (SA),1*,-,1,0,0,100,1,v Australia,Hobart,1*,1
2018-11-11,CA Lynn (AUS),0,-,1,0,0,0,2,v South Africa,Hobart,0,0
2018-11-11,AJ Finch (AUS),11,-,15,1,0,73.33,2,v South Africa,Hobart,11,0
2018-11-11,SE Marsh (AUS),106,-,102,7,4,103.92,2,v South Africa,Hobart,106,0
2018-11-11,TM Head (AUS),6,-,21,1,0,28.57,2,v South Africa,Hobart,6,0
2018-11-11,MP Stoinis (AUS),63,-,76,5,4,82.89,2,v South Africa,Hobart,63,0
2018-11-11,AT Carey (AUS),42,-,41,1,1,102.43,2,v South Africa,Hobart,42,0
2018-11-11,GJ Maxwell (AUS),35,-,27,3,0,129.62,2,v South Africa,Hobart,35,0
2018-11-11,PJ Cummins (AUS),7*,-,12,1,0,58.33,2,v South Africa,Hobart,7*,1
2018-11-11,MA Starc (AUS),0,-,1,0,0,0,2,v South Africa,Hobart,0,0
2018-11-11,A Zampa (AUS),0,-,3,0,0,0,2,v South Africa,Hobart,0,0
2018-11-11,JR Hazlewood (AUS),0*,-,1,0,0,0,2,v South Africa,Hobart,0*,1
2018-11-11,Fakhar Zaman (PAK),65,-,77,8,0,84.41,1,v New Zealand,Dubai (DSC),65,0
2018-11-11,Mohammad Hafeez (PAK),19,-,34,1,0,55.88,1,v New Zealand,Dubai (DSC),19,0
2018-11-11,Babar Azam (PAK),92,-,100,4,1,92,1,v New Zealand,Dubai (DSC),92,0
2018-11-11,Haris Sohail (PAK),60,-,59,6,2,101.69,1,v New Zealand,Dubai (DSC),60,0
2018-11-11,Shoaib Malik (PAK),18,-,18,0,0,100,1,v New Zealand,Dubai (DSC),18,0
2018-11-11,Asif Ali (PAK),9,-,6,0,1,150,1,v New Zealand,Dubai (DSC),9,0
2018-11-11,Faheem Ashraf (PAK),5,-,2,0,0,250,1,v New Zealand,Dubai (DSC),5,0
2018-11-11,Hasan Ali (PAK),2,-,3,0,0,66.66,1,v New Zealand,Dubai (DSC),2,0
2018-11-11,Sarfaraz Ahmed (PAK),1*,-,1,0,0,100,1,v New Zealand,Dubai (DSC),1*,1
2018-11-11,GH Worker (NZ),18*,-,19,2,0,94.73,2,v Pakistan,Dubai (DSC),18*,1
2018-11-11,C Munro (NZ),0,-,2,0,0,0,2,v Pakistan,Dubai (DSC),0,0
2018-11-11,HM Nicholls (NZ),15*,-,20,1,0,75,2,v Pakistan,Dubai (DSC),15*,1
2018-12-09,KOA Powell (WI),10,-,27,1,0,37.03,1,v Bangladesh,Dhaka,10,0
2018-12-09,SD Hope (WI),43,-,59,3,0,72.88,1,v Bangladesh,Dhaka,43,0
2018-12-09,DM Bravo (WI),19,-,51,1,0,37.25,1,v Bangladesh,Dhaka,19,0
2018-12-09,MN Samuels (WI),25,-,48,2,0,52.08,1,v Bangladesh,Dhaka,25,0
2018-12-09,SO Hetmyer (WI),6,-,13,0,0,46.15,1,v Bangladesh,Dhaka,6,0
2018-12-09,R Powell (WI),14,-,25,1,0,56,1,v Bangladesh,Dhaka,14,0
2018-12-09,RL Chase (WI),32,-,38,1,1,84.21,1,v Bangladesh,Dhaka,32,0
2018-12-09,KMA Paul (WI),36,-,28,1,2,128.57,1,v Bangladesh,Dhaka,36,0
2018-12-09,KAJ Roach (WI),5*,-,8,0,0,62.5,1,v Bangladesh,Dhaka,5*,1
