Date,Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Runs_only,Not_Outs
2011-02-21,BJ Haddin (AUS),29,68,66,3,0,43.93,1,v Zimbabwe,Ahmedabad,29,0
2011-02-21,RT Ponting (AUS),28,50,36,0,0,77.77,1,v Zimbabwe,Ahmedabad,28,0
2011-02-21,MJ Clarke (AUS),58*,77,55,4,0,105.45,1,v Zimbabwe,Ahmedabad,58*,1
2011-02-21,CL White (AUS),22,44,36,0,0,61.11,1,v Zimbabwe,Ahmedabad,22,0
2011-02-21,DJ Hussey (AUS),14,15,8,1,1,175,1,v Zimbabwe,Ahmedabad,14,0
2011-02-21,SPD Smith (AUS),11,4,4,1,1,275,1,v Zimbabwe,Ahmedabad,11,0
2011-02-21,MG Johnson (AUS),7*,5,3,1,0,233.33,1,v Zimbabwe,Ahmedabad,7*,1
2011-02-21,BRM Taylor (ZIM),16,53,24,1,0,66.66,2,v Australia,Ahmedabad,16,0
2011-02-21,CK Coventry (ZIM),14,24,24,1,1,58.33,2,v Australia,Ahmedabad,14,0
2011-02-21,T Taibu (ZIM),7,23,17,1,0,41.17,2,v Australia,Ahmedabad,7,0
2011-02-21,CR Ervine (ZIM),0,13,6,0,0,0,2,v Australia,Ahmedabad,0,0
2011-02-21,E Chigumbura (ZIM),14,44,25,2,0,56,2,v Australia,Ahmedabad,14,0
2011-02-21,SC Williams (ZIM),28,40,40,1,1,70,2,v Australia,Ahmedabad,28,0
2011-02-21,RW Chakabva (ZIM),6,21,18,0,0,33.33,2,v Australia,Ahmedabad,6,0
2011-02-21,P Utseya (ZIM),24,52,45,1,0,53.33,2,v Australia,Ahmedabad,24,0
2011-02-21,AG Cremer (ZIM),37,51,51,4,0,72.54,2,v Australia,Ahmedabad,37,0
2011-02-21,RW Price (ZIM),5*,25,19,0,0,26.31,2,v Australia,Ahmedabad,5*,1
2011-02-21,CB Mpofu (ZIM),2,12,11,0,0,18.18,2,v Australia,Ahmedabad,2,0
2011-02-22,AN Kervezee (NL),16,25,25,2,0,64,1,v England,Nagpur,16,0
2011-02-22,W Barresi (NL),29,49,25,6,0,116,1,v England,Nagpur,29,0
2011-02-22,TLW Cooper (NL),47,84,73,3,0,64.38,1,v England,Nagpur,47,0
2011-02-22,RN ten Doeschate (NL),119,160,110,9,3,108.18,1,v England,Nagpur,119,0
2011-02-22,B Zuiderent (NL),1,19,10,0,0,10,1,v England,Nagpur,1,0
2011-02-22,TN de Grooth (NL),28,47,31,3,0,90.32,1,v England,Nagpur,28,0
2011-02-22,PW Borren (NL),35*,41,24,4,0,145.83,1,v England,Nagpur,35*,1
2011-02-22,Mudassar Bukhari (NL),6*,11,5,0,0,120,1,v England,Nagpur,6*,1
2011-02-22,AJ Strauss (ENG),88,113,83,9,0,106.02,2,v Netherlands,Nagpur,88,0
2011-02-22,KP Pietersen (ENG),39,70,61,5,0,63.93,2,v Netherlands,Nagpur,39,0
2011-02-22,IJL Trott (ENG),62,91,65,4,0,95.38,2,v Netherlands,Nagpur,62,0
2011-02-22,IR Bell (ENG),33,61,40,1,0,82.5,2,v Netherlands,Nagpur,33,0
2011-02-22,PD Collingwood (ENG),30*,40,23,3,0,130.43,2,v Netherlands,Nagpur,30*,1
2011-02-22,RS Bopara (ENG),30*,27,20,2,1,150,2,v Netherlands,Nagpur,30*,1
2011-02-23,Mohammad Hafeez (PAK),9,24,20,1,0,45,1,v Kenya,Hambantota,9,0
2011-02-23,Ahmed Shehzad (PAK),1,32,18,0,0,5.55,1,v Kenya,Hambantota,1,0
2011-02-23,Kamran Akmal (PAK),55,84,67,5,0,82.08,1,v Kenya,Hambantota,55,0
2011-02-23,Younis Khan (PAK),50,112,67,2,0,74.62,1,v Kenya,Hambantota,50,0
2011-02-23,Misbah-ul-Haq (PAK),65,92,69,1,2,94.2,1,v Kenya,Hambantota,65,0
2011-02-23,Umar Akmal (PAK),71,66,52,8,1,136.53,1,v Kenya,Hambantota,71,0
2011-02-23,Shahid Afridi (PAK),7,12,4,1,0,175,1,v Kenya,Hambantota,7,0
2011-02-23,Abdul Razzaq (PAK),8*,13,6,1,0,133.33,1,v Kenya,Hambantota,8*,1
2011-02-23,Abdur Rehman (PAK),5*,10,3,0,0,166.66,1,v Kenya,Hambantota,5*,1
2011-02-23,MA Ouma (KENYA),16,55,37,1,0,43.24,2,v Pakistan,Hambantota,16,0
2011-02-23,SR Waters (KENYA),17,38,31,2,0,54.83,2,v Pakistan,Hambantota,17,0
2011-02-23,CO Obuya (KENYA),47,89,58,3,3,81.03,2,v Pakistan,Hambantota,47,0
2011-02-23,SO Tikolo (KENYA),13,37,33,1,0,39.39,2,v Pakistan,Hambantota,13,0
2011-02-23,T Mishra (KENYA),6,11,16,1,0,37.5,2,v Pakistan,Hambantota,6,0
2011-02-23,RR Patel (KENYA),0,4,6,0,0,0,2,v Pakistan,Hambantota,0,0
2011-02-23,JK Kamande (KENYA),2,3,3,0,0,66.66,2,v Pakistan,Hambantota,2,0
2011-02-23,TM Odoyo (KENYA),0,8,8,0,0,0,2,v Pakistan,Hambantota,0,0
2011-02-23,NN Odhiambo (KENYA),0,8,6,0,0,0,2,v Pakistan,Hambantota,0,0
2011-02-23,SO Ngoche (KENYA),0,8,1,0,0,0,2,v Pakistan,Hambantota,0,0
2011-02-23,E Otieno (KENYA),0*,3,1,0,0,0,2,v Pakistan,Hambantota,0*,1
2011-02-24,CH Gayle (WI),2,3,3,0,0,66.66,1,v South Africa,Delhi,2,0
2011-02-24,DS Smith (WI),36,103,57,3,0,63.15,1,v South Africa,Delhi,36,0
2011-02-24,DM Bravo (WI),73,96,82,8,1,89.02,1,v South Africa,Delhi,73,0
2011-02-24,RR Sarwan (WI),2,15,10,0,0,20,1,v South Africa,Delhi,2,0
2011-02-24,S Chanderpaul (WI),31,73,51,1,1,60.78,1,v South Africa,Delhi,31,0
2011-02-24,DJ Bravo (WI),40,46,37,1,3,108.1,1,v South Africa,Delhi,40,0
2011-02-24,DC Thomas (WI),15,29,26,1,0,57.69,1,v South Africa,Delhi,15,0
2011-02-24,KA Pollard (WI),0,6,1,0,0,0,1,v South Africa,Delhi,0,0
2011-02-24,DJG Sammy (WI),0,7,4,0,0,0,1,v South Africa,Delhi,0,0
2011-02-24,SJ Benn (WI),6,14,8,1,0,75,1,v South Africa,Delhi,6,0
2011-02-24,KAJ Roach (WI),2*,12,6,0,0,33.33,1,v South Africa,Delhi,2*,1
2011-02-24,HM Amla (SA),14,14,15,2,0,93.33,2,v West Indies,Delhi,14,0
2011-02-24,GC Smith (SA),45,116,78,2,0,57.69,2,v West Indies,Delhi,45,0
2011-02-24,JH Kallis (SA),4,5,7,0,0,57.14,2,v West Indies,Delhi,4,0
2011-02-24,AB de Villiers (SA),107*,149,105,8,2,101.9,2,v West Indies,Delhi,107*,1
2011-02-24,JP Duminy (SA),42*,54,53,1,0,79.24,2,v West Indies,Delhi,42*,1
2011-02-25,MJ Guptill (NZ),10,45,25,2,0,40,1,v Australia,Nagpur,10,0
2011-02-25,BB McCullum (NZ),16,19,12,3,0,133.33,1,v Australia,Nagpur,16,0
2011-02-25,JD Ryder (NZ),25,49,31,6,0,80.64,1,v Australia,Nagpur,25,0
2011-02-25,LRPL Taylor (NZ),7,45,22,1,0,31.81,1,v Australia,Nagpur,7,0
2011-02-25,JEC Franklin (NZ),0,2,3,0,0,0,1,v Australia,Nagpur,0,0
2011-02-25,SB Styris (NZ),0,4,4,0,0,0,1,v Australia,Nagpur,0,0
2011-02-25,JM How (NZ),22,60,47,1,0,46.8,1,v Australia,Nagpur,22,0
2011-02-25,NL McCullum (NZ),52,94,76,3,0,68.42,1,v Australia,Nagpur,52,0
2011-02-25,DL Vettori (NZ),44,62,43,5,0,102.32,1,v Australia,Nagpur,44,0
2011-02-25,TG Southee (NZ),6,20,10,0,0,60,1,v Australia,Nagpur,6,0
2011-02-25,HK Bennett (NZ),0*,1,0,0,0,-,1,v Australia,Nagpur,0*,1
2011-02-25,SR Watson (AUS),62,87,61,6,1,101.63,2,v New Zealand,Nagpur,62,0
2011-02-25,BJ Haddin (AUS),55,84,50,8,0,110,2,v New Zealand,Nagpur,55,0
2011-02-25,RT Ponting (AUS),12,39,28,1,0,42.85,2,v New Zealand,Nagpur,12,0
2011-02-25,MJ Clarke (AUS),24*,77,37,4,0,64.86,2,v New Zealand,Nagpur,24*,1
2011-02-25,CL White (AUS),22*,39,28,3,0,78.57,2,v New Zealand,Nagpur,22*,1
2011-02-25,Tamim Iqbal (BDESH),44,52,43,7,0,102.32,1,v Ireland,Dhaka,44,0
2011-02-25,Imrul Kayes (BDESH),12,29,12,2,0,100,1,v Ireland,Dhaka,12,0
2011-02-25,Junaid Siddique (BDESH),3,9,8,0,0,37.5,1,v Ireland,Dhaka,3,0
2011-02-25,Mushfiqur Rahim (BDESH),36,95,66,2,0,54.54,1,v Ireland,Dhaka,36,0
2011-02-25,Shakib Al Hasan (BDESH),16,17,20,3,0,80,1,v Ireland,Dhaka,16,0
2011-02-25,Raqibul Hasan (BDESH),38,87,69,1,0,55.07,1,v Ireland,Dhaka,38,0
2011-02-25,Mohammad Ashraful (BDESH),1,9,6,0,0,16.66,1,v Ireland,Dhaka,1,0
2011-02-25,Naeem Islam (BDESH),29,64,38,3,0,76.31,1,v Ireland,Dhaka,29,0
2011-02-25,Shafiul Islam (BDESH),2,14,17,0,0,11.76,1,v Ireland,Dhaka,2,0
2011-02-25,Abdur Razzak (BDESH),11,28,16,0,0,68.75,1,v Ireland,Dhaka,11,0
2011-02-25,Rubel Hossain (BDESH),2*,7,2,0,0,100,1,v Ireland,Dhaka,2*,1
2011-02-25,WTS Porterfield (IRE),20,31,30,2,0,66.66,2,v Bangladesh,Dhaka,20,0
2011-02-25,PR Stirling (IRE),9,18,10,1,0,90,2,v Bangladesh,Dhaka,9,0
2011-02-25,EC Joyce (IRE),16,45,35,0,0,45.71,2,v Bangladesh,Dhaka,16,0
2011-02-25,NJ O'Brien (IRE),38,64,52,3,0,73.07,2,v Bangladesh,Dhaka,38,0
2011-02-25,AR White (IRE),10,20,27,1,0,37.03,2,v Bangladesh,Dhaka,10,0
2011-02-25,KJ O'Brien (IRE),37,46,40,3,1,92.5,2,v Bangladesh,Dhaka,37,0
2011-02-25,AC Botha (IRE),22,55,36,2,0,61.11,2,v Bangladesh,Dhaka,22,0
2011-02-25,JF Mooney (IRE),0,16,8,0,0,0,2,v Bangladesh,Dhaka,0,0
2011-02-25,DT Johnston (IRE),6,10,6,1,0,100,2,v Bangladesh,Dhaka,6,0
2011-02-25,GH Dockrell (IRE),4*,21,12,0,0,33.33,2,v Bangladesh,Dhaka,4*,1
2011-02-25,WB Rankin (IRE),3,12,13,0,0,23.07,2,v Bangladesh,Dhaka,3,0
2011-02-26,Ahmed Shehzad (PAK),13,24,23,2,0,56.52,1,v Sri Lanka,Colombo (RPS),13,0
2011-02-26,Mohammad Hafeez (PAK),32,63,31,4,1,103.22,1,v Sri Lanka,Colombo (RPS),32,0
2011-02-26,Kamran Akmal (PAK),39,68,48,5,0,81.25,1,v Sri Lanka,Colombo (RPS),39,0
2011-02-26,Younis Khan (PAK),72,108,76,4,0,94.73,1,v Sri Lanka,Colombo (RPS),72,0
2011-02-26,Misbah-ul-Haq (PAK),83*,118,91,6,0,91.2,1,v Sri Lanka,Colombo (RPS),83*,1
2011-02-26,Umar Akmal (PAK),10,21,15,1,0,66.66,1,v Sri Lanka,Colombo (RPS),10,0
2011-02-26,Shahid Afridi (PAK),16,18,12,3,0,133.33,1,v Sri Lanka,Colombo (RPS),16,0
2011-02-26,Abdul Razzaq (PAK),3,6,4,0,0,75,1,v Sri Lanka,Colombo (RPS),3,0
2011-02-26,WU Tharanga (SL),33,64,43,6,0,76.74,2,v Pakistan,Colombo (RPS),33,0
2011-02-26,TM Dilshan (SL),41,81,55,5,0,74.54,2,v Pakistan,Colombo (RPS),41,0
2011-02-26,KC Sangakkara (SL),49,109,61,2,1,80.32,2,v Pakistan,Colombo (RPS),49,0
2011-02-26,DPMD Jayawardene (SL),2,12,10,0,0,20,2,v Pakistan,Colombo (RPS),2,0
2011-02-26,TT Samaraweera (SL),1,6,4,0,0,25,2,v Pakistan,Colombo (RPS),1,0
2011-02-26,LPC Silva (SL),57,115,78,5,0,73.07,2,v Pakistan,Colombo (RPS),57,0
2011-02-26,AD Mathews (SL),18,24,20,2,0,90,2,v Pakistan,Colombo (RPS),18,0
2011-02-26,NLTC Perera (SL),8,14,6,1,0,133.33,2,v Pakistan,Colombo (RPS),8,0
2011-02-26,KMDN Kulasekara (SL),24,21,14,2,1,171.42,2,v Pakistan,Colombo (RPS),24,0
2011-02-26,HMRKB Herath (SL),4*,20,10,0,0,40,2,v Pakistan,Colombo (RPS),4*,1
2011-02-26,M Muralitharan (SL),0*,1,1,0,0,0,2,v Pakistan,Colombo (RPS),0*,1
2011-02-27,V Sehwag (INDIA),35,34,26,6,0,134.61,1,v England,Bengaluru,35,0
2011-02-27,SR Tendulkar (INDIA),120,170,115,10,5,104.34,1,v England,Bengaluru,120,0
2011-02-27,G Gambhir (INDIA),51,95,61,5,0,83.6,1,v England,Bengaluru,51,0
2011-02-27,Yuvraj Singh (INDIA),58,76,50,9,0,116,1,v England,Bengaluru,58,0
2011-02-27,MS Dhoni (INDIA),31,38,25,3,1,124,1,v England,Bengaluru,31,0
2011-02-27,YK Pathan (INDIA),14,12,8,1,1,175,1,v England,Bengaluru,14,0
2011-02-27,V Kohli (INDIA),8,12,5,1,0,160,1,v England,Bengaluru,8,0
2011-02-27,Harbhajan Singh (INDIA),0,4,1,0,0,0,1,v England,Bengaluru,0,0
2011-02-27,Z Khan (INDIA),4,10,5,0,0,80,1,v England,Bengaluru,4,0
2011-02-27,PP Chawla (INDIA),2,5,4,0,0,50,1,v England,Bengaluru,2,0
2011-02-27,MM Patel (INDIA),0*,1,0,0,0,-,1,v England,Bengaluru,0*,1
2011-02-27,AJ Strauss (ENG),158,188,145,18,1,108.96,2,v India,Bengaluru,158,0
2011-02-27,KP Pietersen (ENG),31,45,22,5,0,140.9,2,v India,Bengaluru,31,0
2011-02-27,IJL Trott (ENG),16,30,19,1,0,84.21,2,v India,Bengaluru,16,0
2011-02-27,IR Bell (ENG),69,108,71,4,1,97.18,2,v India,Bengaluru,69,0
2011-02-27,PD Collingwood (ENG),1,12,5,0,0,20,2,v India,Bengaluru,1,0
2011-02-27,MJ Prior (ENG),4,15,8,0,0,50,2,v India,Bengaluru,4,0
2011-02-27,MH Yardy (ENG),13,17,10,1,0,130,2,v India,Bengaluru,13,0
2011-02-27,TT Bresnan (ENG),14,18,9,0,1,155.55,2,v India,Bengaluru,14,0
2011-02-27,GP Swann (ENG),15*,12,9,0,1,166.66,2,v India,Bengaluru,15*,1
2011-02-27,A Shahzad (ENG),6*,5,2,0,1,300,2,v India,Bengaluru,6*,1
2011-02-28,BRM Taylor (ZIM),0,1,1,0,0,0,1,v Canada,Nagpur,0,0
2011-02-28,CK Coventry (ZIM),4,16,10,0,0,40,1,v Canada,Nagpur,4,0
2011-02-28,T Taibu (ZIM),98,147,99,9,0,98.98,1,v Canada,Nagpur,98,0
2011-02-28,CR Ervine (ZIM),85,114,81,6,2,104.93,1,v Canada,Nagpur,85,0
2011-02-28,E Chigumbura (ZIM),5,6,8,1,0,62.5,1,v Canada,Nagpur,5,0
2011-02-28,SC Williams (ZIM),30,34,25,3,0,120,1,v Canada,Nagpur,30,0
2011-02-28,GA Lamb (ZIM),11,12,13,1,0,84.61,1,v Canada,Nagpur,11,0
2011-02-28,P Utseya (ZIM),22,40,29,2,0,75.86,1,v Canada,Nagpur,22,0
2011-02-28,AG Cremer (ZIM),26,31,23,2,0,113.04,1,v Canada,Nagpur,26,0
2011-02-28,RW Price (ZIM),10*,14,6,2,0,166.66,1,v Canada,Nagpur,10*,1
2011-02-28,CB Mpofu (ZIM),3*,9,5,0,0,60,1,v Canada,Nagpur,3*,1
2011-02-28,JM Davison (CAN),0,5,8,0,0,0,2,v Zimbabwe,Nagpur,0,0
2011-02-28,NR Kumar (CAN),1,22,10,0,0,10,2,v Zimbabwe,Nagpur,1,0
2011-02-28,R Gunasekera (CAN),24,76,64,2,0,37.5,2,v Zimbabwe,Nagpur,24,0
2011-02-28,A Bagai (CAN),0,1,1,0,0,0,2,v Zimbabwe,Nagpur,0,0
2011-02-28,AS Hansra (CAN),20,53,41,1,1,48.78,2,v Zimbabwe,Nagpur,20,0
2011-02-28,Rizwan Cheema (CAN),14,9,10,2,1,140,2,v Zimbabwe,Nagpur,14,0
2011-02-28,ZE Surkari (CAN),26,70,48,2,0,54.16,2,v Zimbabwe,Nagpur,26,0
2011-02-28,TG Gordon (CAN),7,13,20,1,0,35,2,v Zimbabwe,Nagpur,7,0
2011-02-28,Khurram Chohan (CAN),8,22,22,1,0,36.36,2,v Zimbabwe,Nagpur,8,0
2011-02-28,HS Baidwan (CAN),13*,29,23,1,0,56.52,2,v Zimbabwe,Nagpur,13*,1
2011-02-28,WD Balaji Rao (CAN),1,3,6,0,0,16.66,2,v Zimbabwe,Nagpur,1,0
2011-02-28,DS Smith (WI),53,67,51,9,0,103.92,1,v Netherlands,Delhi,53,0
2011-02-28,CH Gayle (WI),80,136,110,7,2,72.72,1,v Netherlands,Delhi,80,0
2011-02-28,DM Bravo (WI),30,42,38,1,2,78.94,1,v Netherlands,Delhi,30,0
2011-02-28,RR Sarwan (WI),49,55,42,7,1,116.66,1,v Netherlands,Delhi,49,0
2011-02-28,KA Pollard (WI),60,59,27,5,4,222.22,1,v Netherlands,Delhi,60,0
2011-02-28,DJG Sammy (WI),6,6,6,1,0,100,1,v Netherlands,Delhi,6,0
2011-02-28,S Chanderpaul (WI),4,9,6,0,0,66.66,1,v Netherlands,Delhi,4,0
2011-02-28,DC Thomas (WI),13,24,13,1,0,100,1,v Netherlands,Delhi,13,0
2011-02-28,NO Miller (WI),11*,13,7,2,0,157.14,1,v Netherlands,Delhi,11*,1
2011-02-28,SJ Benn (WI),3*,1,1,0,0,300,1,v Netherlands,Delhi,3*,1
2011-02-28,AN Kervezee (NL),14,20,20,2,0,70,2,v West Indies,Delhi,14,0
2011-02-28,W Barresi (NL),0,4,5,0,0,0,2,v West Indies,Delhi,0,0
2011-02-28,TLW Cooper (NL),55*,114,72,9,0,76.38,2,v West Indies,Delhi,55*,1
2011-02-28,RN ten Doeschate (NL),7,7,6,1,0,116.66,2,v West Indies,Delhi,7,0
2011-02-28,B Zuiderent (NL),1,5,4,0,0,25,2,v West Indies,Delhi,1,0
2011-02-28,TN de Grooth (NL),1,6,5,0,0,20,2,v West Indies,Delhi,1,0
2011-02-28,PW Borren (NL),10,25,28,1,0,35.71,2,v West Indies,Delhi,10,0
2011-02-28,Mudassar Bukhari (NL),24,35,42,2,0,57.14,2,v West Indies,Delhi,24,0
2011-02-28,PM Seelaar (NL),1,8,5,0,0,20,2,v West Indies,Delhi,1,0
2011-02-28,BP Loots (NL),0,1,1,0,0,0,2,v West Indies,Delhi,0,0
2011-02-28,BA Westdijk (NL),0,1,1,0,0,0,2,v West Indies,Delhi,0,0
2011-03-01,MA Ouma (KENYA),1,7,7,0,0,14.28,1,v Sri Lanka,Colombo (RPS),1,0
2011-03-01,SR Waters (KENYA),3,12,4,0,0,75,1,v Sri Lanka,Colombo (RPS),3,0
2011-03-01,CO Obuya (KENYA),52,121,100,4,0,52,1,v Sri Lanka,Colombo (RPS),52,0
2011-03-01,DO Obuya (KENYA),51,158,106,3,0,48.11,1,v Sri Lanka,Colombo (RPS),51,0
2011-03-01,SO Tikolo (KENYA),7,20,17,1,0,41.17,1,v Sri Lanka,Colombo (RPS),7,0
2011-03-01,T Mishra (KENYA),0,28,13,0,0,0,1,v Sri Lanka,Colombo (RPS),0,0
2011-03-01,JK Kamande (KENYA),1,4,3,0,0,33.33,1,v Sri Lanka,Colombo (RPS),1,0
2011-03-01,NN Odhiambo (KENYA),8*,15,10,2,0,80,1,v Sri Lanka,Colombo (RPS),8*,1
2011-03-01,PJ Ongondo (KENYA),0,3,1,0,0,0,1,v Sri Lanka,Colombo (RPS),0,0
2011-03-01,SO Ngoche (KENYA),0,1,1,0,0,0,1,v Sri Lanka,Colombo (RPS),0,0
2011-03-01,E Otieno (KENYA),0,2,2,0,0,0,1,v Sri Lanka,Colombo (RPS),0,0
2011-03-01,WU Tharanga (SL),67*,92,59,12,0,113.55,2,v Kenya,Colombo (RPS),67*,1
2011-03-01,TM Dilshan (SL),44,41,30,8,0,146.66,2,v Kenya,Colombo (RPS),44,0
2011-03-01,KC Sangakkara (SL),27*,48,24,3,0,112.5,2,v Kenya,Colombo (RPS),27*,1
2011-03-02,AJ Strauss (ENG),34,61,37,2,1,91.89,1,v Ireland,Bengaluru,34,0
2011-03-02,KP Pietersen (ENG),59,77,50,7,2,118,1,v Ireland,Bengaluru,59,0
2011-03-02,IJL Trott (ENG),92,126,92,9,0,100,1,v Ireland,Bengaluru,92,0
2011-03-02,IR Bell (ENG),81,102,86,6,1,94.18,1,v Ireland,Bengaluru,81,0
2011-03-02,PD Collingwood (ENG),16,21,11,0,1,145.45,1,v Ireland,Bengaluru,16,0
2011-03-02,MJ Prior (ENG),6,7,5,1,0,120,1,v Ireland,Bengaluru,6,0
2011-03-02,TT Bresnan (ENG),4,23,8,0,0,50,1,v Ireland,Bengaluru,4,0
2011-03-02,MH Yardy (ENG),3,8,6,0,0,50,1,v Ireland,Bengaluru,3,0
2011-03-02,GP Swann (ENG),9*,8,5,1,0,180,1,v Ireland,Bengaluru,9*,1
2011-03-02,WTS Porterfield (IRE),0,1,1,0,0,0,2,v England,Bengaluru,0,0
2011-03-02,PR Stirling (IRE),32,45,28,5,1,114.28,2,v England,Bengaluru,32,0
2011-03-02,EC Joyce (IRE),32,90,61,3,0,52.45,2,v England,Bengaluru,32,0
2011-03-02,NJ O'Brien (IRE),29,37,36,2,1,80.55,2,v England,Bengaluru,29,0
2011-03-02,GC Wilson (IRE),3,17,14,0,0,21.42,2,v England,Bengaluru,3,0
2011-03-02,KJ O'Brien (IRE),113,123,63,13,6,179.36,2,v England,Bengaluru,113,0
2011-03-02,AR Cusack (IRE),47,80,58,3,1,81.03,2,v England,Bengaluru,47,0
2011-03-02,JF Mooney (IRE),33*,40,30,6,0,110,2,v England,Bengaluru,33*,1
2011-03-02,DT Johnston (IRE),7*,6,4,1,0,175,2,v England,Bengaluru,7*,1
2011-03-03,HM Amla (SA),113,191,130,8,0,86.92,1,v Netherlands,Mohali,113,0
2011-03-03,GC Smith (SA),20,57,32,1,0,62.5,1,v Netherlands,Mohali,20,0
2011-03-03,JH Kallis (SA),2,10,12,0,0,16.66,1,v Netherlands,Mohali,2,0
2011-03-03,AB de Villiers (SA),134,126,98,13,4,136.73,1,v Netherlands,Mohali,134,0
2011-03-03,F du Plessis (SA),18*,27,14,1,0,128.57,1,v Netherlands,Mohali,18*,1
2011-03-03,JP Duminy (SA),40,18,15,2,4,266.66,1,v Netherlands,Mohali,40,0
2011-03-03,MN van Wyk (SA),0*,1,0,0,0,-,1,v Netherlands,Mohali,0*,1
2011-03-03,AN Kervezee (NL),10,23,18,1,0,55.55,2,v South Africa,Mohali,10,0
2011-03-03,W Barresi (NL),44,98,66,5,0,66.66,2,v South Africa,Mohali,44,0
2011-03-03,TLW Cooper (NL),9,26,21,1,0,42.85,2,v South Africa,Mohali,9,0
2011-03-03,B Zuiderent (NL),15,38,26,1,1,57.69,2,v South Africa,Mohali,15,0
2011-03-03,RN ten Doeschate (NL),11,23,21,0,0,52.38,2,v South Africa,Mohali,11,0
2011-03-03,TN de Grooth (NL),12,35,26,0,0,46.15,2,v South Africa,Mohali,12,0
2011-03-03,PW Borren (NL),3,14,13,0,0,23.07,2,v South Africa,Mohali,3,0
2011-03-03,Mudassar Bukhari (NL),0,5,4,0,0,0,2,v South Africa,Mohali,0,0
2011-03-03,PM Seelaar (NL),2*,15,5,0,0,40,2,v South Africa,Mohali,2*,1
2011-03-03,BP Loots (NL),6,8,7,0,1,85.71,2,v South Africa,Mohali,6,0
2011-03-03,BA Westdijk (NL),0,2,2,0,0,0,2,v South Africa,Mohali,0,0
2011-03-03,Mohammad Hafeez (PAK),11,16,12,2,0,91.66,1,v Canada,Colombo (RPS),11,0
2011-03-03,Ahmed Shehzad (PAK),12,48,23,2,0,52.17,1,v Canada,Colombo (RPS),12,0
2011-03-03,Kamran Akmal (PAK),16,66,38,2,0,42.1,1,v Canada,Colombo (RPS),16,0
2011-03-03,Younis Khan (PAK),6,17,13,1,0,46.15,1,v Canada,Colombo (RPS),6,0
2011-03-03,Misbah-ul-Haq (PAK),37,104,68,1,0,54.41,1,v Canada,Colombo (RPS),37,0
2011-03-03,Umar Akmal (PAK),48,77,68,4,1,70.58,1,v Canada,Colombo (RPS),48,0
2011-03-03,Shahid Afridi (PAK),20,21,17,2,0,117.64,1,v Canada,Colombo (RPS),20,0
2011-03-03,Abdul Razzaq (PAK),8,12,8,1,0,100,1,v Canada,Colombo (RPS),8,0
2011-03-03,Umar Gul (PAK),2*,12,4,0,0,50,1,v Canada,Colombo (RPS),2*,1
2011-03-03,Wahab Riaz (PAK),0,1,3,0,0,0,1,v Canada,Colombo (RPS),0,0
2011-03-03,Saeed Ajmal (PAK),0,6,5,0,0,0,1,v Canada,Colombo (RPS),0,0
2011-03-03,R Gunasekera (CAN),8,20,16,0,0,50,2,v Pakistan,Colombo (RPS),8,0
2011-03-03,NR Kumar (CAN),2,25,13,0,0,15.38,2,v Pakistan,Colombo (RPS),2,0
2011-03-03,ZE Surkari (CAN),27,117,67,2,0,40.29,2,v Pakistan,Colombo (RPS),27,0
2011-03-03,A Bagai (CAN),16,52,35,2,0,45.71,2,v Pakistan,Colombo (RPS),16,0
2011-03-03,AS Hansra (CAN),43,70,75,4,1,57.33,2,v Pakistan,Colombo (RPS),43,0
2011-03-03,Rizwan Cheema (CAN),4,5,8,1,0,50,2,v Pakistan,Colombo (RPS),4,0
2011-03-03,TG Gordon (CAN),9,17,12,1,0,75,2,v Pakistan,Colombo (RPS),9,0
2011-03-03,HS Baidwan (CAN),0,1,1,0,0,0,2,v Pakistan,Colombo (RPS),0,0
2011-03-03,Khurram Chohan (CAN),5*,31,20,0,0,25,2,v Pakistan,Colombo (RPS),5*,1
2011-03-03,WD Balaji Rao (CAN),1,14,7,0,0,14.28,2,v Pakistan,Colombo (RPS),1,0
2011-03-03,H Osinde (CAN),0,5,3,0,0,0,2,v Pakistan,Colombo (RPS),0,0
2011-03-04,BRM Taylor (ZIM),44,106,57,4,0,77.19,1,v New Zealand,Ahmedabad,44,0
2011-03-04,CK Coventry (ZIM),0,7,2,0,0,0,1,v New Zealand,Ahmedabad,0,0
2011-03-04,T Taibu (ZIM),8,28,18,1,0,44.44,1,v New Zealand,Ahmedabad,8,0
2011-03-04,CR Ervine (ZIM),11,25,25,2,0,44,1,v New Zealand,Ahmedabad,11,0
2011-03-04,E Chigumbura (ZIM),1,9,4,0,0,25,1,v New Zealand,Ahmedabad,1,0
2011-03-04,RW Chakabva (ZIM),0,3,2,0,0,0,1,v New Zealand,Ahmedabad,0,0
2011-03-04,GA Lamb (ZIM),18,46,34,1,0,52.94,1,v New Zealand,Ahmedabad,18,0
2011-03-04,P Utseya (ZIM),36,95,65,3,0,55.38,1,v New Zealand,Ahmedabad,36,0
2011-03-04,AG Cremer (ZIM),22,43,43,1,0,51.16,1,v New Zealand,Ahmedabad,22,0
2011-03-04,RW Price (ZIM),11,27,19,0,0,57.89,1,v New Zealand,Ahmedabad,11,0
2011-03-04,T Panyangara (ZIM),4*,13,9,1,0,44.44,1,v New Zealand,Ahmedabad,4*,1
