,Player_Name,Country,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
6189,S Randiv ,SL,7,23,9,1,0,77.77,1,v Australia,Brisbane,7 Nov 2010
6190,NLTC Perera ,SL,3,6,7,0,0,42.85,1,v Australia,Brisbane,7 Nov 2010
6191,SL Malinga ,SL,2,15,9,0,0,22.22,1,v Australia,Brisbane,7 Nov 2010
6192,CRD Fernando ,SL,2*,6,5,0,0,40.00,1,v Australia,Brisbane,7 Nov 2010
6193,SR Watson ,AUS,15,28,14,1,0,107.14,2,v Sri Lanka,Brisbane,7 Nov 2010
6194,BJ Haddin ,AUS,31,74,44,3,0,70.45,2,v Sri Lanka,Brisbane,7 Nov 2010
6195,MJ Clarke ,AUS,50*,79,51,6,1,98.03,2,v Sri Lanka,Brisbane,7 Nov 2010
6196,MEK Hussey ,AUS,6*,36,26,0,0,23.07,2,v Sri Lanka,Brisbane,7 Nov 2010
6197,SPD Smith ,AUS,DNB,-,-,-,-,-,2,v Sri Lanka,Brisbane,7 Nov 2010
6198,CJ Ferguson ,AUS,DNB,-,-,-,-,-,2,v Sri Lanka,Brisbane,7 Nov 2010
6199,CL White ,AUS,DNB,-,-,-,-,-,2,v Sri Lanka,Brisbane,7 Nov 2010
6200,MA Starc ,AUS,DNB,-,-,-,-,-,2,v Sri Lanka,Brisbane,7 Nov 2010
6201,CJ McKay ,AUS,DNB,-,-,-,-,-,2,v Sri Lanka,Brisbane,7 Nov 2010
6202,XJ Doherty ,AUS,DNB,-,-,-,-,-,2,v Sri Lanka,Brisbane,7 Nov 2010
6203,MG Johnson ,AUS,DNB,-,-,-,-,-,2,v Sri Lanka,Brisbane,7 Nov 2010
6204,HM Amla ,SA,62,-,47,9,1,131.91,1,v Pakistan,Dubai (DSC),8 Nov 2010
6205,GC Smith ,SA,14,-,15,3,0,93.33,1,v Pakistan,Dubai (DSC),8 Nov 2010
6206,JH Kallis ,SA,83,-,95,4,0,87.36,1,v Pakistan,Dubai (DSC),8 Nov 2010
6207,AB de Villiers ,SA,61,-,72,5,0,84.72,1,v Pakistan,Dubai (DSC),8 Nov 2010
6208,JP Duminy ,SA,59*,-,41,8,0,143.90,1,v Pakistan,Dubai (DSC),8 Nov 2010
6209,CA Ingram ,SA,1,-,4,0,0,25.00,1,v Pakistan,Dubai (DSC),8 Nov 2010
6210,J Botha ,SA,28*,-,26,2,0,107.69,1,v Pakistan,Dubai (DSC),8 Nov 2010
6211,LL Tsotsobe ,SA,DNB,-,-,-,-,-,1,v Pakistan,Dubai (DSC),8 Nov 2010
6212,RJ Peterson ,SA,DNB,-,-,-,-,-,1,v Pakistan,Dubai (DSC),8 Nov 2010
6213,M Morkel ,SA,DNB,-,-,-,-,-,1,v Pakistan,Dubai (DSC),8 Nov 2010
6214,DW Steyn ,SA,DNB,-,-,-,-,-,1,v Pakistan,Dubai (DSC),8 Nov 2010
6215,Shahzaib Hasan ,PAK,39,-,42,6,0,92.85,2,v South Africa,Dubai (DSC),8 Nov 2010
6216,Mohammad Hafeez ,PAK,59,-,58,7,0,101.72,2,v South Africa,Dubai (DSC),8 Nov 2010
6217,Younis Khan ,PAK,3,-,7,0,0,42.85,2,v South Africa,Dubai (DSC),8 Nov 2010
6218,Mohammad Yousuf ,PAK,3,-,5,0,0,60.00,2,v South Africa,Dubai (DSC),8 Nov 2010
6219,Fawad Alam ,PAK,1,-,4,0,0,25.00,2,v South Africa,Dubai (DSC),8 Nov 2010
6220,Umar Akmal ,PAK,60,-,71,1,3,84.50,2,v South Africa,Dubai (DSC),8 Nov 2010
6221,Shahid Afridi ,PAK,24,-,25,1,1,96.00,2,v South Africa,Dubai (DSC),8 Nov 2010
6222,Abdul Razzaq ,PAK,39,-,40,3,1,97.50,2,v South Africa,Dubai (DSC),8 Nov 2010
6223,Wahab Riaz ,PAK,9,-,5,1,0,180.00,2,v South Africa,Dubai (DSC),8 Nov 2010
6224,Abdur Rehman ,PAK,9*,-,9,0,1,100.00,2,v South Africa,Dubai (DSC),8 Nov 2010
6225,Shoaib Akhtar ,PAK,1,-,3,0,0,33.33,2,v South Africa,Dubai (DSC),8 Nov 2010
6226,M Vijay ,INDIA,29,36,32,5,0,90.62,1,v New Zealand,Guwahati,28 Nov 2010
6227,G Gambhir ,INDIA,38,78,38,6,0,100.00,1,v New Zealand,Guwahati,28 Nov 2010
6228,V Kohli ,INDIA,105,162,104,10,0,100.96,1,v New Zealand,Guwahati,28 Nov 2010
6229,Yuvraj Singh ,INDIA,42,77,64,7,0,65.62,1,v New Zealand,Guwahati,28 Nov 2010
6230,SK Raina ,INDIA,13,26,18,1,0,72.22,1,v New Zealand,Guwahati,28 Nov 2010
6231,YK Pathan ,INDIA,29,42,19,3,1,152.63,1,v New Zealand,Guwahati,28 Nov 2010
6232,WP Saha ,INDIA,4,5,5,0,0,80.00,1,v New Zealand,Guwahati,28 Nov 2010
6233,R Ashwin ,INDIA,0,3,2,0,0,0.00,1,v New Zealand,Guwahati,28 Nov 2010
6234,A Nehra ,INDIA,0,7,6,0,0,0.00,1,v New Zealand,Guwahati,28 Nov 2010
6235,S Sreesanth ,INDIA,4,12,6,1,0,66.66,1,v New Zealand,Guwahati,28 Nov 2010
6236,MM Patel ,INDIA,1*,3,1,0,0,100.00,1,v New Zealand,Guwahati,28 Nov 2010
6237,MJ Guptill ,NZ,30,46,37,6,0,81.08,2,v India,Guwahati,28 Nov 2010
6238,JM How ,NZ,9,31,15,1,0,60.00,2,v India,Guwahati,28 Nov 2010
6239,KS Williamson ,NZ,25,73,51,0,0,49.01,2,v India,Guwahati,28 Nov 2010
6240,LRPL Taylor ,NZ,66,102,69,3,3,95.65,2,v India,Guwahati,28 Nov 2010
6241,SB Styris ,NZ,10,17,12,1,0,83.33,2,v India,Guwahati,28 Nov 2010
6242,GD Elliott ,NZ,5,7,6,1,0,83.33,2,v India,Guwahati,28 Nov 2010
6243,DR Tuffey ,NZ,4,7,5,0,0,80.00,2,v India,Guwahati,28 Nov 2010
6244,GJ Hopkins ,NZ,16,22,14,2,0,114.28,2,v India,Guwahati,28 Nov 2010
6245,NL McCullum ,NZ,35,50,35,4,0,100.00,2,v India,Guwahati,28 Nov 2010
6246,KD Mills ,NZ,32,42,28,2,2,114.28,2,v India,Guwahati,28 Nov 2010
6247,AJ McKay ,NZ,0*,1,0,0,0,-,2,v India,Guwahati,28 Nov 2010
6248,BRM Taylor ,ZIM,27,48,35,4,0,77.14,1,v Bangladesh,Dhaka,1 Dec 2010
6249,CJ Chibhabha ,ZIM,24,38,30,4,0,80.00,1,v Bangladesh,Dhaka,1 Dec 2010
6250,RW Chakabva ,ZIM,45,91,85,4,0,52.94,1,v Bangladesh,Dhaka,1 Dec 2010
6251,E Chigumbura ,ZIM,7,10,10,1,0,70.00,1,v Bangladesh,Dhaka,1 Dec 2010
6252,T Taibu ,ZIM,14,32,30,2,0,46.66,1,v Bangladesh,Dhaka,1 Dec 2010
6253,CR Ervine ,ZIM,41,63,59,2,0,69.49,1,v Bangladesh,Dhaka,1 Dec 2010
6254,P Utseya ,ZIM,21,33,28,1,0,75.00,1,v Bangladesh,Dhaka,1 Dec 2010
6255,KM Dabengwa ,ZIM,8,9,7,1,0,114.28,1,v Bangladesh,Dhaka,1 Dec 2010
6256,KO Meth ,ZIM,3,10,5,0,0,60.00,1,v Bangladesh,Dhaka,1 Dec 2010
6257,RW Price ,ZIM,1*,10,2,0,0,50.00,1,v Bangladesh,Dhaka,1 Dec 2010
6258,CB Mpofu ,ZIM,2,2,3,0,0,66.66,1,v Bangladesh,Dhaka,1 Dec 2010
6259,Tamim Iqbal ,BDESH,23,46,32,2,0,71.87,2,v Zimbabwe,Dhaka,1 Dec 2010
6260,Imrul Kayes ,BDESH,41,85,73,6,0,56.16,2,v Zimbabwe,Dhaka,1 Dec 2010
6261,Junaid Siddique ,BDESH,11,41,21,0,0,52.38,2,v Zimbabwe,Dhaka,1 Dec 2010
6262,Mohammad Ashraful ,BDESH,6,14,10,1,0,60.00,2,v Zimbabwe,Dhaka,1 Dec 2010
6263,Shakib Al Hasan ,BDESH,63,111,65,8,0,96.92,2,v Zimbabwe,Dhaka,1 Dec 2010
6264,Mushfiqur Rahim ,BDESH,1,9,9,0,0,11.11,2,v Zimbabwe,Dhaka,1 Dec 2010
6265,Sohrawordi Shuvo ,BDESH,11,18,18,1,0,61.11,2,v Zimbabwe,Dhaka,1 Dec 2010
6266,Mahmudullah ,BDESH,14,48,38,1,0,36.84,2,v Zimbabwe,Dhaka,1 Dec 2010
6267,Mashrafe Mortaza ,BDESH,12,16,16,2,0,75.00,2,v Zimbabwe,Dhaka,1 Dec 2010
6268,Abdur Razzak ,BDESH,5*,16,6,0,0,83.33,2,v Zimbabwe,Dhaka,1 Dec 2010
6269,Shafiul Islam ,BDESH,3,8,6,0,0,50.00,2,v Zimbabwe,Dhaka,1 Dec 2010
6270,MJ Guptill ,NZ,70,145,102,3,1,68.62,1,v India,Jaipur,1 Dec 2010
6271,JM How ,NZ,5,15,13,1,0,38.46,1,v India,Jaipur,1 Dec 2010
6272,KS Williamson ,NZ,29,56,46,4,0,63.04,1,v India,Jaipur,1 Dec 2010
6273,LRPL Taylor ,NZ,15,29,23,0,1,65.21,1,v India,Jaipur,1 Dec 2010
6274,SB Styris ,NZ,59,78,56,5,1,105.35,1,v India,Jaipur,1 Dec 2010
6275,DL Vettori ,NZ,31,40,32,4,0,96.87,1,v India,Jaipur,1 Dec 2010
6276,GJ Hopkins ,NZ,11*,26,12,1,0,91.66,1,v India,Jaipur,1 Dec 2010
6277,NL McCullum ,NZ,12,18,9,1,0,133.33,1,v India,Jaipur,1 Dec 2010
6278,KD Mills ,NZ,13,3,6,1,1,216.66,1,v India,Jaipur,1 Dec 2010
6279,TG Southee ,NZ,2*,2,1,0,0,200.00,1,v India,Jaipur,1 Dec 2010
6280,AJ McKay ,NZ,DNB,-,-,-,-,-,1,v India,Jaipur,1 Dec 2010
6281,M Vijay ,INDIA,33,66,58,2,0,56.89,2,v New Zealand,Jaipur,1 Dec 2010
6282,G Gambhir ,INDIA,138*,171,116,18,0,118.96,2,v New Zealand,Jaipur,1 Dec 2010
6283,V Kohli ,INDIA,64,78,73,8,0,87.67,2,v New Zealand,Jaipur,1 Dec 2010
6284,Yuvraj Singh ,INDIA,16*,25,11,1,1,145.45,2,v New Zealand,Jaipur,1 Dec 2010
6285,MM Patel ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Jaipur,1 Dec 2010
6286,YK Pathan ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Jaipur,1 Dec 2010
6287,S Sreesanth ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Jaipur,1 Dec 2010
6288,WP Saha ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Jaipur,1 Dec 2010
6289,SK Raina ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Jaipur,1 Dec 2010
6290,R Ashwin ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Jaipur,1 Dec 2010
6291,A Nehra ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Jaipur,1 Dec 2010
6292,BRM Taylor ,ZIM,28,38,32,4,0,87.50,1,v Bangladesh,Dhaka,3 Dec 2010
6293,CJ Chibhabha ,ZIM,1,7,6,0,0,16.66,1,v Bangladesh,Dhaka,3 Dec 2010
6294,RW Chakabva ,ZIM,21,38,34,2,0,61.76,1,v Bangladesh,Dhaka,3 Dec 2010
6295,KM Dabengwa ,ZIM,30,70,69,2,0,43.47,1,v Bangladesh,Dhaka,3 Dec 2010
6296,T Taibu ,ZIM,21,71,48,1,0,43.75,1,v Bangladesh,Dhaka,3 Dec 2010
6297,CR Ervine ,ZIM,42*,66,41,4,0,102.43,1,v Bangladesh,Dhaka,3 Dec 2010
6298,E Chigumbura ,ZIM,7,12,14,1,0,50.00,1,v Bangladesh,Dhaka,3 Dec 2010
6299,P Utseya ,ZIM,32,32,27,3,1,118.51,1,v Bangladesh,Dhaka,3 Dec 2010
6300,KO Meth ,ZIM,0,2,2,0,0,0.00,1,v Bangladesh,Dhaka,3 Dec 2010
6301,RW Price ,ZIM,1,2,4,0,0,25.00,1,v Bangladesh,Dhaka,3 Dec 2010
6302,CB Mpofu ,ZIM,0,2,1,0,0,0.00,1,v Bangladesh,Dhaka,3 Dec 2010
6303,Tamim Iqbal ,BDESH,44,52,48,5,2,91.66,2,v Zimbabwe,Dhaka,3 Dec 2010
6304,Imrul Kayes ,BDESH,10,17,13,1,0,76.92,2,v Zimbabwe,Dhaka,3 Dec 2010
6305,Junaid Siddique ,BDESH,53,115,83,4,1,63.85,2,v Zimbabwe,Dhaka,3 Dec 2010
6306,Raqibul Hasan ,BDESH,65,101,79,6,1,82.27,2,v Zimbabwe,Dhaka,3 Dec 2010
6307,Shakib Al Hasan ,BDESH,9*,26,7,2,0,128.57,2,v Zimbabwe,Dhaka,3 Dec 2010
6308,Mushfiqur Rahim ,BDESH,7*,5,9,1,0,77.77,2,v Zimbabwe,Dhaka,3 Dec 2010
6309,Abdur Razzak ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,3 Dec 2010
6310,Sohrawordi Shuvo ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,3 Dec 2010
6311,Naeem Islam ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,3 Dec 2010
6312,Mashrafe Mortaza ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,3 Dec 2010
6313,Shafiul Islam ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,3 Dec 2010
6314,MJ Guptill ,NZ,12,24,15,1,1,80.00,1,v India,Vadodara,4 Dec 2010
6315,BB McCullum ,NZ,0,2,1,0,0,0.00,1,v India,Vadodara,4 Dec 2010
6316,KS Williamson ,NZ,21,71,50,1,0,42.00,1,v India,Vadodara,4 Dec 2010
6317,LRPL Taylor ,NZ,4,25,16,0,0,25.00,1,v India,Vadodara,4 Dec 2010
6318,SB Styris ,NZ,22,57,35,3,0,62.85,1,v India,Vadodara,4 Dec 2010
6319,JEC Franklin ,NZ,72*,148,108,5,1,66.66,1,v India,Vadodara,4 Dec 2010
6320,DL Vettori ,NZ,3,18,7,0,0,42.85,1,v India,Vadodara,4 Dec 2010
6321,GJ Hopkins ,NZ,6,7,6,1,0,100.00,1,v India,Vadodara,4 Dec 2010
6322,NL McCullum ,NZ,43,71,53,4,0,81.13,1,v India,Vadodara,4 Dec 2010
6323,KD Mills ,NZ,15,13,9,1,1,166.66,1,v India,Vadodara,4 Dec 2010
6324,AJ McKay ,NZ,DNB,-,-,-,-,-,1,v India,Vadodara,4 Dec 2010
6325,M Vijay ,INDIA,30,80,50,3,1,60.00,2,v New Zealand,Vadodara,4 Dec 2010
6326,G Gambhir ,INDIA,126*,164,117,16,0,107.69,2,v New Zealand,Vadodara,4 Dec 2010
6327,V Kohli ,INDIA,63*,83,70,6,2,90.00,2,v New Zealand,Vadodara,4 Dec 2010
6328,Z Khan ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6329,RA Jadeja ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6330,YK Pathan ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6331,A Nehra ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6332,WP Saha ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6333,Yuvraj Singh ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6334,MM Patel ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6335,R Ashwin ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Vadodara,4 Dec 2010
6336,Tamim Iqbal ,BDESH,0,3,6,0,0,0.00,1,v Zimbabwe,Dhaka,6 Dec 2010
6337,Imrul Kayes ,BDESH,33,88,61,6,0,54.09,1,v Zimbabwe,Dhaka,6 Dec 2010
6338,Junaid Siddique ,BDESH,1,7,7,0,0,14.28,1,v Zimbabwe,Dhaka,6 Dec 2010
6339,Raqibul Hasan ,BDESH,12,48,25,1,0,48.00,1,v Zimbabwe,Dhaka,6 Dec 2010
6340,Shakib Al Hasan ,BDESH,73,132,91,5,0,80.21,1,v Zimbabwe,Dhaka,6 Dec 2010
6341,Mushfiqur Rahim ,BDESH,63,86,73,5,1,86.30,1,v Zimbabwe,Dhaka,6 Dec 2010
6342,Naeem Islam ,BDESH,23*,23,24,2,0,95.83,1,v Zimbabwe,Dhaka,6 Dec 2010
6343,Sohrawordi Shuvo ,BDESH,8,10,9,1,0,88.88,1,v Zimbabwe,Dhaka,6 Dec 2010
6344,Mashrafe Mortaza ,BDESH,11*,4,4,2,0,275.00,1,v Zimbabwe,Dhaka,6 Dec 2010
6345,Shafiul Islam ,BDESH,DNB,-,-,-,-,-,1,v Zimbabwe,Dhaka,6 Dec 2010
6346,Abdur Razzak ,BDESH,DNB,-,-,-,-,-,1,v Zimbabwe,Dhaka,6 Dec 2010
6347,BRM Taylor ,ZIM,15,37,28,0,0,53.57,2,v Bangladesh,Dhaka,6 Dec 2010
6348,CJ Chibhabha ,ZIM,7,14,10,1,0,70.00,2,v Bangladesh,Dhaka,6 Dec 2010
6349,H Masakadza ,ZIM,3,12,13,0,0,23.07,2,v Bangladesh,Dhaka,6 Dec 2010
6350,T Taibu ,ZIM,3,40,23,0,0,13.04,2,v Bangladesh,Dhaka,6 Dec 2010
6351,CR Ervine ,ZIM,5,16,7,1,0,71.42,2,v Bangladesh,Dhaka,6 Dec 2010
6352,RW Chakabva ,ZIM,5,25,18,0,0,27.77,2,v Bangladesh,Dhaka,6 Dec 2010
6353,P Utseya ,ZIM,67,130,101,3,3,66.33,2,v Bangladesh,Dhaka,6 Dec 2010
6354,AG Cremer ,ZIM,24,40,41,4,0,58.53,2,v Bangladesh,Dhaka,6 Dec 2010
6355,SW Masakadza ,ZIM,14,16,16,3,0,87.50,2,v Bangladesh,Dhaka,6 Dec 2010
6356,RW Price ,ZIM,14,36,24,1,0,58.33,2,v Bangladesh,Dhaka,6 Dec 2010
6357,CB Mpofu ,ZIM,0*,16,8,0,0,0.00,2,v Bangladesh,Dhaka,6 Dec 2010
6358,MJ Guptill ,NZ,30,42,25,5,0,120.00,1,v India,Bengaluru,7 Dec 2010
6359,BB McCullum ,NZ,42,67,42,8,1,100.00,1,v India,Bengaluru,7 Dec 2010
6360,JM How ,NZ,4,9,6,0,0,66.66,1,v India,Bengaluru,7 Dec 2010
6361,LRPL Taylor ,NZ,44,112,73,3,0,60.27,1,v India,Bengaluru,7 Dec 2010
6362,SB Styris ,NZ,46,64,48,3,1,95.83,1,v India,Bengaluru,7 Dec 2010
6363,JEC Franklin ,NZ,98*,88,69,12,3,142.02,1,v India,Bengaluru,7 Dec 2010
6364,DL Vettori ,NZ,17,24,19,2,0,89.47,1,v India,Bengaluru,7 Dec 2010
6365,KD Mills ,NZ,1,6,6,0,0,16.66,1,v India,Bengaluru,7 Dec 2010
6366,NL McCullum ,NZ,13*,26,12,1,0,108.33,1,v India,Bengaluru,7 Dec 2010
6367,TG Southee ,NZ,DNB,-,-,-,-,-,1,v India,Bengaluru,7 Dec 2010
6368,AJ McKay ,NZ,DNB,-,-,-,-,-,1,v India,Bengaluru,7 Dec 2010
6369,G Gambhir ,INDIA,27,41,24,4,0,112.50,2,v New Zealand,Bengaluru,7 Dec 2010
6370,PA Patel ,INDIA,53,87,57,8,0,92.98,2,v New Zealand,Bengaluru,7 Dec 2010
6371,V Kohli ,INDIA,0,3,2,0,0,0.00,2,v New Zealand,Bengaluru,7 Dec 2010
6372,Yuvraj Singh ,INDIA,20,38,28,1,1,71.42,2,v New Zealand,Bengaluru,7 Dec 2010
6373,RG Sharma ,INDIA,44,56,48,4,1,91.66,2,v New Zealand,Bengaluru,7 Dec 2010
6374,YK Pathan ,INDIA,123*,128,96,7,7,128.12,2,v New Zealand,Bengaluru,7 Dec 2010
6375,SS Tiwary ,INDIA,37*,77,39,3,1,94.87,2,v New Zealand,Bengaluru,7 Dec 2010
6376,Z Khan ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Bengaluru,7 Dec 2010
6377,R Ashwin ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Bengaluru,7 Dec 2010
6378,A Nehra ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Bengaluru,7 Dec 2010
6379,P Kumar ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Bengaluru,7 Dec 2010
6380,MJ Guptill ,NZ,0,2,4,0,0,0.00,1,v India,Chennai,10 Dec 2010
6381,BB McCullum ,NZ,14,16,10,3,0,140.00,1,v India,Chennai,10 Dec 2010
6382,JM How ,NZ,23,75,42,4,0,54.76,1,v India,Chennai,10 Dec 2010
6383,LRPL Taylor ,NZ,9,10,9,2,0,100.00,1,v India,Chennai,10 Dec 2010
6384,SB Styris ,NZ,24,56,45,2,0,53.33,1,v India,Chennai,10 Dec 2010
6385,JEC Franklin ,NZ,17*,43,24,0,1,70.83,1,v India,Chennai,10 Dec 2010
6386,GD Elliott ,NZ,0,5,5,0,0,0.00,1,v India,Chennai,10 Dec 2010
6387,DL Vettori ,NZ,9,13,11,0,0,81.81,1,v India,Chennai,10 Dec 2010
6388,NL McCullum ,NZ,1,9,3,0,0,33.33,1,v India,Chennai,10 Dec 2010
6389,KD Mills ,NZ,4,5,7,1,0,57.14,1,v India,Chennai,10 Dec 2010
6390,TG Southee ,NZ,0,1,2,0,0,0.00,1,v India,Chennai,10 Dec 2010
6391,G Gambhir ,INDIA,0,1,3,0,0,0.00,2,v New Zealand,Chennai,10 Dec 2010
6392,PA Patel ,INDIA,56*,76,70,6,1,80.00,2,v New Zealand,Chennai,10 Dec 2010
6393,V Kohli ,INDIA,2,10,8,0,0,25.00,2,v New Zealand,Chennai,10 Dec 2010
6394,Yuvraj Singh ,INDIA,42*,63,46,6,2,91.30,2,v New Zealand,Chennai,10 Dec 2010
6395,P Kumar ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010
6396,YK Pathan ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010
6397,R Ashwin ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010
6398,A Nehra ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010
6399,RG Sharma ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010
6400,MM Patel ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010
6401,SS Tiwary ,INDIA,DNB,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010
6402,BRM Taylor ,ZIM,0,2,2,0,0,0.00,1,v Bangladesh,Chattogram,12 Dec 2010
6403,H Masakadza ,ZIM,6,31,20,0,0,30.00,1,v Bangladesh,Chattogram,12 Dec 2010
6404,KM Dabengwa ,ZIM,9,46,24,0,0,37.50,1,v Bangladesh,Chattogram,12 Dec 2010
6405,CR Ervine ,ZIM,46,116,100,1,0,46.00,1,v Bangladesh,Chattogram,12 Dec 2010
6406,T Taibu ,ZIM,64,132,104,1,1,61.53,1,v Bangladesh,Chattogram,12 Dec 2010
6407,E Chigumbura ,ZIM,23,24,34,1,1,67.64,1,v Bangladesh,Chattogram,12 Dec 2010
6408,P Utseya ,ZIM,12*,14,11,1,0,109.09,1,v Bangladesh,Chattogram,12 Dec 2010
6409,RW Chakabva ,ZIM,14*,7,6,3,0,233.33,1,v Bangladesh,Chattogram,12 Dec 2010
6410,AG Cremer ,ZIM,DNB,-,-,-,-,-,1,v Bangladesh,Chattogram,12 Dec 2010
6411,RW Price ,ZIM,DNB,-,-,-,-,-,1,v Bangladesh,Chattogram,12 Dec 2010
6412,CB Mpofu ,ZIM,DNB,-,-,-,-,-,1,v Bangladesh,Chattogram,12 Dec 2010
6413,Tamim Iqbal ,BDESH,95,102,96,5,7,98.95,2,v Zimbabwe,Chattogram,12 Dec 2010
6414,Imrul Kayes ,BDESH,2,2,3,0,0,66.66,2,v Zimbabwe,Chattogram,12 Dec 2010
6415,Junaid Siddique ,BDESH,56*,155,116,1,0,48.27,2,v Zimbabwe,Chattogram,12 Dec 2010
6416,Raqibul Hasan ,BDESH,0,3,4,0,0,0.00,2,v Zimbabwe,Chattogram,12 Dec 2010
6417,Shakib Al Hasan ,BDESH,11,25,20,0,0,55.00,2,v Zimbabwe,Chattogram,12 Dec 2010
6418,Mushfiqur Rahim ,BDESH,6*,24,19,0,0,31.57,2,v Zimbabwe,Chattogram,12 Dec 2010
6419,Naeem Islam ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Chattogram,12 Dec 2010
6420,Mashrafe Mortaza ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Chattogram,12 Dec 2010
6421,Shafiul Islam ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Chattogram,12 Dec 2010
6422,Abdur Razzak ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Chattogram,12 Dec 2010
6423,Sohrawordi Shuvo ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Chattogram,12 Dec 2010
6424,GC Smith ,SA,11,16,15,2,0,73.33,1,v India,Durban,12 Jan 2011
6425,HM Amla ,SA,50,59,36,8,0,138.88,1,v India,Durban,12 Jan 2011
6426,CA Ingram ,SA,5,34,23,0,0,21.73,1,v India,Durban,12 Jan 2011
6427,AB de Villiers ,SA,76,94,69,7,1,110.14,1,v India,Durban,12 Jan 2011
6428,JP Duminy ,SA,73,110,89,1,1,82.02,1,v India,Durban,12 Jan 2011
6429,DA Miller ,SA,9,9,11,0,0,81.81,1,v India,Durban,12 Jan 2011
6430,J Botha ,SA,23,30,27,1,0,85.18,1,v India,Durban,12 Jan 2011
6431,WD Parnell ,SA,21*,34,19,0,1,110.52,1,v India,Durban,12 Jan 2011
6432,DW Steyn ,SA,7,12,9,0,0,77.77,1,v India,Durban,12 Jan 2011
6433,M Morkel ,SA,0,1,1,0,0,0.00,1,v India,Durban,12 Jan 2011
6434,LL Tsotsobe ,SA,1*,2,1,0,0,100.00,1,v India,Durban,12 Jan 2011
6435,M Vijay ,INDIA,1,2,3,0,0,33.33,2,v South Africa,Durban,12 Jan 2011
6436,SR Tendulkar ,INDIA,7,16,11,0,0,63.63,2,v South Africa,Durban,12 Jan 2011
6437,V Kohli ,INDIA,54,122,70,2,1,77.14,2,v South Africa,Durban,12 Jan 2011
6438,RG Sharma ,INDIA,11,28,27,1,0,40.74,2,v South Africa,Durban,12 Jan 2011
6439,Yuvraj Singh ,INDIA,2,4,4,0,0,50.00,2,v South Africa,Durban,12 Jan 2011
6440,MS Dhoni ,INDIA,25,48,35,1,0,71.42,2,v South Africa,Durban,12 Jan 2011
6441,SK Raina ,INDIA,32,49,36,2,1,88.88,2,v South Africa,Durban,12 Jan 2011
6442,Harbhajan Singh ,INDIA,0,5,4,0,0,0.00,2,v South Africa,Durban,12 Jan 2011
6443,Z Khan ,INDIA,6,28,16,0,0,37.50,2,v South Africa,Durban,12 Jan 2011
6444,A Nehra ,INDIA,1,9,7,0,0,14.28,2,v South Africa,Durban,12 Jan 2011
6445,MM Patel ,INDIA,1*,1,1,0,0,100.00,2,v South Africa,Durban,12 Jan 2011
6446,M Vijay ,INDIA,16,30,32,3,0,50.00,1,v South Africa,Johannesburg,15 Jan 2011
6447,SR Tendulkar ,INDIA,24,78,44,2,0,54.54,1,v South Africa,Johannesburg,15 Jan 2011
