,Player_Name,Country,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
30656,SL Malinga ,SL,DNB,-,-,-,-,-,1,v West Indies,Chester-le-Street,1 Jul 2019
30657,CH Gayle ,WI,35,70,48,1,2,72.91,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30658,SW Ambris ,WI,5,11,6,1,0,83.33,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30659,SD Hope ,WI,5,13,11,1,0,45.45,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30660,SO Hetmyer ,WI,29,62,38,2,0,76.31,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30661,N Pooran ,WI,118,156,103,11,4,114.56,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30662,JO Holder ,WI,26,38,26,4,0,100.00,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30663,CR Brathwaite ,WI,8,33,15,1,0,53.33,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30664,FA Allen ,WI,51,50,32,7,1,159.37,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30665,SS Cottrell ,WI,7*,35,10,0,0,70.00,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30666,O Thomas ,WI,1,8,6,0,0,16.66,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30667,ST Gabriel ,WI,3*,7,7,0,0,42.85,2,v Sri Lanka,Chester-le-Street,1 Jul 2019
30668,H Masakadza ,ZIM,15,-,23,3,0,65.21,1,v Ireland,Bready,1 Jul 2019
30669,TS Kamunhukamwe ,ZIM,0,-,1,0,0,0.00,1,v Ireland,Bready,1 Jul 2019
30670,CR Ervine ,ZIM,105,-,117,13,0,89.74,1,v Ireland,Bready,1 Jul 2019
30671,BRM Taylor ,ZIM,12,-,26,2,0,46.15,1,v Ireland,Bready,1 Jul 2019
30672,SC Williams ,ZIM,28,-,29,4,0,96.55,1,v Ireland,Bready,1 Jul 2019
30673,Sikandar Raza ,ZIM,8,-,24,0,0,33.33,1,v Ireland,Bready,1 Jul 2019
30674,PJ Moor ,ZIM,17,-,23,3,0,73.91,1,v Ireland,Bready,1 Jul 2019
30675,RP Burl ,ZIM,49*,-,42,3,4,116.66,1,v Ireland,Bready,1 Jul 2019
30676,DT Tiripano ,ZIM,2,-,7,0,0,28.57,1,v Ireland,Bready,1 Jul 2019
30677,KM Jarvis ,ZIM,4,-,7,0,0,57.14,1,v Ireland,Bready,1 Jul 2019
30678,TL Chatara ,ZIM,4*,-,1,1,0,400.00,1,v Ireland,Bready,1 Jul 2019
30679,PR Stirling ,IRE,57,-,74,8,0,77.02,2,v Zimbabwe,Bready,1 Jul 2019
30680,JA McCollum ,IRE,21,-,33,3,0,63.63,2,v Zimbabwe,Bready,1 Jul 2019
30681,A Balbirnie ,IRE,101,-,112,9,2,90.17,2,v Zimbabwe,Bready,1 Jul 2019
30682,WTS Porterfield ,IRE,6,-,10,1,0,60.00,2,v Zimbabwe,Bready,1 Jul 2019
30683,KJ O'Brien ,IRE,5,-,7,1,0,71.42,2,v Zimbabwe,Bready,1 Jul 2019
30684,LJ Tucker ,IRE,23,-,30,1,0,76.66,2,v Zimbabwe,Bready,1 Jul 2019
30685,SC Getkate ,IRE,16*,-,13,1,1,123.07,2,v Zimbabwe,Bready,1 Jul 2019
30686,MR Adair ,IRE,21*,-,13,3,1,161.53,2,v Zimbabwe,Bready,1 Jul 2019
30687,AR McBrine ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Bready,1 Jul 2019
30688,WB Rankin ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Bready,1 Jul 2019
30689,TJ Murtagh ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Bready,1 Jul 2019
30690,KL Rahul ,INDIA,77,135,92,6,1,83.69,1,v Bangladesh,Birmingham,2 Jul 2019
30691,RG Sharma ,INDIA,104,121,92,7,5,113.04,1,v Bangladesh,Birmingham,2 Jul 2019
30692,V Kohli ,INDIA,26,45,27,3,0,96.29,1,v Bangladesh,Birmingham,2 Jul 2019
30693,RR Pant ,INDIA,48,56,41,6,1,117.07,1,v Bangladesh,Birmingham,2 Jul 2019
30694,HH Pandya ,INDIA,0,4,2,0,0,0.00,1,v Bangladesh,Birmingham,2 Jul 2019
30695,MS Dhoni ,INDIA,35,52,33,4,0,106.06,1,v Bangladesh,Birmingham,2 Jul 2019
30696,KD Karthik ,INDIA,8,17,9,1,0,88.88,1,v Bangladesh,Birmingham,2 Jul 2019
30697,B Kumar ,INDIA,2,15,3,0,0,66.66,1,v Bangladesh,Birmingham,2 Jul 2019
30698,Mohammed Shami ,INDIA,1,6,2,0,0,50.00,1,v Bangladesh,Birmingham,2 Jul 2019
30699,JJ Bumrah ,INDIA,0*,1,0,0,0,-,1,v Bangladesh,Birmingham,2 Jul 2019
30700,YS Chahal ,INDIA,DNB,-,-,-,-,-,1,v Bangladesh,Birmingham,2 Jul 2019
30701,Tamim Iqbal ,BDESH,22,39,31,3,0,70.96,2,v India,Birmingham,2 Jul 2019
30702,Soumya Sarkar ,BDESH,33,67,38,4,0,86.84,2,v India,Birmingham,2 Jul 2019
30703,Shakib Al Hasan ,BDESH,66,111,74,6,0,89.18,2,v India,Birmingham,2 Jul 2019
30704,Mushfiqur Rahim ,BDESH,24,29,23,3,0,104.34,2,v India,Birmingham,2 Jul 2019
30705,Liton Das ,BDESH,22,31,24,0,1,91.66,2,v India,Birmingham,2 Jul 2019
30706,Mosaddek Hossain ,BDESH,3,13,7,0,0,42.85,2,v India,Birmingham,2 Jul 2019
30707,Sabbir Rahman ,BDESH,36,55,36,5,0,100.00,2,v India,Birmingham,2 Jul 2019
30708,Mohammad Saifuddin ,BDESH,51*,72,38,9,0,134.21,2,v India,Birmingham,2 Jul 2019
30709,Mashrafe Mortaza ,BDESH,8,8,5,0,1,160.00,2,v India,Birmingham,2 Jul 2019
30710,Rubel Hossain ,BDESH,9,18,11,1,0,81.81,2,v India,Birmingham,2 Jul 2019
30711,Mustafizur Rahman ,BDESH,0,2,1,0,0,0.00,2,v India,Birmingham,2 Jul 2019
30712,JJ Roy ,ENG,60,81,61,8,0,98.36,1,v New Zealand,Chester-le-Street,3 Jul 2019
30713,JM Bairstow ,ENG,106,147,99,15,1,107.07,1,v New Zealand,Chester-le-Street,3 Jul 2019
30714,JE Root ,ENG,24,54,25,1,0,96.00,1,v New Zealand,Chester-le-Street,3 Jul 2019
30715,JC Buttler ,ENG,11,25,12,1,0,91.66,1,v New Zealand,Chester-le-Street,3 Jul 2019
30716,EJG Morgan ,ENG,42,64,40,5,0,105.00,1,v New Zealand,Chester-le-Street,3 Jul 2019
30717,BA Stokes ,ENG,11,33,27,0,0,40.74,1,v New Zealand,Chester-le-Street,3 Jul 2019
30718,CR Woakes ,ENG,4,12,11,0,0,36.36,1,v New Zealand,Chester-le-Street,3 Jul 2019
30719,LE Plunkett ,ENG,15*,28,12,1,0,125.00,1,v New Zealand,Chester-le-Street,3 Jul 2019
30720,AU Rashid ,ENG,16,17,12,1,0,133.33,1,v New Zealand,Chester-le-Street,3 Jul 2019
30721,JC Archer ,ENG,1*,1,1,0,0,100.00,1,v New Zealand,Chester-le-Street,3 Jul 2019
30722,MA Wood ,ENG,DNB,-,-,-,-,-,1,v New Zealand,Chester-le-Street,3 Jul 2019
30723,MJ Guptill ,NZ,8,25,16,1,0,50.00,2,v England,Chester-le-Street,3 Jul 2019
30724,HM Nicholls ,NZ,0,6,1,0,0,0.00,2,v England,Chester-le-Street,3 Jul 2019
30725,KS Williamson ,NZ,27,62,40,3,0,67.50,2,v England,Chester-le-Street,3 Jul 2019
30726,LRPL Taylor ,NZ,28,54,42,2,0,66.66,2,v England,Chester-le-Street,3 Jul 2019
30727,TWM Latham ,NZ,57,106,65,5,0,87.69,2,v England,Chester-le-Street,3 Jul 2019
30728,JDS Neesham ,NZ,19,31,27,1,0,70.37,2,v England,Chester-le-Street,3 Jul 2019
30729,C de Grandhomme ,NZ,3,15,13,0,0,23.07,2,v England,Chester-le-Street,3 Jul 2019
30730,MJ Santner ,NZ,12,58,30,1,0,40.00,2,v England,Chester-le-Street,3 Jul 2019
30731,TG Southee ,NZ,7*,30,16,0,0,43.75,2,v England,Chester-le-Street,3 Jul 2019
30732,MJ Henry ,NZ,7,17,13,0,0,53.84,2,v England,Chester-le-Street,3 Jul 2019
30733,TA Boult ,NZ,4,7,7,1,0,57.14,2,v England,Chester-le-Street,3 Jul 2019
30734,CH Gayle ,WI,7,21,18,1,0,38.88,1,v Afghanistan,Leeds,4 Jul 2019
30735,E Lewis ,WI,58,98,78,6,2,74.35,1,v Afghanistan,Leeds,4 Jul 2019
30736,SD Hope ,WI,77,137,92,6,2,83.69,1,v Afghanistan,Leeds,4 Jul 2019
30737,SO Hetmyer ,WI,39,42,31,3,2,125.80,1,v Afghanistan,Leeds,4 Jul 2019
30738,N Pooran ,WI,58,66,43,6,1,134.88,1,v Afghanistan,Leeds,4 Jul 2019
30739,JO Holder ,WI,45,54,34,1,4,132.35,1,v Afghanistan,Leeds,4 Jul 2019
30740,CR Brathwaite ,WI,14*,6,4,2,1,350.00,1,v Afghanistan,Leeds,4 Jul 2019
30741,FA Allen ,WI,0*,5,0,0,0,-,1,v Afghanistan,Leeds,4 Jul 2019
30742,O Thomas ,WI,DNB,-,-,-,-,-,1,v Afghanistan,Leeds,4 Jul 2019
30743,KAJ Roach ,WI,DNB,-,-,-,-,-,1,v Afghanistan,Leeds,4 Jul 2019
30744,SS Cottrell ,WI,DNB,-,-,-,-,-,1,v Afghanistan,Leeds,4 Jul 2019
30745,Gulbadin Naib ,AFG,5,8,6,1,0,83.33,2,v West Indies,Leeds,4 Jul 2019
30746,Rahmat Shah ,AFG,62,112,78,10,0,79.48,2,v West Indies,Leeds,4 Jul 2019
30747,Ikram Alikhil ,AFG,86,142,93,8,0,92.47,2,v West Indies,Leeds,4 Jul 2019
30748,Najibullah Zadran ,AFG,31,42,38,1,1,81.57,2,v West Indies,Leeds,4 Jul 2019
30749,Asghar Afghan ,AFG,40,47,32,4,1,125.00,2,v West Indies,Leeds,4 Jul 2019
30750,Mohammad Nabi ,AFG,2,11,6,0,0,33.33,2,v West Indies,Leeds,4 Jul 2019
30751,Samiullah Shinwari ,AFG,6,18,9,0,0,66.66,2,v West Indies,Leeds,4 Jul 2019
30752,Rashid Khan ,AFG,9,27,16,0,1,56.25,2,v West Indies,Leeds,4 Jul 2019
30753,Dawlat Zadran ,AFG,1,6,2,0,0,50.00,2,v West Indies,Leeds,4 Jul 2019
30754,Sayed Shirzad ,AFG,25,20,17,2,2,147.05,2,v West Indies,Leeds,4 Jul 2019
30755,Mujeeb Ur Rahman ,AFG,7*,13,5,1,0,140.00,2,v West Indies,Leeds,4 Jul 2019
30756,PR Stirling ,IRE,52,-,73,7,0,71.23,1,v Zimbabwe,Belfast,4 Jul 2019
30757,JA McCollum ,IRE,73,-,92,11,0,79.34,1,v Zimbabwe,Belfast,4 Jul 2019
30758,A Balbirnie ,IRE,9,-,17,0,0,52.94,1,v Zimbabwe,Belfast,4 Jul 2019
30759,WTS Porterfield ,IRE,20,-,36,2,0,55.55,1,v Zimbabwe,Belfast,4 Jul 2019
30760,KJ O'Brien ,IRE,6,-,6,1,0,100.00,1,v Zimbabwe,Belfast,4 Jul 2019
30761,LJ Tucker ,IRE,56,-,51,7,0,109.80,1,v Zimbabwe,Belfast,4 Jul 2019
30762,SC Getkate ,IRE,7,-,10,1,0,70.00,1,v Zimbabwe,Belfast,4 Jul 2019
30763,MR Adair ,IRE,3,-,5,0,0,60.00,1,v Zimbabwe,Belfast,4 Jul 2019
30764,AR McBrine ,IRE,4,-,6,0,0,66.66,1,v Zimbabwe,Belfast,4 Jul 2019
30765,TJ Murtagh ,IRE,2*,-,3,0,0,66.66,1,v Zimbabwe,Belfast,4 Jul 2019
30766,WB Rankin ,IRE,1*,-,1,0,0,100.00,1,v Zimbabwe,Belfast,4 Jul 2019
30767,H Masakadza ,ZIM,4,-,5,1,0,80.00,2,v Ireland,Belfast,4 Jul 2019
30768,SF Mire ,ZIM,4,-,8,1,0,50.00,2,v Ireland,Belfast,4 Jul 2019
30769,CR Ervine ,ZIM,43,-,51,7,0,84.31,2,v Ireland,Belfast,4 Jul 2019
30770,BRM Taylor ,ZIM,0,-,1,0,0,0.00,2,v Ireland,Belfast,4 Jul 2019
30771,SC Williams ,ZIM,58,-,84,6,1,69.04,2,v Ireland,Belfast,4 Jul 2019
30772,Sikandar Raza ,ZIM,31,-,22,2,1,140.90,2,v Ireland,Belfast,4 Jul 2019
30773,RP Burl ,ZIM,53,-,79,3,0,67.08,2,v Ireland,Belfast,4 Jul 2019
30774,R Mutumbami ,ZIM,2,-,4,0,0,50.00,2,v Ireland,Belfast,4 Jul 2019
30775,DT Tiripano ,ZIM,33,-,44,3,0,75.00,2,v Ireland,Belfast,4 Jul 2019
30776,KM Jarvis ,ZIM,0*,-,1,0,0,0.00,2,v Ireland,Belfast,4 Jul 2019
30777,TL Chatara ,ZIM,1*,-,1,0,0,100.00,2,v Ireland,Belfast,4 Jul 2019
30778,Fakhar Zaman ,PAK,13,27,31,1,0,41.93,1,v Bangladesh,Lord's,5 Jul 2019
30779,Imam-ul-Haq ,PAK,100,172,100,7,0,100.00,1,v Bangladesh,Lord's,5 Jul 2019
30780,Babar Azam ,PAK,96,102,98,11,0,97.95,1,v Bangladesh,Lord's,5 Jul 2019
30781,Mohammad Hafeez ,PAK,27,49,25,3,0,108.00,1,v Bangladesh,Lord's,5 Jul 2019
30782,Haris Sohail ,PAK,6,13,6,1,0,100.00,1,v Bangladesh,Lord's,5 Jul 2019
30783,Imad Wasim ,PAK,43,49,26,6,1,165.38,1,v Bangladesh,Lord's,5 Jul 2019
30784,Sarfaraz Ahmed ,PAK,3*,13,3,0,0,100.00,1,v Bangladesh,Lord's,5 Jul 2019
30785,Wahab Riaz ,PAK,2,10,4,0,0,50.00,1,v Bangladesh,Lord's,5 Jul 2019
30786,Shadab Khan ,PAK,1,4,2,0,0,50.00,1,v Bangladesh,Lord's,5 Jul 2019
30787,Mohammad Amir ,PAK,8,16,6,1,0,133.33,1,v Bangladesh,Lord's,5 Jul 2019
30788,Shaheen Shah Afridi ,PAK,0*,4,0,0,0,-,1,v Bangladesh,Lord's,5 Jul 2019
30789,Tamim Iqbal ,BDESH,8,40,21,0,0,38.09,2,v Pakistan,Lord's,5 Jul 2019
30790,Soumya Sarkar ,BDESH,22,20,22,4,0,100.00,2,v Pakistan,Lord's,5 Jul 2019
30791,Shakib Al Hasan ,BDESH,64,109,77,6,0,83.11,2,v Pakistan,Lord's,5 Jul 2019
30792,Mushfiqur Rahim ,BDESH,16,29,19,2,0,84.21,2,v Pakistan,Lord's,5 Jul 2019
30793,Liton Das ,BDESH,32,38,40,3,0,80.00,2,v Pakistan,Lord's,5 Jul 2019
30794,Mahmudullah ,BDESH,29,64,41,3,0,70.73,2,v Pakistan,Lord's,5 Jul 2019
30795,Mosaddek Hossain ,BDESH,16,36,21,1,0,76.19,2,v Pakistan,Lord's,5 Jul 2019
30796,Mohammad Saifuddin ,BDESH,0,5,1,0,0,0.00,2,v Pakistan,Lord's,5 Jul 2019
30797,Mehidy Hasan Miraz ,BDESH,7*,20,6,1,0,116.66,2,v Pakistan,Lord's,5 Jul 2019
30798,Mashrafe Mortaza ,BDESH,15,14,14,0,2,107.14,2,v Pakistan,Lord's,5 Jul 2019
30799,Mustafizur Rahman ,BDESH,1,5,3,0,0,33.33,2,v Pakistan,Lord's,5 Jul 2019
30800,FDM Karunaratne ,SL,10,16,17,2,0,58.82,1,v India,Leeds,6 Jul 2019
30801,MDKJ Perera ,SL,18,36,14,3,0,128.57,1,v India,Leeds,6 Jul 2019
30802,WIA Fernando ,SL,20,42,21,4,0,95.23,1,v India,Leeds,6 Jul 2019
30803,BKG Mendis ,SL,3,15,13,0,0,23.07,1,v India,Leeds,6 Jul 2019
30804,AD Mathews ,SL,113,157,128,10,2,88.28,1,v India,Leeds,6 Jul 2019
30805,HDRL Thirimanne ,SL,53,102,68,4,0,77.94,1,v India,Leeds,6 Jul 2019
30806,DM de Silva ,SL,29*,60,36,1,0,80.55,1,v India,Leeds,6 Jul 2019
30807,NLTC Perera ,SL,2,8,3,0,0,66.66,1,v India,Leeds,6 Jul 2019
30808,I Udana ,SL,1*,3,1,0,0,100.00,1,v India,Leeds,6 Jul 2019
30809,CAK Rajitha ,SL,DNB,-,-,-,-,-,1,v India,Leeds,6 Jul 2019
30810,SL Malinga ,SL,DNB,-,-,-,-,-,1,v India,Leeds,6 Jul 2019
30811,KL Rahul ,INDIA,111,180,118,11,1,94.06,2,v Sri Lanka,Leeds,6 Jul 2019
30812,RG Sharma ,INDIA,103,133,94,14,2,109.57,2,v Sri Lanka,Leeds,6 Jul 2019
30813,V Kohli ,INDIA,34*,61,41,3,0,82.92,2,v Sri Lanka,Leeds,6 Jul 2019
30814,RR Pant ,INDIA,4,6,4,1,0,100.00,2,v Sri Lanka,Leeds,6 Jul 2019
30815,HH Pandya ,INDIA,7*,8,4,1,0,175.00,2,v Sri Lanka,Leeds,6 Jul 2019
30816,MS Dhoni ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Leeds,6 Jul 2019
30817,Kuldeep Yadav ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Leeds,6 Jul 2019
30818,B Kumar ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Leeds,6 Jul 2019
30819,RA Jadeja ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Leeds,6 Jul 2019
30820,KD Karthik ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Leeds,6 Jul 2019
30821,JJ Bumrah ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Leeds,6 Jul 2019
30822,AK Markram ,SA,34,51,37,6,1,91.89,1,v Australia,Manchester,6 Jul 2019
30823,Q de Kock ,SA,52,78,51,7,0,101.96,1,v Australia,Manchester,6 Jul 2019
30824,F du Plessis ,SA,100,125,94,7,2,106.38,1,v Australia,Manchester,6 Jul 2019
30825,HE van der Dussen ,SA,95,136,97,4,4,97.93,1,v Australia,Manchester,6 Jul 2019
30826,JP Duminy ,SA,14,18,13,1,0,107.69,1,v Australia,Manchester,6 Jul 2019
30827,D Pretorius ,SA,2,13,5,0,0,40.00,1,v Australia,Manchester,6 Jul 2019
30828,AL Phehlukwayo ,SA,4*,8,3,1,0,133.33,1,v Australia,Manchester,6 Jul 2019
30829,T Shamsi ,SA,DNB,-,-,-,-,-,1,v Australia,Manchester,6 Jul 2019
30830,K Rabada ,SA,DNB,-,-,-,-,-,1,v Australia,Manchester,6 Jul 2019
30831,Imran Tahir ,SA,DNB,-,-,-,-,-,1,v Australia,Manchester,6 Jul 2019
30832,CH Morris ,SA,DNB,-,-,-,-,-,1,v Australia,Manchester,6 Jul 2019
30833,DA Warner ,AUS,122,168,117,15,2,104.27,2,v South Africa,Manchester,6 Jul 2019
30834,AJ Finch ,AUS,3,9,4,0,0,75.00,2,v South Africa,Manchester,6 Jul 2019
30835,UT Khawaja ,AUS,18,26,14,3,0,128.57,2,v South Africa,Manchester,6 Jul 2019
30836,SPD Smith ,AUS,7,9,6,1,0,116.66,2,v South Africa,Manchester,6 Jul 2019
30837,MP Stoinis ,AUS,22,54,34,4,0,64.70,2,v South Africa,Manchester,6 Jul 2019
30838,GJ Maxwell ,AUS,12,24,20,1,0,60.00,2,v South Africa,Manchester,6 Jul 2019
30839,AT Carey ,AUS,85,90,69,11,1,123.18,2,v South Africa,Manchester,6 Jul 2019
30840,PJ Cummins ,AUS,9,24,15,1,0,60.00,2,v South Africa,Manchester,6 Jul 2019
30841,MA Starc ,AUS,16,24,11,1,1,145.45,2,v South Africa,Manchester,6 Jul 2019
30842,JP Behrendorff ,AUS,11*,10,6,0,0,183.33,2,v South Africa,Manchester,6 Jul 2019
30843,NM Lyon ,AUS,3,7,3,0,0,100.00,2,v South Africa,Manchester,6 Jul 2019
30844,H Masakadza ,ZIM,23,-,46,3,0,50.00,1,v Ireland,Belfast,7 Jul 2019
30845,RP Burl ,ZIM,1,-,5,0,0,20.00,1,v Ireland,Belfast,7 Jul 2019
30846,CR Ervine ,ZIM,8,-,10,2,0,80.00,1,v Ireland,Belfast,7 Jul 2019
30847,BRM Taylor ,ZIM,3,-,10,0,0,30.00,1,v Ireland,Belfast,7 Jul 2019
30848,SC Williams ,ZIM,67,-,103,6,0,65.04,1,v Ireland,Belfast,7 Jul 2019
30849,Sikandar Raza ,ZIM,6,-,4,1,0,150.00,1,v Ireland,Belfast,7 Jul 2019
30850,SF Mire ,ZIM,14,-,27,1,0,51.85,1,v Ireland,Belfast,7 Jul 2019
30851,R Mutumbami ,ZIM,28,-,33,4,0,84.84,1,v Ireland,Belfast,7 Jul 2019
30852,KM Jarvis ,ZIM,28,-,33,3,1,84.84,1,v Ireland,Belfast,7 Jul 2019
30853,CB Mpofu ,ZIM,2*,-,4,0,0,50.00,1,v Ireland,Belfast,7 Jul 2019
30854,TL Chatara ,ZIM,1,-,6,0,0,16.66,1,v Ireland,Belfast,7 Jul 2019
30855,PR Stirling ,IRE,32,-,44,5,0,72.72,2,v Zimbabwe,Belfast,7 Jul 2019
30856,JA McCollum ,IRE,54,-,69,6,1,78.26,2,v Zimbabwe,Belfast,7 Jul 2019
30857,A Balbirnie ,IRE,5,-,9,1,0,55.55,2,v Zimbabwe,Belfast,7 Jul 2019
30858,WTS Porterfield ,IRE,49,-,69,7,0,71.01,2,v Zimbabwe,Belfast,7 Jul 2019
30859,KJ O'Brien ,IRE,35*,-,44,4,0,79.54,2,v Zimbabwe,Belfast,7 Jul 2019
30860,LJ Tucker ,IRE,8*,-,13,1,0,61.53,2,v Zimbabwe,Belfast,7 Jul 2019
30861,MR Adair ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Belfast,7 Jul 2019
30862,TJ Murtagh ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Belfast,7 Jul 2019
30863,AR McBrine ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Belfast,7 Jul 2019
30864,WB Rankin ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Belfast,7 Jul 2019
30865,SC Getkate ,IRE,DNB,-,-,-,-,-,2,v Zimbabwe,Belfast,7 Jul 2019
30866,MJ Guptill ,NZ,1,15,14,0,0,7.14,1,v India,Manchester,9 Jul 2019
30867,HM Nicholls ,NZ,28,87,51,2,0,54.90,1,v India,Manchester,9 Jul 2019
30868,KS Williamson ,NZ,67,137,95,6,0,70.52,1,v India,Manchester,9 Jul 2019
30869,LRPL Taylor ,NZ,74,130,90,3,1,82.22,1,v India,Manchester,9 Jul 2019
30870,JDS Neesham ,NZ,12,28,18,1,0,66.66,1,v India,Manchester,9 Jul 2019
30871,C de Grandhomme ,NZ,16,19,10,2,0,160.00,1,v India,Manchester,9 Jul 2019
30872,TWM Latham ,NZ,10,22,11,0,0,90.90,1,v India,Manchester,9 Jul 2019
30873,MJ Santner ,NZ,9*,13,6,1,0,150.00,1,v India,Manchester,9 Jul 2019
30874,MJ Henry ,NZ,1,6,2,0,0,50.00,1,v India,Manchester,9 Jul 2019
30875,TA Boult ,NZ,3*,6,3,0,0,100.00,1,v India,Manchester,9 Jul 2019
30876,LH Ferguson ,NZ,DNB,-,-,-,-,-,1,v India,Manchester,9 Jul 2019
30877,KL Rahul ,INDIA,1,18,7,0,0,14.28,2,v New Zealand,Manchester,9 Jul 2019
30878,RG Sharma ,INDIA,1,7,4,0,0,25.00,2,v New Zealand,Manchester,9 Jul 2019
30879,V Kohli ,INDIA,1,8,6,0,0,16.66,2,v New Zealand,Manchester,9 Jul 2019
30880,RR Pant ,INDIA,32,89,56,4,0,57.14,2,v New Zealand,Manchester,9 Jul 2019
30881,KD Karthik ,INDIA,6,29,25,1,0,24.00,2,v New Zealand,Manchester,9 Jul 2019
30882,HH Pandya ,INDIA,32,81,62,2,0,51.61,2,v New Zealand,Manchester,9 Jul 2019
30883,MS Dhoni ,INDIA,50,114,72,1,1,69.44,2,v New Zealand,Manchester,9 Jul 2019
30884,RA Jadeja ,INDIA,77,84,59,4,4,130.50,2,v New Zealand,Manchester,9 Jul 2019
30885,B Kumar ,INDIA,0,10,1,0,0,0.00,2,v New Zealand,Manchester,9 Jul 2019
30886,YS Chahal ,INDIA,5,8,5,1,0,100.00,2,v New Zealand,Manchester,9 Jul 2019
30887,JJ Bumrah ,INDIA,0*,4,0,0,0,-,2,v New Zealand,Manchester,9 Jul 2019
30888,DA Warner ,AUS,9,14,11,2,0,81.81,1,v England,Birmingham,11 Jul 2019
30889,AJ Finch ,AUS,0,6,1,0,0,0.00,1,v England,Birmingham,11 Jul 2019
30890,SPD Smith ,AUS,85,201,119,6,0,71.42,1,v England,Birmingham,11 Jul 2019
30891,PSP Handscomb ,AUS,4,15,12,0,0,33.33,1,v England,Birmingham,11 Jul 2019
30892,AT Carey ,AUS,46,94,70,4,0,65.71,1,v England,Birmingham,11 Jul 2019
30893,MP Stoinis ,AUS,0,4,2,0,0,0.00,1,v England,Birmingham,11 Jul 2019
30894,GJ Maxwell ,AUS,22,29,23,2,1,95.65,1,v England,Birmingham,11 Jul 2019
30895,PJ Cummins ,AUS,6,11,10,0,0,60.00,1,v England,Birmingham,11 Jul 2019
30896,MA Starc ,AUS,29,45,36,1,1,80.55,1,v England,Birmingham,11 Jul 2019
30897,JP Behrendorff ,AUS,1,10,4,0,0,25.00,1,v England,Birmingham,11 Jul 2019
30898,NM Lyon ,AUS,5*,8,6,0,0,83.33,1,v England,Birmingham,11 Jul 2019
30899,JJ Roy ,ENG,85,99,65,9,5,130.76,2,v Australia,Birmingham,11 Jul 2019
30900,JM Bairstow ,ENG,34,88,43,5,0,79.06,2,v Australia,Birmingham,11 Jul 2019
30901,JE Root ,ENG,49*,67,46,8,0,106.52,2,v Australia,Birmingham,11 Jul 2019
30902,EJG Morgan ,ENG,45*,55,39,8,0,115.38,2,v Australia,Birmingham,11 Jul 2019
30903,LE Plunkett ,ENG,DNB,-,-,-,-,-,2,v Australia,Birmingham,11 Jul 2019
30904,JC Buttler ,ENG,DNB,-,-,-,-,-,2,v Australia,Birmingham,11 Jul 2019
30905,CR Woakes ,ENG,DNB,-,-,-,-,-,2,v Australia,Birmingham,11 Jul 2019
30906,JC Archer ,ENG,DNB,-,-,-,-,-,2,v Australia,Birmingham,11 Jul 2019
30907,BA Stokes ,ENG,DNB,-,-,-,-,-,2,v Australia,Birmingham,11 Jul 2019
30908,AU Rashid ,ENG,DNB,-,-,-,-,-,2,v Australia,Birmingham,11 Jul 2019
30909,MA Wood ,ENG,DNB,-,-,-,-,-,2,v Australia,Birmingham,11 Jul 2019
30910,MJ Guptill ,NZ,19,30,18,2,1,105.55,1,v England,Lord's,14 Jul 2019
30911,HM Nicholls ,NZ,55,123,77,4,0,71.42,1,v England,Lord's,14 Jul 2019
30912,KS Williamson ,NZ,30,77,53,2,0,56.60,1,v England,Lord's,14 Jul 2019
30913,LRPL Taylor ,NZ,15,47,31,0,0,48.38,1,v England,Lord's,14 Jul 2019
30914,TWM Latham ,NZ,47,104,56,2,1,83.92,1,v England,Lord's,14 Jul 2019
30915,JDS Neesham ,NZ,19,28,25,3,0,76.00,1,v England,Lord's,14 Jul 2019
30916,C de Grandhomme ,NZ,16,38,28,0,0,57.14,1,v England,Lord's,14 Jul 2019
30917,MJ Santner ,NZ,5*,19,9,0,0,55.55,1,v England,Lord's,14 Jul 2019
30918,MJ Henry ,NZ,4,7,2,1,0,200.00,1,v England,Lord's,14 Jul 2019
